Date,WrappedBitcoin Return,WrappedBitcoin Price,Famala Index,US Treasury Yield,Famala Index Return
2020-11-27,-0.0037143103499426306,17060.38877575,12492.355797602828,0.84,-0.007468331541730982
2020-11-28,0.03875768903505703,17734.59088211,12859.063995695542,0.84,0.029354607252147124
2020-11-29,0.024132430493913247,18167.77554048,13171.611003817297,0.84,0.024305579957170892
2020-11-30,0.07685119286484608,19619.04234746,14253.857358648289,0.84,0.08216507111524497
2020-12-01,-0.04113541810197414,18828.37847085,13708.537842121726,0.92,-0.03825768020582155
2020-12-02,0.020274049461906973,19214.0018119,13978.369410758201,0.95,0.019683468196540498
2020-12-03,0.012764113073665847,19460.82338178,14133.467526415532,0.92,0.011095579970719777
2020-12-04,-0.04173486225494745,18665.34367697,13769.259591141275,0.97,-0.025769184709523683
2020-12-05,0.025654132935133644,19150.38190107,14019.41798793933,0.97,0.01816789022984209
2020-12-06,0.01207602842355874,19383.04444957,14133.697776698935,0.97,0.008151535881012844
2020-12-07,-0.010706468970698265,19176.62745595,14054.175341200138,0.94,-0.005626442333435123
2020-12-08,-0.04529674488610158,18327.36819814,13507.151832127696,0.92,-0.03892249070415607
2020-12-09,0.011057481968873403,18531.14730714,13602.865619463744,0.95,0.007086156173086475
2020-12-10,-0.015251653560065316,18250.66104503,13426.54858949016,0.92,-0.01296175636119646
2020-12-11,-0.010782258012069086,18054.93479045,13337.245988731363,0.90,-0.006651195589363819
2020-12-12,0.03947493568842361,18781.90635904,13956.160225611999,0.90,0.04640495027260918
2020-12-13,0.020130292791076355,19163.82278105,14147.88718888867,0.90,0.013737801814916005
2020-12-14,0.005949752501559612,19278.18265269,14272.576690211696,0.90,0.008813294851612431
2020-12-15,0.0077879286532814935,19428.90591295,14456.645888478659,0.92,0.01289670409640889
2020-12-16,0.09510502604281679,21367.41244952,15853.095115826884,0.92,0.09659565836506628
2020-12-17,0.0657094491229011,22818.60992489,17199.818336550914,0.94,0.08495017603089594
2020-12-18,0.014276599400684048,23146.71864309,17435.724992273488,0.95,0.01371564810200668
2020-12-19,0.03094515130281052,23874.19523847,18091.877349244503,0.95,0.03763263972457608
2020-12-20,-0.016990061931622984,23471.9975396,17855.814582418414,0.95,-0.013047997301172684
