Date,Aave Return,Aave Price,Famala Index,US Treasury Yield,Famala Index Return
2020-12-07,0.03358158617638889,90.9602979,14054.175341200138,0.94,-0.005626442333435123
2020-12-08,-0.12906933188645683,79.94619074,13507.151832127696,0.92,-0.03892249070415607
2020-12-09,0.026751349705129955,82.11372218,13602.865619463744,0.95,0.007086156173086475
2020-12-10,-0.06891090083243023,76.64575648,13426.54858949016,0.92,-0.01296175636119646
2020-12-11,-0.025314907237475575,74.72982934,13337.245988731363,0.90,-0.006651195589363819
2020-12-12,0.037106486079309525,77.55488043,13956.160225611999,0.90,0.04640495027260918
2020-12-13,0.07299168448326346,83.42745942,14147.88718888867,0.90,0.013737801814916005
2020-12-14,0.03199774618298838,86.14011813,14272.576690211696,0.90,0.008813294851612431
2020-12-15,0.012895077816652303,87.25809436,14456.645888478659,0.92,0.01289670409640889
2020-12-16,-0.00032135098915784627,87.23005839,15853.095115826884,0.92,0.09659565836506628
2020-12-17,-0.024911998730346697,85.08382773,17199.818336550914,0.94,0.08495017603089594
2020-12-18,0.053614687331805286,89.77007385,17435.724992273488,0.95,0.01371564810200668
2020-12-19,-0.008468767205273222,89.01304208,18091.877349244503,0.95,0.03763263972457608
2020-12-20,-0.034790638543192955,85.96947236,17855.814582418414,0.95,-0.013047997301172684
2020-12-21,-0.05569942624291728,81.31193717,17448.721514198256,0.95,-0.02279890768024657
2020-12-22,0.03382730540482669,84.10955202,18349.81362774357,0.93,0.051642300142854765
2020-12-23,-0.11176192698157537,75.21556665,18469.639082773218,0.96,0.00653006387206465
2020-12-24,0.06487043377453558,80.25657151,18593.48078966346,0.94,0.006705150346210605
2020-12-25,-0.005765544126277126,79.79518007,19419.23959231902,0.94,0.04441120046304717
2020-12-26,-0.06373209177135308,74.868333,21122.36438265646,0.94,0.08770295985281955
2020-12-27,0.027658543488959936,76.96798485,20807.35686879412,0.94,-0.014913458936490646
2020-12-28,0.06190946047517232,81.88362359,21369.45749865822,0.94,0.027014513828381163
2020-12-29,-0.049847403229855564,77.90199883,21657.236591477405,0.94,0.01346684130082646
2020-12-30,0.037617624145299525,80.88830364,23046.257065918533,0.93,0.06413655170520405
2020-12-31,0.07888359072125517,87.5274822,23170.61056129895,0.93,0.005395821760762752
2021-01-01,0.03173454963330694,90.34967103,23555.243422071697,0.93,0.01660003130928224
2021-01-02,-0.05268469659981073,85.71284343,25982.07071893055,0.93,0.10302705233709755
2021-01-03,0.06091834771104631,91.09664966,25730.238133265524,0.93,-0.009692552544764683
2021-01-04,0.19879799784166657,111.13203789,24700.530927264488,0.93,-0.04001934224890719
2021-01-05,0.04677584205747949,116.45382785,26327.49286050957,0.96,0.06586748835626195
2021-01-06,-0.012555673945508522,115.00081244,28312.957447579403,1.04,0.0754141154871594
2021-01-07,-0.0005250528903910025,114.94044678,30613.656005900066,1.08,0.08125956331408817
2021-01-08,-0.028572546732614803,111.70277995,31992.056539181645,1.13,0.04502567524166095
2021-01-09,0.05201669275475821,117.66696294,31147.249761713552,1.13,-0.02640676683080478
2021-01-10,0.07001500013953656,126.20067343,29525.37462552648,1.13,-0.05207121490966091
2021-01-11,-0.08772044379084831,115.60195207,27745.347103496188,1.15,-0.06028805881742655
2021-01-12,0.08654928692490199,126.05295916,26347.81826398747,1.15,-0.05036984523190977
2021-01-13,0.15691781110180986,147.4692885,29010.888179555786,1.10,0.10107364066679614
2021-01-14,-0.0014051754390471335,147.2622138,30354.9834937927,1.15,0.04633071920852494
2021-01-15,0.0989513901168393,162.5793443,28333.14549202909,1.11,-0.06660646025971512
2021-01-16,0.11794734464411925,182.93181721,27314.886291761573,1.11,-0.03593879827264433
2021-01-17,0.01805609596241985,186.2648519,26927.041145289306,1.11,-0.014199039393008393
2021-01-18,0.05936389639148303,197.65705672,27599.828048255935,1.11,0.02498554888881017
2021-01-19,-0.05270948371964981,187.50846827,26728.078998461697,1.10,-0.031585307280540285
2021-01-20,0.030603762165688837,193.3356448,26182.421091913217,1.10,-0.020415156157682898
2021-01-21,-0.18930485303688793,159.99185659,22931.78496207285,1.12,-0.1241533820890372
2021-01-22,0.16280532689515873,188.27962871,24427.168975770182,1.10,0.06521010100916991
2021-01-23,0.11092565759212211,210.36705841,23490.796230977074,1.10,-0.038333248757640166
2021-01-24,0.23031026961878195,264.85014401,23194.578871910388,1.10,-0.012609932679764485
2021-01-25,-0.058729061310474485,249.74367963,23528.80065491074,1.05,0.014409478389155425
2021-01-26,0.08668079975629757,272.3576004,23602.983402170074,1.05,0.0031528486448309224
2021-01-27,0.036363579252053795,282.44377082,22104.913037031398,1.04,-0.06346953432170536
2021-01-28,0.05164576268098888,297.41404299,24382.471337421895,1.07,0.10303403123889261
2021-01-29,-0.03599450811033616,286.89914533,24929.55951278419,1.11,0.022437765548508303
2021-01-30,0.08735141637778451,313.08732974,24701.10857884349,1.11,-0.009163857621453313
2021-01-31,-0.04249116019853336,300.06256418,23796.192472362916,1.11,-0.03663463538861713
2021-02-01,-0.014776412012376566,295.66131353,24074.041324423142,1.09,0.011676189473711886
2021-02-02,0.018288261702409863,301.11819132,25401.0239332084,1.12,0.055120891042046635
2021-02-03,0.19403386142288345,365.5988563,26556.792746851013,1.15,0.0455008749521945
2021-02-04,0.24367831857424882,466.4799454,26154.46549246944,1.15,-0.015149692894646663
2021-02-05,0.08284743490103269,506.77264181,26713.16230072189,1.19,0.02136143093474093
2021-02-06,-0.07038767910419057,472.32853192,27779.685674518707,1.19,0.03992501381118753
2021-02-07,-0.02317466601204006,461.5083374,27546.861420413014,1.19,-0.008381097498135287
2021-02-08,0.06060302015321753,490.34201617,33589.00981039266,1.19,0.2193407189939337
2021-02-09,-0.0047838802093730795,488.00188063,33676.20690398403,1.18,0.0025960007181989376
2021-02-10,0.05959470057369728,517.96825685,32009.75597487166,1.15,-0.04948451985295354
2021-02-11,0.0002013111465421102,518.07254013,34435.41381453678,1.16,0.07577870451650169
2021-02-12,0.02256582047412634,529.89617535,33571.250578379455,1.20,-0.025095189528186387
2021-02-13,-0.06901331793176373,494.55965157,33147.789998660046,1.20,-0.012613786273190727
2021-02-14,-0.04750552743375142,471.6146565,34904.67281951757,1.20,0.05300150691580166
2021-02-15,-0.03451469463197014,455.61472533,34361.11804622745,1.20,-0.015572550302954836
2021-02-16,-0.054309859027431455,431.5302847,35482.430289240416,1.30,0.03263317105992936
2021-02-17,0.041021756458666465,449.60051733,37812.659591350544,1.29,0.0656727648899726
2021-02-18,-0.020424205971190833,440.5109236,37057.41820128988,1.29,-0.019973241719115156
2021-02-19,-0.04235536989987237,422.2425337,40616.229707666294,1.34,0.09603506339933143
2021-02-20,0.04578402636096792,442.02387644,40722.47488153494,1.34,0.00261583053457543
2021-02-21,-0.014057096311056875,435.85377271,41928.298145111985,1.34,0.029610755905305052
2021-02-22,-0.08363859469145934,400.88243658,39378.03380935694,1.37,-0.06082441807985375
2021-02-23,-0.10896093057253171,359.49751981,35767.65028791121,1.37,-0.09168521564395213
2021-02-24,0.021283526413689156,367.23089964,36233.86663742352,1.38,0.0130345814097238
2021-02-25,-0.08442095792327438,337.50146351,34549.60461338004,1.54,-0.04648308834652266
2021-02-26,-0.04358267170464337,323.10817521,33789.76769198877,1.44,-0.02199263724995022
2021-02-27,0.03424448338984456,334.36448095,33392.8194591723,1.44,-0.011747586915508135
2021-02-28,0.030935898090815452,344.87000758,32685.658824796188,1.44,-0.02117702685275562
2021-03-01,0.11116528482968578,385.41968876,36084.09474285225,1.45,0.10397330328486201
2021-03-02,0.01418610907228448,390.92626057,35176.89296324511,1.42,-0.02514132018752782
2021-03-03,0.013673435792806788,396.30827717,36810.89667501628,1.47,0.04645105278281605
2021-03-04,-0.056421879965464855,374.56693032,35255.05914808206,1.54,-0.0422656785752838
2021-03-05,-0.020066656923153976,367.12553589,35486.25844076391,1.56,0.00655790397941871
2021-03-06,0.039768043865561035,382.01959117,35132.18240744922,1.56,-0.00997783505143936
2021-03-07,0.06371584489032765,407.15247143,36854.514121165885,1.56,0.04902433027762813
2021-03-08,0.05605015854672697,430.6251097,37425.12774506312,1.59,0.01548286926321255
2021-03-09,0.020011888560861713,439.32953693,39463.419671839336,1.55,0.05446319223439652
2021-03-10,-0.07333693908783608,408.26351907,40988.696376531174,1.53,0.03865039363986641
2021-03-11,-0.011713241939397101,403.50932755,42584.204404799246,1.54,0.03892556166244919
2021-03-12,-0.07403463955761654,374.71471052,42512.965118675034,1.64,-0.0016729040056031393
2021-03-13,0.07869299216314965,405.39340121,45412.88058664701,1.64,0.06821249611446419
2021-03-14,-0.0618417944227078,381.08260484,44050.38463696247,1.64,-0.0300024119167009
2021-03-15,-0.0321577259255656,369.02280205,41251.54939138198,1.62,-0.06353713522928021
2021-03-16,0.0059344863465854,371.21927385,41725.70916210229,1.62,0.011494350581153431
2021-03-17,0.02107189492281879,379.1245646,43341.18363750323,1.63,0.03871652532315028
2021-03-18,-0.04318451676542068,363.10073433,42713.91029033484,1.71,-0.014472916854665882
2021-03-19,0.017138382776783825,369.37732538,42839.22977194714,1.74,0.002933926694149012
2021-03-20,0.008358865780092527,372.47784121,42878.43249834357,1.74,0.0009151127740887921
2021-03-21,-0.006265006085853014,370.15155996,42281.13340024905,1.74,-0.013930059083143938
2021-03-22,-0.07232813738114302,344.32445841,39950.8264822097,1.69,-0.05511458020720003
2021-03-23,-0.01938359070902742,337.71448352,40222.77207283479,1.63,0.00680700787870293
2021-03-24,-0.04646814254370362,322.38054762,39084.964358813544,1.62,-0.02828765038771875
2021-03-25,0.017938964159538086,328.21590435,38079.119084394435,1.63,-0.025734839238564993
2021-03-26,0.08015248180850514,355.60626394,40486.383937191604,1.67,0.06321745120894125
2021-03-27,-0.01992087523979565,348.59236933,41310.37336918086,1.67,0.02035226048509416
2021-03-28,-0.006915775465497278,346.18989982,41336.64620439862,1.67,0.000635986389737131
2021-03-29,0.03999473314321951,360.31627991,42417.982550024884,1.73,0.026159266532639076
2021-03-30,0.03631277724995942,373.64082623,43399.779919257606,1.73,0.023145781817295444
2021-03-31,0.008971807241832884,377.00814257,43047.27998979019,1.74,-0.008122159377840514
2021-04-01,0.0015998962797072204,377.61179926,42917.167156679505,1.69,-0.0030225564342636303
2021-04-02,0.0741902056094983,406.69230308,42442.340087484175,1.72,-0.011063802684409674
2021-04-03,-0.053721754776507764,385.42057192,41287.29684175259,1.72,-0.027214410029012384
2021-04-04,0.04784612252805762,404.30973507,41809.25126716215,1.72,0.012642010142008697
2021-04-05,-0.015918817213481977,397.92455936,41518.03264757092,1.73,-0.006965411021841431
2021-04-06,-0.0356460771845648,383.98994248,40448.96283119973,1.67,-0.025749529739187697
2021-04-07,-0.08984201488394103,350.995831,39569.048312784595,1.68,-0.021753697915251002
2021-04-08,0.07393780320058563,377.93119268,40890.237036749444,1.64,0.03338944908457601
2021-04-09,-0.05004366352819932,359.48357425,40981.51862107509,1.67,0.0022323564484013343
2021-04-10,0.021410654728161574,367.26334069,41594.58413486311,1.67,0.014959560660905879
2021-04-11,0.016514161974781897,373.37874338,41776.3808801688,1.67,0.004370683084996062
2021-04-12,0.0601738757789522,396.53613746,41359.75549139656,1.69,-0.009972749673249293
2021-04-13,0.004397936949743663,398.28391889,43443.33176447485,1.64,0.05037690016111701
2021-04-14,0.07758759821856953,430.41622827,42488.43672340692,1.64,-0.02198024420053305
2021-04-15,0.07978658339756463,466.16483587,42185.21913602988,1.56,-0.007136473138584467
2021-04-16,-0.0527896907624737,442.19440065,40629.142201873176,1.59,-0.03688678086841275
2021-04-17,-0.0275582431526123,430.1746817,40371.11681376335,1.59,-0.006350746634713077
2021-04-18,-0.11857417920839972,382.07509899,37147.110526414115,1.59,-0.07985922961264487
2021-04-19,-0.09683267728363577,346.81257565,36985.40896701097,1.61,-0.004353005041621379
2021-04-20,0.04177679497139053,361.60819853,37291.71552863724,1.58,0.008281821674582128
2021-04-21,-0.020873389305338892,354.13844062,35251.708070836525,1.57,-0.05470403892344792
2021-04-22,0.022587545970396354,362.2285832,33713.38417387039,1.57,-0.04363827970760873
2021-04-23,-0.04683343470431002,345.65529566,33304.72672869288,1.58,-0.012121519544580137
2021-04-24,-0.0849663149903352,317.49933002,33040.2924765937,1.58,-0.007939841520193829
2021-04-25,0.08882961474149084,346.99324847,31884.913027822415,1.58,-0.034968802094889874
2021-04-26,0.15496864004526684,405.15672313,34914.21818486524,1.58,0.09500747749882485
2021-04-27,0.08300801243236365,440.22324594,35283.805174733796,1.63,0.010585572557049725
2021-04-28,0.0447083750732507,460.35151028,34798.392660675156,1.63,-0.013757374287006801
2021-04-29,-0.04815180499324955,438.70997496,33749.487026870964,1.65,-0.03014235870122632
2021-04-30,0.013626110588498346,444.72879905,36878.15995012846,1.65,0.09270282895756253
2021-05-01,0.12484507619147558,503.86568384,36284.29042965797,1.65,-0.016103556177249477
2021-05-02,-0.04143538396244514,483.41444421,35448.45340742941,1.65,-0.023035782492396895
2021-05-03,0.07116328423226745,519.06942055,34764.94363799446,1.63,-0.019281793808575608
2021-05-04,-0.13536785944737142,453.35241136,31953.49438861113,1.61,-0.0808702375202677
2021-05-05,0.05718049888845094,480.03080165,33893.729223599024,1.59,0.06072058383947625
2021-05-06,-0.05926417181395986,452.40875669,33147.91506847841,1.58,-0.022004487915756675
2021-05-07,-0.016012211016148893,445.22238064,34036.69774903126,1.60,0.02681262693948502
2021-05-08,0.04629295902392211,466.31755388,34670.7323331891,1.60,0.018627969987949
2021-05-09,-0.014538079836894093,459.58723356,34172.649538575584,1.60,-0.01436608808336939
2021-05-10,-0.05946733617509967,433.0535672,32926.08698001175,1.63,-0.03647837014091223
2021-05-11,0.05421152998397011,457.17806873,32791.0652044875,1.64,-0.004100753776366297
2021-05-12,0.07051342797033562,490.57903135,28275.346040979715,1.69,-0.1377118777736383
2021-05-13,0.03612028901354398,508.62279907,28140.287138274412,1.66,-0.004776560559490972
2021-05-14,0.15610970498909146,594.55687732,27351.738632078246,1.63,-0.02802204904027574
2021-05-15,-0.1413814417820983,516.16936703,25695.75284067724,1.63,-0.060544077788856114
2021-05-16,0.019274378211087375,526.2147085,25450.071262328296,1.63,-0.009561174559556844
2021-05-17,0.08737195111510096,574.25943504,23965.439560085368,1.64,-0.05833507053634502
2021-05-18,0.0962296911599903,632.26648755,23193.152200752866,1.64,-0.03222504462712851
2021-05-19,-0.4129463772975857,418.369321,21704.491399159953,1.68,-0.06418535905372058
2021-05-20,0.11383869611192053,468.81267809,23302.79410026146,1.63,0.07363926072754544
2021-05-21,-0.22750347882784275,373.41851052,21780.578479436834,1.63,-0.06532330905363608
2021-05-22,-0.1101206410772731,334.48069393,22543.110659228118,1.63,0.035009730366491174
2021-05-23,-0.12530137943384442,295.08922914,21125.5727132431,1.63,-0.06288120425850564
2021-05-24,0.2674491473658432,385.57160812,22577.22410057927,1.61,0.06871536251541092
2021-05-25,-0.03750048697469837,371.38023972,22311.152824046225,1.56,-0.011784941999411684
2021-05-26,0.11089048733832568,414.93294547,22338.944500270958,1.58,0.001245640529824182
2021-05-27,-0.11467308451203924,369.97811139,22134.827853233506,1.61,-0.009137255658385118
2021-05-28,-0.14393245879812205,320.3811519,20794.622335981305,1.58,-0.06054736572330835
2021-05-29,-0.07275472877898956,297.89964198,20410.86166961062,1.58,-0.018454803370324194
2021-05-30,0.08752503282347927,325.1483991,20847.185843195533,1.58,0.021377057992340943
2021-05-31,0.16397105604591802,383.08341024,21217.81752197313,1.58,0.017778499293158598
2021-06-01,-0.02701631241135925,372.8724613,20809.262202979073,1.62,-0.019255294215390403
2021-06-02,0.030454242993931957,384.40269091,21175.68231764935,1.59,0.017608510628397925
2021-06-03,0.03349909549056723,397.49794841,22138.81970059771,1.63,0.04548318058897264
2021-06-04,-0.06124784730677512,373.88263034,20888.60598826843,1.56,-0.056471561232124955
2021-06-05,-0.04713734335620833,356.66771648,20045.96628093855,1.56,-0.04033968125030111
2021-06-06,0.024899449384832288,365.66003352,20103.46756807614,1.56,0.0028684717080595273
2021-06-07,-0.09090751255857436,333.88496551,18856.750046901576,1.57,-0.062015048744840574
2021-06-08,-0.008627060558672534,331.01690893,18853.38466057382,1.53,-0.00017847117448041236
2021-06-09,0.02264036057930155,338.5967323,21604.37130729963,1.50,0.1459147360674536
2021-06-10,-0.08775899238900091,310.14837954,21522.82772492133,1.45,-0.0037744020049657987
2021-06-11,-0.0842748648687835,285.08174445,22442.986432631802,1.47,0.04275268656474059
2021-06-12,-0.02330749771697836,278.51403806,20977.679458076742,1.47,-0.06529019562318691
2021-06-13,0.1298406964795587,317.12916788,23399.482435289392,1.47,0.11544665757966939
2021-06-14,0.0024319959203571075,317.90136333,24211.50853775705,1.51,0.03470273775128547
2021-06-15,0.005821088182484724,319.75729172,24141.497830545093,1.51,-0.0028916292887234928
2021-06-16,-0.09675587732546662,290.26850308,23183.663768898106,1.57,-0.03967583405015926
2021-06-17,0.009074819823602994,292.91462583,22918.84712818769,1.52,-0.011422553542450921
2021-06-18,-0.1025992837389435,264.35209385,21534.710583707216,1.45,-0.0603929393454584
2021-06-19,-0.030714453744803857,256.35608875,21597.24927856016,1.45,0.0029040880122280623
2021-06-20,0.06473183293626789,273.49936021,21494.40381346955,1.45,-0.0047619705530141535
2021-06-21,-0.250056578010421,212.98946504,19764.478228855114,1.50,-0.08048260373383198
2021-06-22,-0.03457258695272875,205.75170322,20578.554039525556,1.48,0.04118883388896819
2021-06-23,0.03972995770180177,214.09076815,20998.353665484152,1.50,0.020399860221096213
2021-06-24,-0.015206502577323443,210.85982427,21542.197362357503,1.49,0.025899349326956488
2021-06-25,-0.11918293332329716,187.16875432,19670.25365302071,1.54,-0.08689660009372105
2021-06-26,-0.0010524348479318726,186.97187502,20065.739378163333,1.54,0.020105776576088443
2021-06-27,0.08065241723506134,202.67640068,21635.79318866035,1.54,0.07824549999914976
2021-06-28,0.11057121744080758,226.37249247,21242.201890928387,1.49,-0.018191674060660332
2021-06-29,0.04488992671911806,236.76587081,22125.544633567766,1.49,0.04158433043688452
2021-06-30,0.05592994022236975,250.38549399,21213.59785040572,1.45,-0.041216919098049504
2021-07-01,-0.07787614145867562,231.62636199,20473.137520133267,1.48,-0.03490498573104099
2021-07-02,0.009975169797828554,233.94843657,20627.892380607384,1.44,0.007558922530654184
2021-07-03,0.10425395991037996,259.65522529,21063.074621484066,1.44,0.021096786469848174
2021-07-04,0.0648028440286721,277.03879166,21310.428867775554,1.44,0.01174350139932516
2021-07-05,0.10538715280012043,307.8290792,20411.378687911085,1.44,-0.04218827248587018
2021-07-06,0.02903686537472838,316.89850739,20498.09003305389,1.37,0.004248186585953691
