Date,Tron Return,Tron Price,Famala Index,US Treasury Yield,Famala Index Return
2018-06-30,0.031366476731200806,0.0384234003722667,3581.256357015621,2.85,0.024771429479251768
2018-07-01,-0.014108772995231184,0.0378850996494293,3566.401884910253,2.85,-0.004147838251307538
2018-07-02,0.04247159175891965,0.0395287983119487,3655.5363346476647,2.87,0.024992822630154773
2018-07-03,-0.01687872756202361,0.0388672016561031,3616.297982046655,2.83,-0.010733952287412243
2018-07-04,0.0007149519144410872,0.0388949997723102,3656.256493100523,2.83,0.011049562633456892
2018-07-05,-0.026936252076530203,0.0378612987697124,3692.631720443926,2.84,0.009948762460195057
2018-07-06,-0.023684719391146605,0.0369751006364822,3732.7297155270894,2.82,0.010858920715316503
2018-07-07,0.03608202736016307,0.038333598524332,3828.1282697538045,2.82,0.025557316360165148
2018-07-08,-0.03270440777503753,0.0371001996099948,3790.5550509449513,2.82,-0.009815036529920043
2018-07-09,-0.035733076904449705,0.0357979014515876,3809.767757612534,2.86,0.005068573443562836
2018-07-10,-0.06373229094274334,0.0335876010358333,3602.390249078104,2.87,-0.05443311029131793
2018-07-11,-0.00027998275471355865,0.03357819840312,3626.3192512957235,2.85,0.006642534695885151
2018-07-12,-0.04105070804218549,0.032227698713541,3545.7290284226665,2.85,-0.022223697718909113
2018-07-13,0.033916601746467406,0.033339500427246,3530.2399403386653,2.83,-0.0043683789595426546
2018-07-14,0.002677900608983716,0.0334288999438285,3555.0231018241543,2.83,0.0070202484545884725
2018-07-15,0.027594564008428517,0.0343642011284828,3578.6456538508887,2.83,0.006644837839341522
2018-07-16,0.08788008252288419,0.0375207997858524,3766.9802399207574,2.85,0.0526273356701876
2018-07-17,0.057945822364947996,0.039759200066328,4141.298694225593,2.86,0.09936830842327693
2018-07-18,-0.002467911593336945,0.0396611988544464,4211.297279169861,2.88,0.016902568520804975
2018-07-19,-0.04497646150876468,0.0379168987274169,4317.176650046738,2.84,0.025141747033766346
2018-07-20,-0.08273239506903657,0.0349062010645866,4326.176064453675,2.89,0.0020845601504028083
2018-07-21,0.019771003342055806,0.0356031991541385,4337.509985224946,2.89,0.0026198473206850235
2018-07-22,-0.01357363899177372,0.035123199224472,4352.699884445777,2.89,0.003501985994861746
2018-07-23,-0.030705878243800597,0.034061100333929,4613.2121617350285,2.96,0.05985073269585701
2018-07-24,0.11223674048834194,0.0381067991256713,5097.609610053835,2.95,0.10500220482741138
2018-07-25,-0.02618835399564567,0.0371217988431453,4903.2626177911225,2.94,-0.038125122779
2018-07-26,-0.030799306348086128,0.0359959006309509,4758.029075248987,2.98,-0.029619776435218077
2018-07-27,0.014019550055545761,0.0365041010081768,4914.223578464656,2.96,0.03282756383902413
2018-07-28,0.007578521077105903,0.0367817990481853,4944.492267875782,2.96,0.006159404212655401
2018-07-29,0.06459160353175791,0.0392360016703605,4967.580405093112,2.96,0.004669465734092213
2018-07-30,-0.07359566531039219,0.0364521,4988.724589673562,2.98,0.0042564352977098666
2018-07-31,-0.0718173878902856,0.033926,4739.901515559318,2.96,-0.04987709175794089
2018-08-01,-0.03854205414700619,0.0326433,4632.343147811904,3.00,-0.02269211024624466
2018-08-02,-0.03442743545544269,0.0315386,4635.408424999034,2.98,0.000661712029813236
2018-08-03,-0.03015336171337121,0.0306018,4502.366195980649,2.95,-0.02870129594209659
2018-08-04,-0.056096756344334676,0.0289324,4229.25422526369,2.95,-0.0606596529089017
2018-08-05,0.04713897890769609,0.0303289,4235.855391701053,2.95,0.0015608346260979756
2018-08-06,-0.0369841635750636,0.0292277,4176.851783981145,2.94,-0.01392956139048303
2018-08-07,-0.04770599345844965,0.0278661,4113.7003476771515,2.98,-0.015119386459004486
2018-08-08,-0.12947682727618892,0.0244819,3888.58820336617,2.96,-0.05472254303551633
2018-08-09,0.05790607912218079,0.0259414,4052.2556814882014,2.93,0.0420891772444179
2018-08-10,-0.08523062467484191,0.023822,3841.0729397451496,2.87,-0.05211486104092385
2018-08-11,-0.05202265194431104,0.0226144,3993.054769406729,2.87,0.03956754585130666
2018-08-12,-0.0014868838367925535,0.0225808,4019.1065292493236,2.87,0.0065242680972455456
2018-08-13,-0.15377727592166066,0.0193622,4114.577952185306,2.88,0.02375438974836376
2018-08-14,-0.01579902152231783,0.0190587,4064.2397282328807,2.89,-0.0122341159986262
2018-08-15,0.01996341788006149,0.019443,4140.2129704535955,2.86,0.01869310062911761
2018-08-16,0.003998578365760296,0.0195209,4140.580118161574,2.87,8.86784594413214e-05
2018-08-17,0.17613041381637665,0.0232805,4159.796333841795,2.87,0.004640947676856594
2018-08-18,-0.07404816819504545,0.0216189,4137.584406236332,2.87,-0.005339667094938955
2018-08-19,0.029362667302862827,0.0222631,4171.287508278628,2.87,0.00814559867141245
2018-08-20,-0.07466821416803508,0.0206613,4113.6755811046805,2.82,-0.013811545490356757
2018-08-21,0.016402899427562196,0.021003,4229.44300861081,2.85,0.02814208977438153
2018-08-22,-0.06343769731206095,0.019712,4188.977222697054,2.82,-0.00956763948145675
2018-08-23,0.05231575242446117,0.0207707,4286.249815506611,2.82,0.023221084202250532
2018-08-24,0.039427714119222704,0.021606,4426.516203012007,2.82,0.03272473456818735
2018-08-25,0.03968166116597412,0.0224806,4469.907762625328,2.82,0.00980264334823748
2018-08-26,0.01253201857153322,0.0227641,4436.104805836442,2.82,-0.007562338773861528
2018-08-27,0.07185439662672569,0.02446,4517.488198016172,2.85,0.01834568743115717
2018-08-28,0.09312240220398806,0.0268472,4626.589588827515,2.88,0.024150896699465622
2018-08-29,-0.05440499198677944,0.0254256,4615.586759547498,2.89,-0.0023781727487969034
2018-08-30,-0.021017259320436743,0.0248968,4584.742091125729,2.86,-0.006682718802320521
2018-08-31,0.01783824520934007,0.0253449,4617.0706910489625,2.86,0.007051345371380754
2018-09-01,0.04794639638913673,0.0265897,4685.878409310481,2.86,0.01490289468491683
2018-09-02,-0.039041562080689804,0.0255716,4774.594404568857,2.86,0.01893262852960574
2018-09-03,-0.021115647731525918,0.0250373,4779.918205867178,2.86,0.0011150269210776706
2018-09-04,0.008661402582075588,0.0252551,4870.460501186704,2.90,0.018942226921035844
2018-09-05,-0.14665953531059694,0.02181,4639.36063819746,2.90,-0.047449283888645936
2018-09-06,-0.007631060039592906,0.0216442,4387.046731576695,2.88,-0.054385491083270704
2018-09-07,-0.04967948123812716,0.0205952,4388.881410034788,2.94,0.00041820353653588047
2018-09-08,-0.0643469090840689,0.0193117,4265.193884076325,2.94,-0.02818201596326174
2018-09-09,0.002740691128196556,0.0193647,4326.711731731201,2.94,0.014423224201963483
2018-09-10,0.0008568626963127059,0.0193813,4359.755991200525,2.94,0.007637268558241205
2018-09-11,-0.03704263459781811,0.0186765,4397.821144710905,2.98,0.008731028430767283
2018-09-12,-0.02351201242080175,0.0182425,4430.114452305071,2.97,0.007343024313984091
2018-09-13,0.08925453097475651,0.0199456,4463.368291961514,2.97,0.0075063161492680275
2018-09-14,-0.005696645946552037,0.0198323,4464.915353969095,2.99,0.0003466131195956727
2018-09-15,0.005049677522624192,0.0199327,4453.12497713935,2.99,-0.0026406719713652793
2018-09-16,0.002114886173518109,0.0199749,4433.16633279132,2.99,-0.004481941209934672
2018-09-17,-0.07576565478827556,0.0185174,4329.264388334726,2.99,-0.02343741169557527
2018-09-18,0.04601053692615898,0.0193893,4306.047205336376,3.05,-0.00536284710652228
2018-09-19,0.018589073535329313,0.0197531,4323.5747567852095,3.08,0.0040704503720053265
2018-09-20,0.08068310309773362,0.0214129,4229.8561620197415,3.07,-0.021676182334627273
2018-09-21,0.15209439817960912,0.0249304,4225.678587843737,3.07,-0.0009876397721311652
2018-09-22,-0.07298794124812319,0.0231756,4235.537459910257,3.07,0.002333086121334889
2018-09-23,0.02622416975452825,0.0237914,4190.5823766108015,3.07,-0.010613784844298844
2018-09-24,-0.07425800529710071,0.0220887,4228.516372311632,3.08,0.00905220141060925
2018-09-25,-0.03729380183132208,0.0212801,4103.87540428383,3.10,-0.02947628838425514
2018-09-26,-0.01194125885606711,0.0210275,4163.497085168428,3.06,0.014528141088874751
2018-09-27,0.06799526708200365,0.022507,4239.719322920086,3.06,0.01830726338759376
2018-09-28,-0.023807169193262336,0.0219775,4235.702239088571,3.05,-0.0009474881532364291
2018-09-29,0.002612895550753652,0.022035,4151.624830022517,3.05,-0.019849697717218645
2018-09-30,0.0058688349592250525,0.0221647,4157.759047869985,3.05,0.0014775462857597877
2018-10-01,-0.00510670203902279,0.0220518,4136.624568598041,3.09,-0.005083141910970266
2018-10-02,0.001848479608620037,0.0220926,4173.676524493393,3.05,0.00895705067765175
2018-10-03,-0.022558655434779706,0.0215998,4145.681505698949,3.15,-0.006707520007876563
2018-10-04,0.049795399985385846,0.0227026,4199.184990991997,3.19,0.01290583592094539
2018-10-05,0.02490036778975211,0.023275,4228.312119914749,3.23,0.006936376698153208
2018-10-06,0.01871950264993306,0.0237148,4240.6376417316005,3.23,0.002914998104988525
2018-10-07,0.12510832336315728,0.0268753,4245.824936967428,3.23,0.0012232347288482297
2018-10-08,-0.010585948978372384,0.0265923,4263.559472401424,3.23,0.004176935153304454
2018-10-09,-0.02029303983141071,0.0260581,4272.831385897701,3.21,0.0021746884396231596
2018-10-10,-0.0273645431752556,0.0253547,4250.297315248072,3.22,-0.005273802922343666
2018-10-11,-0.19181880411069624,0.0209292,4200.505986224696,3.14,-0.01171478730317232
2018-10-12,0.08287902676685087,0.0227377,4146.6405635496185,3.15,-0.012823555745837795
2018-10-13,0.03572548970257213,0.0235647,4146.965915746493,3.15,7.846163463852535e-05
2018-10-14,0.002445584863578653,0.0236224,4184.550083447556,3.15,0.009063051991421432
2018-10-15,0.0599470691107931,0.0250818,4349.834801069212,3.16,0.039498802577475955
2018-10-16,-0.02926572428469705,0.0243584,4326.496124495751,3.16,-0.005365416766568605
2018-10-17,-0.005128406332179747,0.0242338,4286.0477422242875,3.19,-0.009348993066803674
2018-10-18,0.0015338691137182507,0.024271,4253.38573583473,3.17,-0.007620541896392126
2018-10-19,-0.00814980206357925,0.024074,4244.261304826543,3.20,-0.002145215970259697
2018-10-20,0.0034252147290687773,0.0241566,4252.760518573722,3.20,0.0020025189630793493
2018-10-21,0.0016462270795350035,0.0241964,4249.563449963331,3.20,-0.0007517631421822033
2018-10-22,-0.016068802287517777,0.0238107,4262.330621724203,3.20,0.003004349014010589
2018-10-23,-0.01411384099525778,0.023477,4241.896572584753,3.17,-0.004794102324043671
2018-10-24,0.00011499956355430027,0.0234797,4270.388156022962,3.10,0.006716708658657384
2018-10-25,-0.014409291958995351,0.0231438,4256.010529446667,3.14,-0.0033668196077251532
2018-10-26,0.018905190338780176,0.0235855,4252.334338163514,3.08,-0.0008637646118865447
2018-10-27,-0.013299555390083269,0.0232739,4263.457561113824,3.08,0.0026157921898291117
2018-10-28,0.012005551115377367,0.023555,4255.893025218318,3.08,-0.0017742725914527383
2018-10-29,-0.05993525006300291,0.0221847,4185.989370185788,3.08,-0.016425143822533947
2018-10-30,0.0002749264814332869,0.0221908,4180.763583364639,3.12,-0.0012483994484957682
2018-10-31,5.407500204109053e-05,0.022192,4160.238332040015,3.15,-0.004909450370811358
2018-11-01,0.01710680604191384,0.0225749,4197.347582107447,3.14,0.008919981766822307
2018-11-02,0.012528116247106778,0.0228595,4187.818195637558,3.22,-0.002270335320932408
2018-11-03,-0.006979835184999752,0.0227005,4169.547695686526,3.22,-0.004362772951811704
2018-11-04,0.02490693968603106,0.023273,4142.743340878908,3.22,-0.006428600117789065
2018-11-05,0.020082303042618356,0.0237451,4140.526087507587,3.20,-0.0005352137916539665
2018-11-06,0.02808360369143747,0.0244214,4096.556647992767,3.22,-0.010619288125603492
2018-11-07,-0.026854631790477437,0.0237743,4170.64292112627,3.22,0.018085011266670645
2018-11-08,-0.028145039075427376,0.0231145,4167.281832500021,3.24,-0.000805892206504665
2018-11-09,-0.003753601966061557,0.0230279,4113.06991629827,3.19,-0.013008939251230835
2018-11-10,-0.00020412107490671793,0.0230232,4116.835851536597,3.19,0.0009156020478534402
2018-11-11,-0.009250759772150998,0.0228112,4117.345234261865,3.19,0.0001237316093323265
2018-11-12,-0.015008253865265907,0.0224714,4075.5241273430665,3.19,-0.010157299069990595
2018-11-13,-0.02126912033664529,0.0219985,4091.9597951842075,3.14,0.0040327740255228775
2018-11-14,-0.1277651873672174,0.01936,3696.663580789512,3.12,-0.09660315207884408
2018-11-15,-0.014762354968699529,0.0190763,3610.3998650658987,3.11,-0.023335560252737263
2018-11-16,-0.009501759564045706,0.0188959,3577.39187758018,3.08,-0.00914247416334764
2018-11-17,-0.004636071999120526,0.0188085,3541.6012712094516,3.08,-0.010004664737746803
2018-11-18,0.0021350506819827037,0.0188487,3571.9710226507523,3.08,0.008575146978905794
2018-11-19,-0.1762441505715809,0.015803,3066.676797212113,3.06,-0.1414608971445859
2018-11-20,-0.13268019877835044,0.0138394,2828.371258064479,3.06,-0.07770807127907153
2018-11-21,0.062122204770238845,0.0147264,2915.432736567539,3.06,0.030781488906317767
2018-11-22,-0.0594594524816431,0.0138763,2775.687830276518,3.06,-0.047932817841494245
2018-11-23,-0.014993328886289512,0.0136698,2787.3642324690304,3.05,0.004206669808163954
2018-11-24,-0.08560382181574627,0.0125483,2471.839941706033,3.05,-0.11319808408516016
2018-11-25,-0.014068519003337351,0.012373,2571.7522671680417,3.05,0.040420224536484466
2018-11-26,-0.05930104165742235,0.0116606,2425.2693325953564,3.07,-0.056958415646305285
2018-11-27,0.016567822411273435,0.0118554,2450.983022571256,3.06,0.0106024059391302
2018-11-28,0.2116159190072824,0.0146494,2740.761704540524,3.06,0.11822957535840857
2018-11-29,0.06891364378414633,0.0156945422225,2785.770171719846,3.03,0.016421882684933185
2018-11-30,-0.0867582636183166,0.0143903056218,2600.4019939345544,3.01,-0.06654108787116894
2018-12-01,0.05367136180037784,0.0151837552221,2736.1676083183756,3.01,0.052209471728023184
2018-12-02,-0.01650269568584322,0.0149352385677,2688.171680941045,3.01,-0.017541296531475466
2018-12-03,-0.07416792429961543,0.0138676043953,2530.7146353231838,2.98,-0.0585740288591763
2018-12-04,0.03852180997540114,0.0144122322954,2581.491239238422,2.91,0.020064136511682998
2018-12-05,-0.03244789393296278,0.0139520913838,2456.2238831627324,2.91,-0.048525191242812626
2018-12-06,-0.08486746616811268,0.0128168658849,2332.171842481198,2.87,-0.05050518461769863
2018-12-07,0.03133396396033456,0.0132248272438,2250.7506819823507,2.85,-0.03491216170941472
2018-12-08,0.018143160200860303,0.0134669572631,2293.7054543798668,2.85,0.0190846426222933
2018-12-09,0.011683288002531298,0.0136252183078,2390.3241598249506,2.85,0.042123414434311474
2018-12-10,-0.022901340777481877,0.0133167284387,2321.3542665954114,2.85,-0.028853782423631603
2018-12-11,-0.0019074989721918193,0.0132913510043,2269.503677451408,2.89,-0.022336353347759238
2018-12-12,0.00461913728851578,0.0133528875929,2308.209438067226,2.91,0.01705472478426815
2018-12-13,-0.022317822512408773,0.013058181054,2181.514597320635,2.91,-0.05488879763557278
2018-12-14,-0.021898318781800156,0.0127753370494,2147.1263794917654,2.89,-0.015763459878336633
2018-12-15,0.0007110562474985023,0.012784424263,2144.179228140406,2.89,-0.0013726026467324594
2018-12-16,0.01840636229355031,0.0130219180005,2148.9312825309744,2.89,0.0022162580106187234
2018-12-17,0.08807694949888226,0.0142208740296,2309.7163802349023,2.86,0.07482095821815112
2018-12-18,0.04200711849925864,0.0148309765824,2390.77213958053,2.82,0.035093382044328894
2018-12-19,0.05472953855011275,0.0156652916841,2434.6676006623857,2.77,0.018360370005632207
2018-12-20,0.10413815717787035,0.0173846164227,2682.286015809196,2.79,0.1017052245979872
2018-12-21,0.14119790232399618,0.0200210376627,2516.688744727367,2.79,-0.061737365107900885
2018-12-22,0.04613788639064814,0.0209664070003,2592.8021021202485,2.79,0.030243452851427915
2018-12-23,-0.0026444976774600967,0.020911034634,2529.7345181254227,2.79,-0.02432410246167752
2018-12-24,0.007567694086683713,0.0210698832479,2541.5086284490153,2.74,0.004654286937712901
2018-12-25,-0.05173449215956899,0.0200075598471,2383.7461325019735,2.74,-0.062074349927868686
2018-12-26,0.021748826599374823,0.0204474671912,2416.02736007454,2.81,0.01354222546286174
2018-12-27,-0.10075725746924714,0.018487628222,2333.5389533114926,2.77,-0.03414216582402543
2018-12-28,0.12111683281152177,0.0208680357108,2457.025180068068,2.72,0.05291800532463272
2018-12-29,-0.0422882804372347,0.020003961241,2382.959143353136,2.72,-0.030144598157060908
2018-12-30,-0.0028492883869181427,0.01994704531,2412.9570986578715,2.72,0.01258853110780763
2018-12-31,-0.05784050210624008,0.0188260307311,2347.737989833231,2.69,-0.027028706337512774
2019-01-01,0.03831094442071507,0.019561267633,2398.177501697483,2.69,0.021484301946246925
2019-01-02,0.03320531525940316,0.0202217101098,2431.712196478418,2.66,0.013983408132716717
2019-01-03,-0.0066412249030633405,0.0200878581475,2378.056811585225,2.56,-0.022064858238937904
2019-01-04,0.06757620597868348,0.0214922362712,2382.9636892381095,2.67,0.002063397993260453
2019-01-05,0.036614118150982436,0.0222937391715,2368.968222057591,2.67,-0.005873134888174986
2019-01-06,0.031388264900502325,0.0230045989274,2531.095843178591,2.67,0.0684380734242955
2019-01-07,0.025614018383379473,0.0236014503981,2507.8180876382685,2.70,-0.009196710430012838
2019-01-08,0.10963214714284698,0.0263360919217,2507.5395121522397,2.73,-0.00011108281234670136
2019-01-09,0.07607521397453189,0.028417794868,2498.355479505985,2.74,-0.0036625674697233546
2019-01-10,-0.0948250292502484,0.0258468955653,2311.425639444727,2.74,-0.07482115399295407
2019-01-11,-0.028200622684894976,0.0251281787772,2324.1301593161706,2.71,0.00549639999428907
2019-01-12,-0.0669981729343219,0.0234997951464,2312.397199761609,2.71,-0.0050483229209562835
2019-01-13,-0.09877530609993376,0.0212895511888,2264.1561896915186,2.71,-0.02086190472599763
2019-01-14,0.18714858447705404,0.02567107784,2333.119642795877,2.71,0.03045878787794866
2019-01-15,-0.044320214306770106,0.0245581743936,2297.1949943499535,2.72,-0.015397688051210933
2019-01-16,0.0249981704956948,0.0251798214716,2308.047209512994,2.73,0.0047241157976279455
2019-01-17,0.005575077826645872,0.0253205929774,2325.2555504179604,2.75,0.007455801091953177
2019-01-18,-0.020723070075724003,0.0248012721011,2321.988115039012,2.79,-0.0014051940993587276
2019-01-19,-0.009455289875411837,0.0245678740461,2365.058008206582,2.79,0.018548713875241582
2019-01-20,-0.028815655120594138,0.0238700372589,2285.8480638667115,2.79,-0.0334917554093886
2019-01-21,0.07037033056260836,0.0256102927652,2267.9563640752167,2.79,-0.007827160551182679
2019-01-22,0.029798244521876564,0.0263849184569,2284.805825272074,2.74,0.007429358634828823
2019-01-23,0.006519327086965088,0.0265574922919,2275.694163675262,2.76,-0.003987936959906292
2019-01-24,0.013164328389577424,0.0269094151735,2286.3729273934405,2.72,0.0046925302567599895
2019-01-25,-0.0053075309097428275,0.0267669709686,2288.2842912679184,2.76,0.0008359808024218473
2019-01-26,0.06828148732762435,0.028658503008,2291.2715381623166,2.76,0.0013054526947536456
2019-01-27,0.02153152896125411,0.0292822554698,2291.3694875752576,2.76,4.274893276926623e-05
2019-01-28,-0.08529977591856354,0.0268880497659,2239.4973394145068,2.75,-0.022638054858469068
2019-01-29,0.016689054336797442,0.0273405512981,2228.482454848809,2.72,-0.0049184628942570705
2019-01-30,-0.0018383070265701436,0.0272903371392,2219.835027036677,2.70,-0.0038804109914874546
2019-01-31,-0.07061556668190087,0.0254296832071,2217.413276637036,2.63,-0.0010909596299477748
2019-02-01,0.03255636404045372,0.0262712053544,2239.4485386065694,2.70,0.009937372614162684
2019-02-02,-0.0060892141179962,0.0261117204216,2255.7971093020055,2.70,0.00730026629931338
2019-02-03,-0.02599552007416185,0.0254416794334,2227.5622101233803,2.70,-0.01251659515928796
2019-02-04,0.06160223212430896,0.0270582238707,2221.537435190416,2.73,-0.002704649461902342
2019-02-05,-0.03305964076443999,0.0261783136077,2232.1242386768586,2.71,0.004765530086840533
2019-02-06,-0.023328226395405147,0.0255746881118,2207.321705172183,2.70,-0.01111162769298976
2019-02-07,0.004966618180733035,0.0257020237748,2193.2150533102918,2.65,-0.006390845443524035
2019-02-08,0.04184114986908164,0.0268002411275,2339.2862131720776,2.63,0.06660138486707715
2019-02-09,-0.02018836016717824,0.0262646131246,2340.621395859485,2.63,0.0005707649965571154
2019-02-10,-0.017323599870326677,0.0258135339149,2342.0811434659868,2.63,0.0006236581486797242
2019-02-11,-0.04301371713182134,0.0247267389727,2332.0336220426348,2.65,-0.004289997146931867
2019-02-12,-0.00787932714162375,0.0245326744601,2326.1228828552576,2.68,-0.0025345857501831255
2019-02-13,-0.013279594296317166,0.0242090440922,2313.4451909874847,2.71,-0.005450138494923929
2019-02-14,-0.02016127663473228,0.023725846168,2310.2756603283224,2.66,-0.0013700478712484292
2019-02-15,0.013803004437479893,0.0240556047218,2307.7601747515378,2.66,-0.001088824861889913
2019-02-16,-0.00424121383262332,0.0239537958076,2311.717588994636,2.66,0.001714829073833214
2019-02-17,-0.0056883942073138695,0.0238179239869,2322.8078522725446,2.66,0.004797412681681234
2019-02-18,0.04777929101086085,0.0249835522147,2460.1244509172184,2.66,0.059116641314230375
2019-02-19,0.00037619633170628026,0.0249929527035,2480.758566479366,2.65,0.008387427536218543
2019-02-20,0.009343809462963804,0.0252275765246,2494.0986196195677,2.65,0.005377408878258386
2019-02-21,-0.016930975999594557,0.0248040445541,2483.582707825153,2.69,-0.004216317555245069
2019-02-22,0.014155540501615514,0.0251576560879,2514.628034519616,2.65,0.012500218574016753
2019-02-23,0.011756545884824561,0.0254551686594,2586.2430211564833,2.65,0.028479355854532328
2019-02-24,-0.06685771390709343,0.0238089390194,2417.5186235349925,2.65,-0.0652391891408731
2019-02-25,0.026579701998522012,0.0244502588117,2439.2805346215414,2.67,0.009001755301776248
2019-02-26,-0.001546408242069508,0.0244124779498,2431.651497737287,2.64,-0.0031275766669608906
2019-02-27,-0.011612287521184775,0.0241306328371,2438.2536676049403,2.69,0.0027150970744766094
2019-02-28,-0.0109754439519106,0.0238672365187,2438.747862933309,2.73,0.0002026841320633276
2019-03-01,-0.005937336260082467,0.023725948562,2438.6994996819276,2.76,-1.9831181450351838e-05
2019-03-02,-0.033806883745620825,0.0229372549296,2449.6736016791815,2.76,0.004499981239461947
2019-03-03,-0.009396543847904035,0.0227227334665,2441.4068420410035,2.76,-0.003374637189424479
2019-03-04,0.0093823641909706,0.0229369296895,2397.0252634906533,2.72,-0.018178690165891184
2019-03-05,0.04518453972909926,0.0239970954849,2455.4574945307354,2.72,0.024376977552164194
2019-03-06,-0.023870711203921043,0.0234310505741,2457.835698502115,2.69,0.0009685380328011594
2019-03-07,-0.01042911762656448,0.0231879552299,2465.6856136522856,2.64,0.003193832344023052
2019-03-08,-0.02729898810810084,0.0225635096613,2472.5477530720864,2.62,0.002783055301862372
2019-03-09,0.013725246663233109,0.0228753344378,2505.2316168527227,2.62,0.013218698704616462
2019-03-10,0.008506266658756059,0.0230707480744,2496.167815017595,2.62,-0.0036179496435201964
2019-03-11,-0.03642730616507198,0.0222454655376,2469.6468403496006,2.64,-0.010624676156962382
2019-03-12,0.006885975605000455,0.0223991758861,2464.2283675220087,2.61,-0.0021940273965749615
2019-03-13,0.001879262846003163,0.0224413094027,2460.6169048337147,2.61,-0.0014655551960574586
2019-03-14,0.009174185473378204,0.0226481374261,2472.9433655143134,2.63,0.00500950012022768
2019-03-15,0.022816181619125447,0.0231708215968,2481.769402305507,2.59,0.003569041213913068
2019-03-16,0.008735795326233906,0.0233741238624,2535.005003737605,2.59,0.02145066394268678
2019-03-17,-0.010079554728783809,0.0231397064977,2527.95071668313,2.59,-0.0027827507417437845
2019-03-18,-0.00590869328107327,0.0230033842093,2535.007902762146,2.60,0.0027916628407517272
2019-03-19,0.0038036699959289547,0.0230910481082,2561.2530603944733,2.61,0.010353087106249513
2019-03-20,-0.0004271316068287596,0.0230811872978,2573.2184645734706,2.54,0.004671699319377044
2019-03-21,-0.026743648856045747,0.0224720931325,2545.6598690871247,2.54,-0.010709776828417842
2019-03-22,0.012232838790508519,0.0227486788905,2537.042244158477,2.44,-0.0033852224459735127
2019-03-23,0.07023259986529937,0.0244038198879,2535.43450177785,2.44,-0.0006337073749279012
2019-03-24,-0.04345992798513524,0.0233659479067,2536.036421368509,2.44,0.00023740293438332335
2019-03-25,-0.026835604728023696,0.0227472472964,2500.6966966621653,2.43,-0.013935022544854986
2019-03-26,-0.005195245410457656,0.022629376214,2514.4743131001114,2.41,0.005509511191955404
2019-03-27,0.04296838797532052,0.0236229165866,2559.174752211354,2.39,0.01777725025002594
2019-03-28,-0.010236475142045717,0.0233823346445,2554.7180037347757,2.39,-0.0017414787609667695
2019-03-29,-0.0027239766081451977,0.0233187283822,2570.6606581063834,2.41,0.00624047521029753
2019-03-30,-0.0011259532820525452,0.0232924873593,2580.389364069898,2.41,0.003784515833638271
2019-03-31,0.009865474619017819,0.0235234160397,2580.3390144344257,2.41,-1.9512417844110392e-05
2019-04-01,0.03413798340891268,0.0243403224613,2613.4373912344604,2.49,0.012827142718411115
2019-04-02,0.09940075701385025,0.0268841015836,3085.213811340748,2.48,0.18051950342818185
2019-04-03,-0.035594042822663895,0.0259440176643,3164.3763106253396,2.52,0.025658675257320192
2019-04-04,0.001468762739061351,0.0259821512685,3144.0482140135605,2.51,-0.00642404525135693
2019-04-05,0.04724630079817323,0.0272391727916,3176.2183060719003,2.50,0.01023206066464001
2019-04-06,-0.01403534567802053,0.0268595320124,3200.5394425745076,2.50,0.007657262240480488
2019-04-07,0.0730344046666426,0.0288946128854,3286.4762274916247,2.50,0.02685071890505739
2019-04-08,0.06163923899677888,0.0307316912797,3353.741638737246,2.52,0.020467335404084436
2019-04-09,-0.02564108741499829,0.0299537140127,3310.103665931131,2.51,-0.013011727648330512
2019-04-10,0.004905381413535035,0.0301010093793,3390.6117391318267,2.48,0.024321918986802648
2019-04-11,-0.11936410431764284,0.0267141824176,3253.9501259834783,2.51,-0.04030588686139005
2019-04-12,-0.005852224313051871,0.0265583015994,3283.8333659258483,2.56,0.00918368099859491
2019-04-13,-0.009111858492496563,0.0263174052867,3291.403487441205,2.56,0.0023052696869173815
2019-04-14,0.027891955043716107,0.027061781975,3329.3231646617883,2.56,0.011520823066898637
2019-04-15,-0.021301770299544037,0.0264914145965,3278.3515258608895,2.55,-0.015309910236988584
2019-04-16,0.020374214813695817,0.0270366923085,3391.310327212625,2.60,0.03445597595641385
2019-04-17,-0.00971380064134746,0.0267753347123,3405.9464357949537,2.59,0.004315767998252862
2019-04-18,0.006602712088050268,0.0269527094713,3423.3175224085808,2.57,0.005100223077810278
2019-04-19,-0.014707775560402014,0.0265591960171,3436.3674492447926,2.57,0.0038120702361930407
2019-04-20,-0.014074059186410156,0.0261880184349,3472.8855284129636,2.57,0.010626942463966279
2019-04-21,-0.047011857544623184,0.0249853620898,3484.543532669512,2.57,0.003356863956836436
2019-04-22,0.0066850712107905065,0.0251529505609,3544.952432563992,2.59,0.01733624485620949
2019-04-23,-0.02765811146843017,0.0244668000047,3710.9011168147485,2.57,0.046812668831984705
2019-04-24,-0.043897818927685565,0.0234159936403,3671.803110792557,2.53,-0.01053598702617847
2019-04-25,-0.017945533164893737,0.0229995291649,3506.050540108699,2.54,-0.045142009438540034
2019-04-26,0.038062366216825835,0.023891819281,3544.7484400120507,2.51,0.011037462084660079
2019-04-27,-0.010462755629787861,0.0236431481753,3532.1758150108462,2.51,-0.0035468313799897387
2019-04-28,-0.0021625342286954695,0.0235920743025,3555.2037652941476,2.51,0.00651948019842004
2019-04-29,-0.03246295967207858,0.0228385034929,3541.152425030814,2.54,-0.003952330496637834
