Date,Tron Return,Tron Price,Famala Index,US Treasury Yield,Famala Index Return
2019-04-30,0.0484073235656665,0.0239712497429,3555.742793674398,2.51,0.004120231747284101
2019-05-01,-0.008157546595040857,0.023776498582,3609.259077419207,2.52,0.015050662224504466
2019-05-02,-0.005234612626026094,0.0236523630066,3698.6311884077886,2.55,0.024761899623034753
2019-05-03,0.017631877872281418,0.0240730968465,3887.50721524982,2.54,0.05106646681453527
2019-05-04,-0.027587838275560713,0.0234180493612,3967.718551034694,2.54,0.020633102742606567
2019-05-05,0.00014487633334869495,0.0234214423281,3948.523607354328,2.54,-0.004837778545396195
2019-05-06,0.019151813881357532,0.0238743283843,3883.5476100574683,2.51,-0.016455770246843252
2019-05-07,-0.0013927245205373447,0.0238411011653,3973.8647967582788,2.45,0.023256361391556096
2019-05-08,0.03284778695946433,0.024637232572,4108.601228749656,2.49,0.0339056407005316
2019-05-09,-0.05287876879554283,0.0233682917286,4301.851636477676,2.45,0.04703557171130737
2019-05-10,0.01041946865588758,0.0236130498221,4463.776020360116,2.47,0.03764062491355979
2019-05-11,0.06793317735214172,0.0252729004984,5061.008005146564,2.47,0.13379524018731265
2019-05-12,-0.061983688095142146,0.0237539541471,4914.402059372911,2.47,-0.02896773639254641
2019-05-13,0.03567968965594283,0.0246167891687,5613.849506491346,2.40,0.14232605282761215
2019-05-14,0.11152420701473906,0.0275210978121,5574.116351521773,2.42,-0.007077702194123469
2019-05-15,0.13020174915791288,0.0313481311498,5563.969514405989,2.37,-0.0018203489980997986
2019-05-16,-0.0828162770364358,0.0288565895981,5295.534034466969,2.40,-0.04824531824698138
2019-05-17,-0.058391444997229335,0.0272198620929,4937.820871369802,2.39,-0.06754996961003827
2019-05-18,-0.01468595930021311,0.0268230333437,4920.505243245282,2.39,-0.0035067347673380838
2019-05-19,0.08754657688015799,0.0292771558587,5575.763863532134,2.39,0.13316897104954217
2019-05-20,-0.026594985815805793,0.0285087929025,5446.641201947418,2.41,-0.0231578425387116
2019-05-21,0.012986745386335584,0.0288814438613,5422.8877752023045,2.43,-0.0043611146511029295
2019-05-22,-0.05770847146447959,0.0272619194507,5253.41103172802,2.39,-0.03125212073339687
2019-05-23,0.004556388328207743,0.0273864187605,5417.305532385638,2.31,0.031197730325644716
2019-05-24,0.022077120447509795,0.027997755473,5470.37721661982,2.32,0.00979669393149593
2019-05-25,0.00310945341062493,0.0280849486806,5517.842423477433,2.32,0.008676770353862797
2019-05-26,0.11251511103184268,0.0314295618348,5965.044958241472,2.32,0.08104663026643755
2019-05-27,0.10953873796084393,0.0350679513944,5984.657798556042,2.32,0.0032879618597797477
2019-05-28,-0.010704921440747537,0.0346945538909,5896.4177498051395,2.26,-0.014744376657959022
2019-05-29,-0.029300291767788682,0.0336927417047,5856.872207386668,2.25,-0.006706706359090307
2019-05-30,-0.0719662869115211,0.031353194116,5644.998533088032,2.22,-0.036175225751284484
2019-05-31,0.0518745288992812,0.0330225504964,5774.543123163065,2.14,0.022948560449698993
2019-06-01,0.1247026822319791,0.0374083281971,5796.026143198644,2.14,0.0037202977928081624
2019-06-02,0.027147764198049745,0.0384377912547,5910.817189239492,2.14,0.019805129101349923
2019-06-03,-0.11928275843734298,0.0341157230475,5557.633178805954,2.07,-0.05975214579068717
2019-06-04,0.02550680274932902,0.0349970988204,5204.712044321646,2.12,-0.06350205620446009
2019-06-05,-0.0216997689642764,0.0342458503,5282.587966202088,2.12,0.014962580295946337
2019-06-06,-0.04221692916831119,0.0328301883647,5246.945347693587,2.12,-0.006747188828002859
2019-06-07,0.03091338689755434,0.0338609304608,5411.205243920788,2.09,0.031305814210434935
2019-06-08,-0.03966199855343782,0.0325442225221,5366.555078637624,2.09,-0.008251427042677062
2019-06-09,-0.07853882118955767,0.0300860327623,5215.423330625479,2.09,-0.028161780844055382
2019-06-10,0.05193664231364145,0.0316898892386,5401.682338624626,2.15,0.035713114006568875
2019-06-11,-0.012608108107899857,0.0312928479187,5340.719679754666,2.15,-0.011285865226477301
2019-06-12,0.07182378680423429,0.0336231008907,5469.822390375397,2.13,0.02417327970051064
2019-06-13,-0.030266696645433976,0.0326206870954,5563.600287345843,2.10,0.01714459634657532
2019-06-14,-0.0025335973879446307,0.0325381440174,5946.025335978251,2.09,0.06873697406016327
2019-06-15,0.010745260814433211,0.0328896600448,6038.428494084223,2.09,0.015540323642225
2019-06-16,0.003647598782759384,0.0330098473931,6151.465008601328,2.09,0.018719525225453268
2019-06-17,0.02718970211070544,0.033919688412,6399.544361483166,2.09,0.04032849939566574
2019-06-18,-0.02402626391462441,0.0331144373499,6252.379839736155,2.06,-0.022996093695786715
2019-06-19,0.005868788950069067,0.0333093503862,6396.7234028666035,2.03,0.023086179475708155
2019-06-20,-0.017629157914050023,0.0327272803653,6635.23437301419,2.01,0.03728642855507889
2019-06-21,0.01868390032595185,0.0333445017053,7098.185090733265,2.07,0.06977156972810436
2019-06-22,0.11282150684239375,0.0373269057056,7490.489983833399,2.07,0.055268338044930816
2019-06-23,0.001132389762734885,0.0373691982528,7654.991002097721,2.07,0.021961316098060686
2019-06-24,0.0265644441928662,0.0383751929213,7785.174079135217,2.02,0.01700630046486285
2019-06-25,0.004737290041811599,0.0385574186278,8475.31134222765,2.00,0.08864763408978177
2019-06-26,-0.055318397542152904,0.0364824063167,9581.508212543664,2.05,0.13051990961139867
2019-06-27,-0.12328425747773376,0.0322508973668,8186.468353762968,2.01,-0.14559710515661559
2019-06-28,0.05114817830129138,0.0339433869288,9198.872323283775,2.00,0.12366797570962917
2019-06-29,0.04085078139558202,0.0353587125697,8711.835597186422,2.00,-0.05294526426511943
2019-06-30,-0.10170619443486717,0.0319393449383,7862.266983314345,2.00,-0.09751889878941858
2019-07-01,0.020521641768270316,0.0326015644085,7612.8645160495225,2.03,-0.03172144469198464
2019-07-02,-0.02035402534366669,0.0319446989458,7843.95697140272,1.98,0.030355519248504437
2019-07-03,0.03290844453851299,0.0330134381224,8846.956152737432,1.96,0.12786903153490234
2019-07-04,-0.049969242339755596,0.0314043196545,8267.56545929298,1.96,-0.06549039957264575
2019-07-05,0.014072151253057198,0.0318493700547,8049.449809503301,2.04,-0.026382089245451434
2019-07-06,0.006193431200027822,0.0320472390484,8249.127722295872,2.04,0.02480640509825011
2019-07-07,0.08621286877783675,0.0349327192135,8382.303818436056,2.04,0.016144264051122986
2019-07-08,-0.012405845684171891,0.0345020263679,9123.544201412888,2.05,0.08842919548520137
2019-07-09,-0.0037358192702760715,0.0343733734945,9434.798795257248,2.07,0.03411553525395959
2019-07-10,-0.06833648125817214,0.0321028803643,9205.903266794916,2.07,-0.024260774758375823
2019-07-11,-0.1391491404784277,0.0279326600863,8629.88243276305,2.13,-0.06257081106962474
2019-07-12,0.05750802616910982,0.0295860995957,8984.031004804363,2.12,0.04103747354619805
2019-07-13,-0.04069093655006099,0.0284063782502,8650.80078317355,2.12,-0.03709139265577023
2019-07-14,-0.11452745270804844,0.0253324517968,7836.000128426814,2.12,-0.09418788793883502
2019-07-15,0.002731967280150189,0.0254017538486,8403.42124355081,2.09,0.07241208599085547
2019-07-16,-0.18073468351625382,0.0212017460107,7287.952639902752,2.13,-0.13273981766701545
2019-07-17,0.07570725438277602,0.0228691946158,7387.763173588757,2.06,0.013695277482941652
2019-07-18,0.12076606915202479,0.0258047055464,8174.754418570441,2.04,0.10652632285170922
2019-07-19,0.08328983023034972,0.0280460188397,8072.005442025731,2.05,-0.01256905972750654
2019-07-20,0.03883656532026401,0.0291566569751,8227.34968010019,2.05,0.019244813347830618
2019-07-21,7.329730832689342e-05,0.0291587941579,8091.386422632538,2.05,-0.016525766225363097
2019-07-22,-0.09112919245281782,0.0266190562913,7914.843775218639,2.05,-0.02181859055947303
2019-07-23,-0.08859757049659123,0.0243621278874,7555.143082127462,2.08,-0.045446341495381085
2019-07-24,-0.018065005920576922,0.0239259772956,7424.484530315485,2.05,-0.017293987736786066
2019-07-25,-0.036399085848428,0.0230707527119,7517.832978239039,2.08,0.012573054404301839
2019-07-26,0.007454062082105098,0.023243366071,7458.043514251611,2.08,-0.007953018397787472
2019-07-27,-0.057453419558312124,0.0219455929255,7183.577524168423,2.08,-0.03680133932695742
2019-07-28,0.017429293043240045,0.022331441865,7238.8519258293045,2.08,0.007694550726976372
2019-07-29,-0.012532691393566928,0.0220533152735,7210.597677882074,2.06,-0.0039031393702660252
2019-07-30,0.005613315312900517,0.0221774555792,7283.437556730939,2.06,0.01010178103159122
2019-07-31,0.01352563858170997,0.0224794576091,7676.038700234516,2.02,0.05390327581524433
2019-08-01,-0.010114851502236318,0.0222532273053,7983.244290340236,1.90,0.0400213706708298
2019-08-02,-0.022474689227956132,0.0217586712511,8115.582197112169,1.86,0.01657695818378776
2019-08-03,0.007800601136784126,0.0219290656923,8374.3720207126,1.86,0.03188801706580205
2019-08-04,0.02192059269776628,0.0224150711122,8514.251696153815,1.86,0.016703303256082408
2019-08-05,0.02959275582839437,0.0230883071631,9238.692101108078,1.75,0.08508562241371344
2019-08-06,-0.06342688791160643,0.0216693629655,9007.87292427342,1.73,-0.024983966811381528
2019-08-07,0.00028768119490180235,0.0216755977305,9450.083315951164,1.71,0.04909154418532299
2019-08-08,0.009693356621103608,0.0218867286598,9509.718637940074,1.72,0.006310560446408861
2019-08-09,-0.10073441433982064,0.0197893920983,9502.485357375108,1.74,-0.0007606198290775692
2019-08-10,0.03347105885390849,0.0204629738695,9010.35519527051,1.74,-0.05178962593429776
2019-08-11,0.01226952552485069,0.0207155914294,9110.81403499975,1.74,0.011149265212316078
2019-08-12,-0.0018814210304715499,0.020676653321,9014.111155978442,1.65,-0.010614076705969193
2019-08-13,-0.017141869938251772,0.0203252373872,8576.247009707839,1.68,-0.04857541012018677
2019-08-14,-0.1380882431323114,0.0177037253963,7957.283900528868,1.59,-0.07217179128333623
2019-08-15,-0.00541933001327549,0.0176080425685,8189.562468196434,1.52,0.02919068498387091
2019-08-16,-0.037038557880724486,0.0169677961586,8275.13315691673,1.55,0.010448749741222972
2019-08-17,-0.0015698298378025303,0.0169411805024,8137.572651317127,1.55,-0.016623358560052242
2019-08-18,0.051295159324916385,0.0178328548386,8163.176902394023,1.55,0.0031464236540797432
2019-08-19,0.013933203972302464,0.0180830626932,8669.369082073268,1.60,0.062009213536802485
2019-08-20,-0.02707470930123565,0.017600037418,8573.270892778848,1.55,-0.011084796181204726
2019-08-21,-0.053105654394530834,0.0166897602665,8050.644662031919,1.59,-0.060959957673462746
2019-08-22,0.04959693870712919,0.0175383921018,8007.752717488915,1.62,-0.005327765209324131
2019-08-23,0.03057647990205297,0.0180829371052,8242.43190014961,1.52,0.02930649720840607
2019-08-24,-0.01571520177071163,0.0178009813982,8032.170364661551,1.52,-0.025509647884897
2019-08-25,-0.013230234184158167,0.0175670213315,8037.697022272203,1.52,0.0006880652874305959
2019-08-26,0.008480868300340472,0.0177166384707,8246.978683068777,1.54,0.02603751549936025
2019-08-27,-0.005985087574048243,0.0176109195221,8084.543539573627,1.49,-0.019696321493910644
2019-08-28,-0.09591262273789589,0.0160002846757,7780.322177316879,1.47,-0.037629998622382616
2019-08-29,-0.029615953482826394,0.01553336919,7583.409950300085,1.50,-0.025309006816052027
2019-08-30,0.004695404606830082,0.0156064761423,7669.325694414829,1.50,0.011329434209388058
2019-08-31,-0.002996651922364769,0.0155597789681,7679.984269228776,1.50,0.0013897668763381578
2019-09-01,0.004187961967172506,0.015625079373,7802.948247986144,1.50,0.016010967528936982
2019-09-02,0.01895828913088087,0.015924129932,8329.476573274867,1.50,0.06747812603071078
2019-09-03,0.0015871717225553262,0.0159494243287,8579.609311273298,1.47,0.030029826700153233
2019-09-04,-0.022625629462345965,0.0155926103556,8580.557269132567,1.47,0.00011048963010745709
2019-09-05,-0.03814734073881694,0.0150089961721,8583.462933510587,1.57,0.0003386335277398817
2019-09-06,-0.05145089763201017,0.0142562993474,8399.55187568849,1.55,-0.021426207493026185
2019-09-07,0.07934878112567276,0.015433610784,8483.028934714324,1.55,0.009938275310549423
2019-09-08,0.02602060437460806,0.0158404731101,8378.170638299971,1.55,-0.012360949988659282
2019-09-09,-0.006263594474532503,0.0157415648941,8282.883004063735,1.63,-0.01137332221435526
2019-09-10,-0.00757990299771786,0.015622696434,8087.039135839564,1.72,-0.023644408369415174
2019-09-11,-0.043670758658299016,0.0149551242136,8160.061450700341,1.75,0.009029548841573223
2019-09-12,-0.00608680395598419,0.0148643717807,8374.906565993826,1.79,0.02632885997139712
2019-09-13,0.042897899704188565,0.0155158967265,8324.212811555646,1.90,-0.0060530531342309025
2019-09-14,0.01864045045460309,0.0158078324846,8272.154984870236,1.90,-0.0062537837347386716
2019-09-15,-0.013728471642522415,0.0155922979695,8251.21982604103,1.90,-0.002530798669451545
2019-09-16,0.006240772097874299,0.0156899102187,8154.238066087816,1.84,-0.01175362697853921
2019-09-17,0.06749016089175694,0.0167853755684,8030.434126166944,1.81,-0.015182772310236181
2019-09-18,0.07081924902021931,0.0180172071572,7898.709496524041,1.80,-0.016403176661854677
2019-09-19,-0.020539166906194055,0.0176509231925,7957.683899045125,1.79,0.007466333905182432
2019-09-20,-0.01473895336720381,0.0173926748886,7909.020409645297,1.74,-0.0061152830417990495
2019-09-21,0.04685168399319785,0.0182269417998,7778.418635368312,1.74,-0.01651301520447621
2019-09-22,-0.07436912854979977,0.0169205978861,7872.930271547148,1.74,0.012150494928248455
2019-09-23,-0.050876925378683484,0.0160812623373,7628.489474986965,1.72,-0.031048261337153438
2019-09-24,-0.22866201987127813,0.0127942102498,6827.977061296559,1.64,-0.10493721152991088
2019-09-25,0.03517042094460984,0.0132521945523,6661.508721899175,1.73,-0.024380330792408093
2019-09-26,-0.02820562392606446,0.0128836303622,6340.754958182889,1.70,-0.04815031805960618
2019-09-27,0.06665902156393155,0.0137717110316,6430.7963352975075,1.69,0.014200418989290569
2019-09-28,-0.006315020700732744,0.0136850164186,6430.91593497981,1.69,1.859795833466478e-05
2019-09-29,-0.020893746370987405,0.0134020515485,6321.076348705723,1.69,-0.017079928797799165
2019-09-30,0.08036338420794202,0.0145235457912,6427.721903993101,1.68,0.016871423378585507
2019-10-01,-0.03155452248781312,0.0140724172432,6495.520784600799,1.65,0.010547886423894521
2019-10-02,0.027681279127517795,0.0144674013646,6517.127679899012,1.60,0.0033264300145782874
2019-10-03,-0.007814454361234176,0.0143547870995,6423.818740671713,1.54,-0.01431749442551117
2019-10-04,0.024336509225130455,0.0147084181271,6350.855131711959,1.52,-0.011358291991925786
2019-10-05,0.027165204342168254,0.015113451815,6302.470436103398,1.52,-0.007618611132689793
2019-10-06,-0.02168278596202209,0.0147892772783,6157.557907737072,1.52,-0.02299297233291277
2019-10-07,0.10063549834824159,0.0163550694651,6321.6914354236405,1.56,0.026655620644725396
2019-10-08,0.04325121123242858,0.0170779664257,6298.15826248314,1.54,-0.003722607023910147
2019-10-09,-0.005527423567940599,0.0169838296781,6589.546072269661,1.59,0.0462655585399083
2019-10-10,-0.040299573889005826,0.0163129965112,6612.793989423777,1.67,0.003527999789234182
2019-10-11,-0.019787618174687036,0.0159933738792,6401.954797741954,1.76,-0.03188352639126971
2019-10-12,-0.015887938493739477,0.0157412800671,6424.578468034861,1.76,0.0035338691083676493
2019-10-13,0.0248036104883602,0.0161366030984,6394.76288030587,1.76,-0.004640862879539382
2019-10-14,0.03621918245522084,0.0167317708532,6393.828247487372,1.76,-0.0001461559773194817
2019-10-15,-0.06083339153360487,0.0157442617701,6281.195824220534,1.77,-0.01761580369493041
2019-10-16,-0.029498781890998207,0.015286608519,6164.451455275125,1.75,-0.018586328497391804
2019-10-17,0.010125884409916857,0.0154421852968,6175.136342191997,1.76,0.001733307009454703
2019-10-18,-0.0016772097633673561,0.0154163072204,6086.313138372007,1.76,-0.014384006910600412
2019-10-19,0.007015726399902355,0.0155248441013,6105.159512923179,1.76,0.0030965174026870443
2019-10-20,0.001771496389974795,0.015552370681,6308.284323986335,1.76,0.03327100801104192
2019-10-21,0.002916650806058992,0.0155977977307,6328.139366799122,1.80,0.0031474552815083877
2019-10-22,-0.025061831769825245,0.0152117461343,6191.064658505102,1.78,-0.021661139293674452
2019-10-23,-0.060536758614730006,0.0143181955254,5743.198353697097,1.77,-0.07234075712530942
2019-10-24,0.06618552389451389,0.0152979168677,5709.187391855223,1.77,-0.00592195493648249
2019-10-25,0.14242214220031466,0.0176394665447,6671.427802075926,1.80,0.16854244644228064
2019-10-26,-0.06183493338971584,0.0165817696081,7244.6212702132625,1.80,0.08591766037833433
2019-10-27,0.1430443487065696,0.0191317302099,7490.3188780444025,1.80,0.03391448616387193
2019-10-28,0.05355590408200736,0.0201842809017,7220.153393724398,1.85,-0.03606862254047863
2019-10-29,0.08572796892458595,0.0219909740169,7334.272784263143,1.84,0.01580567396780455
2019-10-30,-0.0892193196717546,0.0201139333729,7166.690229185897,1.78,-0.022849239455181063
2019-10-31,-0.010802433076432498,0.0198978233125,7161.639832726827,1.69,-0.0007047041657392129
2019-11-01,-0.01122512684667145,0.0196757166418,7218.617197852632,1.73,0.007955910441828277
2019-11-02,0.014232270450870232,0.019957748982,7270.491286076545,1.73,0.007186153081970443
2019-11-03,-0.01299955071275763,0.0196999862418,7202.709907254242,1.73,-0.009322805867618411
2019-11-04,0.006628165877397622,0.0198309947117,7325.394936613858,1.79,0.017033176532078923
2019-11-05,0.001077122040494912,0.0198523666212,7232.011413256228,1.86,-0.012747916551349294
2019-11-06,0.016760079086951762,0.0201878977659,7226.627644152193,1.81,-0.0007444359247229599
2019-11-07,-0.02838848220890289,0.0196228523278,7189.5706411389965,1.92,-0.0051278417593832015
2019-11-08,-0.043131816816360274,0.0187944761591,6800.577117500896,1.94,-0.05410525093282552
2019-11-09,0.008987713233856562,0.0189641568999,6793.096014525811,1.94,-0.0011000688391331198
2019-11-10,0.022843682517984968,0.0194023540422,6990.506304498562,1.94,0.029060429817365178
2019-11-11,-0.015926626463125114,0.0190957877604,6740.598756268521,1.94,-0.03574956338559037
2019-11-12,0.026750933021232513,0.0196135118269,6794.158984074244,1.92,0.007945915450895675
2019-11-13,0.025123355154438125,0.0201125110716,6779.245012943506,1.88,-0.0021951165943712657
2019-11-14,-0.030440693409599307,0.0195094969364,6702.125601412106,1.82,-0.011375811227379504
2019-11-15,-0.04681796469955844,0.0186171538311,6541.472321505622,1.84,-0.023970496743993503
2019-11-16,0.009479248828571445,0.0187944695469,6579.627972608965,1.84,0.005832884284766196
2019-11-17,0.005219402123765631,0.0188928218881,6594.938836400236,1.84,0.0023270105627567744
2019-11-18,-0.08247177797108517,0.0173972174658,6394.973988421339,1.81,-0.0303209556509012
2019-11-19,-0.019102885516433608,0.017068034594,6318.149000854142,1.79,-0.01201333855404177
2019-11-20,-0.02517112123158387,0.0166437749714,6169.5778024435995,1.73,-0.02351498807490258
2019-11-21,-0.07625529837724186,0.0154217827231,5898.039905623522,1.77,-0.044012395258639724
2019-11-22,-0.06286795498711888,0.0144820944026,5652.081910291204,1.77,-0.0417016499155606
2019-11-23,0.047064513265460066,0.0151799811595,5717.069806783412,1.77,0.011498045768565284
2019-11-24,-0.08590713566759241,0.0139303567152,5473.189196281808,1.77,-0.042658323012294656
2019-11-25,0.025649811763861666,0.0142922896555,5550.660833620045,1.76,0.014154752295218878
2019-11-26,0.07572599198202905,0.0154166207808,5593.59180852144,1.74,0.007734389866043352
2019-11-27,0.04643964477272001,0.0161494475827,5862.257529889107,1.77,0.048030984484490634
2019-11-28,-0.016951752410758657,0.0158779934577,5807.414508207545,1.77,-0.00935527335705426
2019-11-29,0.019622701526983848,0.0161926395916,6051.821784036215,1.78,0.04208538506821797
2019-11-30,-0.04337186558733252,0.0155053469229,5896.0615452827005,1.78,-0.025737743825237254
2019-12-01,0.028295182537266563,0.0159503394278,5767.319069909941,1.78,-0.02183533438109427
2019-12-02,-0.04511181289491274,0.0152467794455,5699.108203129684,1.83,-0.011827135962727792
2019-12-03,0.00026900650084337607,0.01525088148,5701.598555416455,1.72,0.00043697227671586977
2019-12-04,-0.055453188041484754,0.0144281926478,5653.394453782094,1.77,-0.008454488888658714
2019-12-05,0.012246329397658667,0.0146059713943,5816.4069449859535,1.80,0.02883444495807373
2019-12-06,0.006994170797285876,0.0147084861378,5902.746074522214,1.84,0.014844066165399518
2019-12-07,-0.007774827773712331,0.0145945735903,5907.590957899412,1.84,0.0008207846510812833
2019-12-08,0.010849995590261086,0.0147537868189,5900.466435302889,1.84,-0.0012059945665324789
2019-12-09,-0.019477684973869737,0.0144691977722,5772.93280085337,1.83,-0.02161416149856843
2019-12-10,-0.022085414652631592,0.0141531424923,5669.251067837633,1.85,-0.017959975733722523
2019-12-11,0.0018346261152160433,0.0141791320504,5627.169903481367,1.79,-0.0074227025497243014
2019-12-12,-0.022631537546568485,0.0138618404322,5646.169140933349,1.90,0.003376339754772162
2019-12-13,0.016871576906715424,0.0140976955685,5671.294822215366,1.82,0.004450040488490224
2019-12-14,-0.011079560299070607,0.0139423614065,5550.7200492688935,1.82,-0.021260536919040472
2019-12-15,0.006141337504000033,0.0140282496178,5572.429542652247,1.82,0.003911113007079624
2019-12-16,-0.03917770130048527,0.0134892817421,5438.173503254431,1.89,-0.024092909272373723
2019-12-17,-0.0779536284270829,0.0124776843475,5265.547563087611,1.89,-0.0317433675228482
2019-12-18,0.06955612495439852,0.0133764797423,5784.056931151999,1.92,0.09847206997031571
2019-12-19,-0.02254260762690629,0.0130783123696,5740.433161064814,1.92,-0.0075420713534534245
2019-12-20,0.0290990763582099,0.0134644703521,5743.661591174287,1.92,0.0005624018290763292
2019-12-21,0.010100358617203927,0.0136011554535,5728.770196717319,1.92,-0.002592665709945495
2019-12-22,0.09207043998949607,0.0149128788049,5999.153300854297,1.92,0.04719740796932518
2019-12-23,-0.07444962017645972,0.0138429429539,5882.457164194406,1.93,-0.019452101122882415
2019-12-24,-0.01529044239140498,0.0136328882394,5846.990759636589,1.90,-0.006029181950307258
2019-12-25,-0.021820526100290498,0.0133386335175,5818.843970820773,1.90,-0.004813893158532249
2019-12-26,0.0054990145565313,0.0134121849021,5781.49663105059,1.90,-0.0064183435674621935
2019-12-27,-0.008397817841619432,0.0133000234314,5822.473839751182,1.88,0.0070876472504570135
2019-12-28,0.016024649798709874,0.0135148684599,5837.407698786763,1.88,0.0025648649434239783
2019-12-29,0.01677208779682619,0.0137434525783,5901.699279333589,1.88,0.011013721135186212
2019-12-30,-0.025276284420224504,0.0134004226856,5797.229123039555,1.90,-0.0177017078216549
2019-12-31,-0.00709415735235192,0.0133056943845,5724.287952757511,1.92,-0.012582074769506358
2020-01-01,-0.004221800762938382,0.0132496388048,5721.370481163654,1.92,-0.0005096654147965489
2020-01-02,-0.02906319259137866,0.0128701039623,5550.834745988173,1.88,-0.02980679816783971
2020-01-03,0.04293058143059993,0.0134346565899,5839.569748800784,1.80,0.05201650130573449
2020-01-04,0.006392117576455069,0.0135208075446,5892.266205221442,1.80,0.009024030654224142
2020-01-05,0.007521873973431042,0.0136228928099,5883.398436740085,1.80,-0.0015049843595827898
2020-01-06,0.0657096218512614,0.0145481129971,6134.515789711606,1.81,0.0426823638874034
2020-01-07,-0.012094272057172888,0.0143732238707,6521.532115121593,1.83,0.06308832492681242
2020-01-08,-0.021375598621741047,0.0140692480135,6462.597915081685,1.87,-0.009036864190740783
2020-01-09,-0.00045958049633617004,0.0140627835471,6288.068267382085,1.85,-0.027006112710849968
2020-01-10,0.03844925791610555,0.0146140164796,6515.362514580495,1.83,0.03614691150499232
2020-01-11,2.8353404849738665e-05,0.0146144308426,6392.917611482733,1.83,-0.01879326020981136
2020-01-12,0.02440679020378892,0.0149755106657,6511.198988644715,1.83,0.018501939857558828
2020-01-13,-0.018149401089470985,0.0147061657342,6484.44590195673,1.85,-0.004108780385093672
2020-01-14,0.12834559518773458,0.016720114216,6957.91931438913,1.82,0.0730167881097636
2020-01-15,0.03316317687872633,0.0172839031674,6932.451882365713,1.79,-0.0036602080122932618
2020-01-16,-0.009565415309269677,0.0171193636544,6864.897401769025,1.81,-0.009744673564706277
2020-01-17,0.031425849918283955,0.0176658968644,6995.325060046634,1.84,0.01899921450304534
2020-01-18,0.002819538983244277,0.0177157768355,6994.9852442745505,1.84,-4.8577552746461143e-05
2020-01-19,-0.06385061550105493,0.0166199698227,6831.603650596716,1.84,-0.023356960446995045
2020-01-20,0.00035199283411133954,0.0166258209627,6785.113703975235,1.84,-0.006805129366282884
2020-01-21,0.04022642187896672,0.0173082521111,6846.401568734027,1.78,0.009032695313990854
2020-01-22,0.002607845790437439,0.0173534482702,6791.26179844642,1.77,-0.008053832328418824
2020-01-23,-0.06552448365660415,0.0162528251744,6587.424123945796,1.74,-0.030014698380093924
2020-01-24,0.00969636369934045,0.0164111849949,6625.4728645160785,1.70,0.005775966425476136
2020-01-25,-0.012987442273789337,0.016199423772,6572.0225232574585,1.70,-0.008067400222085736
2020-01-26,0.03661522211266445,0.0168035621066,6732.081676990048,1.70,0.024354626473990806
2020-01-27,0.019525921083486275,0.0171348913618,6995.603808688756,1.61,0.03914422675521213
2020-01-28,0.08281703439420188,0.0186143697485,7370.321680640087,1.65,0.05356476470064244
2020-01-29,0.0037056453133489484,0.018683475963,7338.009831976498,1.60,-0.004384048629581981
2020-01-30,0.04271906738888324,0.0194989099161,7438.741566402135,1.57,0.013727391586024087
2020-01-31,-0.04277637984971803,0.0186824051977,7322.890523800621,1.51,-0.015574010948944264
2020-02-01,0.020231069905629378,0.0190642194761,7335.639118761372,1.51,0.0017409238768920155
2020-02-02,0.0037391668661339297,0.0191356372121,7254.717321901875,1.51,-0.011031321954283977
2020-02-03,0.004275142781186279,0.0192176199124,7194.733154900736,1.54,-0.008268298313987779
2020-02-04,0.0022557844816607398,0.019261019653,7074.882569165961,1.61,-0.016658100190017136
2020-02-05,0.0757159134523896,0.0207760163205,7385.634651474682,1.66,0.04392328484193546
2020-02-06,0.08128091617244108,0.022535237068,7449.4359706995265,1.65,0.008638569633566342
2020-02-07,-0.02129111367913737,0.0220605084574,7472.532511323683,1.59,0.0031004415253719966
2020-02-08,-0.009506087871700871,0.0218517929313,7529.827163005058,1.59,0.007667367334240654
2020-02-09,0.008284413653671916,0.0220335741588,7720.133748367054,1.59,0.025273699016226493
2020-02-10,0.008826797078229467,0.0222289209216,7517.9360927173775,1.56,-0.026190952416134627
2020-02-11,0.020082696386966564,0.0226798503757,7764.003981975938,1.59,0.032730776934500154
2020-02-12,0.05719637162368555,0.0240148707553,7719.31268615671,1.62,-0.005756217529380241
2020-02-13,-0.006512036417821663,0.0238589931336,7584.199577609749,1.61,-0.017503256318307098
2020-02-14,0.0983693807516846,0.0263253037813,7590.447028780273,1.59,0.0008237456183204809
2020-02-15,-0.10988592008934221,0.0235857962614,7353.726687874588,1.59,-0.031186613911950944
2020-02-16,-0.04874787125827462,0.0224636131376,7445.000643583541,1.59,0.012411932015294136
2020-02-17,-0.03328473566785738,0.021728224217,7228.334419543773,1.59,-0.029102243829421493
2020-02-18,0.0379919916114598,0.0225696043823,7556.604219740763,1.55,0.04541430724475383
2020-02-19,-0.10497999755343912,0.0203203747436,7230.282850255582,1.56,-0.043183599404704016
2020-02-20,-0.022292818783429036,0.0198723883049,7224.324432711772,1.52,-0.0008240919016881522
2020-02-21,0.016288983514621224,0.0201987400637,7253.602975289832,1.46,0.004052772387337276
2020-02-22,-0.005588703915711347,0.020086170139,7239.824434437748,1.46,-0.001899544391803917
2020-02-23,0.05891461169397048,0.0213050926813,7409.66626318875,1.46,0.023459385001535913
2020-02-24,-0.07029060412203811,0.0198589648129,7231.5714079684085,1.38,-0.024035475943784086
2020-02-25,-0.04140615269443643,0.019053472727,7052.882244241236,1.33,-0.024709589886684483
