Date,Solana Return,Solana Price,Famala Index,US Treasury Yield,Famala Index Return
2020-06-12,0.03447959925896218,0.593868974009,7353.433641635782,0.71,0.014963745241469088
2020-06-13,0.025066425382351425,0.608943286609,7341.415733862447,0.71,-0.0016343259977608538
2020-06-14,-0.0365698582150904,0.587076584953,7286.278738484938,0.71,-0.007510403630077591
2020-06-15,-0.028398255577773604,0.570639136151,7361.462272355103,0.71,0.010318509155168286
2020-06-16,0.025839402794437274,0.58557626277,7426.203001043171,0.75,0.008794547372903389
2020-06-17,-0.006878890054158737,0.581561970806,7365.359237975924,0.74,-0.008193118752436496
2020-06-18,0.0655428441797737,0.620956096312,7311.2362953965585,0.71,-0.007348309950763367
2020-06-19,0.09718241688434509,0.684331738563,7226.713437435551,0.70,-0.0115606792813175
2020-06-20,-0.06137891560022766,0.643591290368,7253.432503363693,0.70,0.0036972637921040556
2020-06-21,0.04490311757006122,0.67314920063,7233.259260253427,0.70,-0.002781199535655886
2020-06-22,0.0767501736813025,0.726847851963,7487.270727097137,0.71,0.035117152269032635
2020-06-23,-0.02585402241598142,0.708296754877,7460.09813150884,0.72,-0.003629172308402909
2020-06-24,0.03971643286155833,0.736993876923,7212.238375048772,0.69,-0.033224731376279876
2020-06-25,-0.032826688083724735,0.713193588341,7180.071349144558,0.68,-0.0044600613889160855
2020-06-26,0.03844249620330164,0.741144336305,7100.042812497723,0.64,-0.011145924985323293
2020-06-27,-0.03794563271493877,0.713548036244,7040.563304371197,0.64,-0.008377344995980697
2020-06-28,0.11247928314600315,0.798495268854,7113.372284377292,0.64,0.010341357198065547
2020-06-29,0.06539048807628609,0.852454240319,7135.290471744956,0.64,0.003081265325561839
2020-06-30,0.008922132850404723,0.860093981011,7096.142749531155,0.66,-0.005486493138411533
2020-07-01,-0.032438401984678136,0.832641570072,7145.966646054452,0.69,0.007021264690114859
2020-07-02,-0.06502858856370113,0.78021901831,7051.5412568798965,0.68,-0.01321380211404868
2020-07-03,-0.015663793116581785,0.768093046309,7034.037995919928,0.68,-0.0024821893997842275
2020-07-04,0.015859442354280974,0.7803716825,7050.035141818575,0.68,0.0022742478655824174
2020-07-05,-0.12067066542061249,0.691663563023,7004.78191126266,0.68,-0.006418865955360494
2020-07-06,0.023214499305869624,0.707908010158,7189.90370562455,0.69,0.026427916915477523
2020-07-07,0.06181480538650611,0.753047992993,7073.0250215458545,0.65,-0.016255945679392453
2020-07-08,0.056366054156545574,0.796713400012,7136.891714333919,0.67,0.009029614994081494
2020-07-09,0.06879551316341909,0.853453047328,7015.478244717123,0.62,-0.017012093566299426
2020-07-10,0.06805808047759912,0.913559592712,7038.775372716518,0.65,0.003320818223182264
2020-07-11,0.012038824596517657,0.924624245478,6991.664177772623,0.65,-0.006693095382260165
2020-07-12,0.09494562967079442,1.01671595852,7004.231073996425,0.65,0.0017974113035568984
2020-07-13,0.14531493558654976,1.17573410198,6998.655755717276,0.64,-0.0007959929106061755
2020-07-14,-0.023806492246522544,1.14807454207,6979.627030831343,0.63,-0.0027189113952902095
2020-07-15,0.11624438909535717,1.28959809685,6934.662582244593,0.64,-0.0064422423129670454
2020-07-16,-0.39079043342849584,0.872441377367,6907.504957113229,0.62,-0.003916214352072225
2020-07-17,0.11404795239323615,0.977837416041,6928.340841238132,0.64,0.003016412475165477
2020-07-18,-0.01157573036344823,0.966583495614,6916.7414045819505,0.64,-0.0016742012152665498
2020-07-19,-0.0490142088412486,0.920349487609,6929.410351330463,0.64,0.0018316351598918585
2020-07-20,-0.05271548644490925,0.87308942899,6941.313667721986,0.62,0.001717796434041212
2020-07-21,0.11261826682822627,0.977165717243,7090.118971796493,0.61,0.021437628552426653
2020-07-22,0.06624208396709902,1.04408725245,7158.2124609488565,0.60,0.009603998102603116
2020-07-23,0.005498119512398249,1.04984357893,7160.931822902967,0.59,0.0003798939985290531
2020-07-24,-0.05330654332954536,0.995345503195,7120.310162829681,0.59,-0.005672677952800055
2020-07-25,0.22958561808960057,1.25222285418,7121.226595373819,0.59,0.00012870682922241325
2020-07-26,0.22303565854755447,1.5651096946,7312.819538156486,0.59,0.02690448621690143
2020-07-27,0.1278905843942675,1.77863550182,8269.228102900404,0.62,0.1307851998471472
2020-07-28,0.003049221646169183,1.78406723276,8181.389933927654,0.59,-0.010622293626407686
2020-07-29,-0.07310908146697748,1.65828948188,8340.84889241789,0.58,0.019490448417446758
2020-07-30,0.01705081550952368,1.68680710334,8287.317744659058,0.55,-0.006417949593535107
2020-07-31,-0.09223907896510475,1.53817765536,8421.38558611298,0.55,0.016177470875944695
2020-08-01,-0.007549019837515543,1.52660964025,8624.320231439553,0.55,0.02409753635568195
2020-08-02,0.13244959863003533,1.74281034979,8062.229206951733,0.55,-0.06517511054827756
2020-08-03,0.03373720650018867,1.80261098364,8140.599893319588,0.56,0.009720721695716436
2020-08-04,0.037578281430940795,1.87163885812,8095.39552927533,0.52,-0.005552952440440417
2020-08-05,-0.06460213294075676,1.75454981586,8548.892559471591,0.55,0.05601913193200785
2020-08-06,0.22912649949746294,2.20634832732,8586.775432172613,0.55,0.004431319312704502
2020-08-07,-0.05613712816688786,2.08590263527,8493.087517500417,0.57,-0.01091072142415304
2020-08-08,0.1704829472486365,2.47362485486,8550.800917408633,0.57,0.006795337948572285
2020-08-09,0.0746047938418713,2.6652275038,8478.75126627434,0.57,-0.008426070473422807
2020-08-10,0.16131635920208798,3.13179330211,8631.725115654082,0.59,0.018042025833240605
2020-08-11,0.053352302307167365,3.30341929739,8297.791847656557,0.64,-0.038686735678354685
2020-08-12,0.13205084569448405,3.76975091301,8378.477123939192,0.69,0.009723704542603304
2020-08-13,-0.003662046289016217,3.75597115712,8413.979586792457,0.71,0.004237340787364108
2020-08-14,-0.09681417860209278,3.40938766083,8370.77396054805,0.71,-0.005134981110749071
2020-08-15,-0.06845885752741174,3.18379488714,8428.93388276009,0.71,0.006947974283638701
2020-08-16,0.06147288476443301,3.38565277366,8427.040628650357,0.71,-0.00022461370987915798
2020-08-17,-0.08859384645457352,3.09860770861,8762.583675278463,0.69,0.039817423626429836
2020-08-18,0.07201218779152006,3.32997591802,8577.947829234186,0.67,-0.02107093671073099
2020-08-19,-0.13858521380984218,2.89904061061,8463.238782297954,0.68,-0.013372551246499345
2020-08-20,0.1013510711456413,3.20826704334,8518.89001403096,0.65,0.006575642394659546
2020-08-21,-0.08607438226111648,2.94366836633,8408.010653459349,0.64,-0.0130157051433917
2020-08-22,0.0258937652211476,3.02088644284,8423.66105992896,0.64,0.0018613685346808937
2020-08-23,0.09514645058059266,3.32243106353,8417.399368882296,0.64,-0.0007433455598600334
2020-08-24,0.006765760955296932,3.34498605269,8457.213518213031,0.65,0.004729982217301217
2020-08-25,-0.02424870995935925,3.26484998089,8209.30543179557,0.69,-0.02931321124665692
2020-08-26,0.08609025403825364,3.55837531339,8304.849309108075,0.69,0.011638484900616804
2020-08-27,-0.03236265025541948,3.44506033395,8213.012151424322,0.74,-0.011058256961150778
2020-08-28,0.15219702678202515,4.0113925268,8336.717545848325,0.74,0.01506212241541004
2020-08-29,-0.010672296900929797,3.96880938889,8259.759350789143,0.74,-0.009231234551961877
2020-08-30,0.11124692072963559,4.43582255875,8336.227199184552,0.74,0.009257878486266396
2020-08-31,0.07515531917089455,4.78204551788,8296.108536102276,0.72,-0.004812568338612486
2020-09-01,-0.09595404752697002,4.34451591286,8396.425107335748,0.68,0.012092003232229098
2020-09-02,-0.042324881391919644,4.16447184085,7927.8095574402705,0.66,-0.05581131778166638
2020-09-03,-0.1660454539660124,3.52733985495,7158.907751535653,0.63,-0.09698792589978415
2020-09-04,0.005218244187645374,3.54579448415,7374.843195857947,0.72,0.030163182962648673
2020-09-05,-0.3110525233283108,2.59791636472,7321.888934453149,0.72,-0.007180391501007008
2020-09-06,0.17217986269092309,3.08604269295,7312.310732468789,0.72,-0.001308159966656936
2020-09-07,-0.05238964976544152,2.9285280901,7401.515890694132,0.72,0.012199311748233915
2020-09-08,-0.1706961416051151,2.4689767582,7252.863075269509,0.69,-0.020084104070022122
2020-09-09,0.3871842784789878,3.63637779652,7290.190477366621,0.71,0.0051465747677478454
2020-09-10,-0.04688051076897339,3.4698368119,7344.015236755657,0.68,0.007383176002896187
2020-09-11,-0.012297362132267283,3.42742826316,7350.385587658505,0.67,0.0008674207089012616
2020-09-12,-0.028039421139082615,3.3326599913,7330.879470069379,0.67,-0.0026537543311846525
2020-09-13,-0.03257769119990773,3.22583906019,7312.927949916539,0.67,-0.0024487539627588927
2020-09-14,0.013331784476286676,3.26913320415,7586.43346771561,0.68,0.037400275193767374
2020-09-15,-0.10641442937796593,2.93912067127,7747.7467024318985,0.68,0.021263382247107752
2020-09-16,-0.14382311881692697,2.54539877265,7912.9849045473675,0.69,0.02132725919700024
2020-09-17,0.12761733353219104,2.89187378323,7803.172600024166,0.69,-0.013877481866557765
2020-09-18,0.07205548800644271,3.10794006412,7810.836646583073,0.70,0.0009821705800642378
2020-09-19,-0.025763542721203042,3.02889117957,7950.830165475538,0.70,0.01792298638759859
2020-09-20,-0.05356985360927345,2.8709033938,7882.884787357856,0.70,-0.008545696072432442
2020-09-21,-0.031273563851763005,2.78250941483,7614.033867275891,0.68,-0.03410565133631458
2020-09-22,0.04669469818890782,2.915519109,7664.069864425604,0.68,0.0065715490660950265
2020-09-23,-0.0273863629628821,2.83675707,7514.459076269336,0.68,-0.01952106267333464
2020-09-24,0.09923839962514527,3.13271463,7830.873698402025,0.67,0.04210743832938376
2020-09-25,0.017685912101736444,3.18861239,7717.119654198224,0.66,-0.014526354093415334
2020-09-26,-0.017051507219624434,3.13470267,7764.287531403967,0.66,0.006112109092423118
2020-09-27,0.005803173775943082,3.15294678,7772.054653423841,0.66,0.0010003650674268625
2020-09-28,-0.06427110296934155,2.95667817,7728.010604255597,0.67,-0.005666976254321764
2020-09-29,-0.0034710374272689908,2.94643322,7827.237225085629,0.66,0.012839866029090373
2020-09-30,-0.016617181778938325,2.89787636,7777.835074973677,0.69,-0.006311569292115196
2020-10-01,-0.012797272645976663,2.86102773,7662.508184353954,0.68,-0.014827633847727725
2020-10-02,-0.08568753928008449,2.62608296,7671.409627462561,0.70,0.001161687908768943
2020-10-03,-0.030458293262392876,2.5473028,7643.493974820995,0.70,-0.0036389208759797344
2020-10-04,-0.012366885296355518,2.51599459,7703.8032205376385,0.70,0.00789027189859929
2020-10-05,0.05477179356924028,2.65764391,7798.871813846747,0.78,0.01234047529351008
2020-10-06,-0.19983662761952772,2.17625031,7704.844057276186,0.76,-0.01205658444130554
2020-10-07,0.05173235220415326,2.29179581,7749.252253519435,0.81,0.005763672296691284
2020-10-08,0.031535452504256434,2.36522028,7922.494036982404,0.78,0.02235593548839365
2020-10-09,0.07123735723910818,2.53985887,7987.064964105798,0.79,0.008150328270614644
2020-10-10,-0.05410554303141388,2.40608988,8170.641756156384,0.79,0.02298426178772649
2020-10-11,0.008479159852883214,2.42657824,8218.271518101314,0.79,0.005829378323806912
2020-10-12,0.06404477877268616,2.58707246,8326.301978863046,0.79,0.013145155952050026
2020-10-13,-0.07301435226368162,2.40491019,8241.265076859192,0.74,-0.01021304562574441
2020-10-14,-0.038260444095949406,2.31463525,8272.339124750355,0.73,0.0037705434300877435
2020-10-15,-0.02104349150405656,2.26643616,8344.048085357525,0.74,0.00866852283565364
2020-10-16,-0.05302635774210288,2.1493861,8229.807443426935,0.76,-0.013691273200002763
2020-10-17,0.02411257945593854,2.20184324,8250.70669168423,0.76,0.0025394577456350803
2020-10-18,0.005626748896665549,2.21426738,8330.519894627381,0.76,0.009673499001436254
2020-10-19,-0.07314830899665516,2.05807954,8563.778603545485,0.78,0.02800049839248801
2020-10-20,-0.0858994763145169,1.88867176,8797.544048716432,0.81,0.027296997738144074
2020-10-21,0.000903131798454869,1.89037825,9519.826894926617,0.83,0.08210050921149589
2020-10-22,0.03394696624665437,1.95565252,9549.812686893609,0.87,0.00314982533799773
2020-10-23,0.0022384991855435017,1.96003515,9529.809582139214,0.85,-0.0020946070263605393
2020-10-24,-0.024902549100756895,1.91182801,9663.237141390515,0.85,0.014001072959670733
2020-10-25,-0.06726456442390491,1.78745942,9630.8654652677,0.85,-0.003349982583388923
2020-10-26,-0.058753061470756644,1.68546625,9723.419528384115,0.81,0.00961015014177049
2020-10-27,0.014587030106045512,1.71023239,10217.354611876695,0.79,0.050798495534488716
2020-10-28,-0.13781728349086625,1.49005343,9958.00894053843,0.79,-0.025382858987472275
2020-10-29,-0.041881594063787185,1.42893639,10145.51850302014,0.85,0.01883002552029953
2020-10-30,0.008640000616752954,1.44133589,10278.914469844232,0.88,0.013148265096986774
2020-10-31,0.06666620756493558,1.54069959,10476.858516668626,0.88,0.01925729097222398
2020-11-01,0.03766721927138556,1.5998403,10391.508591576843,0.88,-0.008146518821075205
2020-11-02,-0.08187500291602509,1.47407225,10304.421007311947,0.87,-0.008380648824703671
2020-11-03,-0.04285598945181266,1.41223396,10668.501409493821,0.90,0.03533244632799125
2020-11-04,-0.014248127701628944,1.39225494,10797.885770057239,0.78,0.012127697752214686
2020-11-05,0.009267794778965345,1.40521805,12070.863789973291,0.79,0.11789141384010995
2020-11-06,0.30886695615955617,1.91374,11836.877135751092,0.83,-0.01938441674874675
2020-11-07,0.05994330149181066,2.03196386,11270.289183280163,0.83,-0.04786633720811844
2020-11-08,0.0595292962348279,2.15659813,11768.773370380386,0.83,0.04422993758134796
2020-11-09,-0.06116042841671623,2.02865216,11682.23463092582,0.96,-0.0073532505666535596
2020-11-10,0.10266353715346065,2.247987,11605.88438574334,0.98,-0.006535585664437906
2020-11-11,-0.11582628232493936,2.0021245,11944.678380587076,0.98,0.029191570722513
2020-11-12,-0.05280898364302723,1.89913759,12501.877695169795,0.88,0.04664833131784433
2020-11-13,0.062089709826333134,2.02079216,12439.176385562807,0.89,-0.00501535138447346
2020-11-14,-0.05272000685868935,1.91701557,12261.616499820362,0.89,-0.014274247766799482
2020-11-15,0.06376423126004248,2.04323394,12216.374844695232,0.89,-0.003689697449418086
2020-11-16,0.09877377067089643,2.25535545,12827.53131691985,0.91,0.050027645680011494
2020-11-17,-0.023859141678196825,2.20218147,13560.847284254107,0.87,0.057167349602724654
2020-11-18,-0.040380054746731106,2.11502872,13741.953445665176,0.88,0.013355077128650885
2020-11-19,-0.018255239527547488,2.07676865,13755.830494549191,0.86,0.001009830875856447
2020-11-20,0.00892732416234803,2.09539164,14296.460595105333,0.83,0.03930188735390196
2020-11-21,0.12828618325710345,2.38220531,13908.557224291271,0.83,-0.027132825515349412
2020-11-22,-0.10495947803126592,2.14484477,13685.366409187225,0.83,-0.016047014187369753
2020-11-23,0.059517909845076815,2.27637688,13219.816952431314,0.86,-0.034018048390971785
2020-11-24,-0.003701264631348337,2.26796698,13740.551047707224,0.88,0.039390416459596976
2020-11-25,0.000911013514624026,2.27003407,13624.902533299954,0.88,-0.008416584895739512
2020-11-26,-0.1763438458648026,1.90303693,12586.35486866389,0.88,-0.0762242270796287
2020-11-27,-0.023977905444590487,1.85794881,12492.355797602828,0.84,-0.007468331541730982
2020-11-28,0.01653983519340456,1.88893452,12859.063995695542,0.84,0.029354607252147124
2020-11-29,0.013785478584368101,1.9151547,13171.611003817297,0.84,0.024305579957170892
2020-11-30,0.026655802221955464,1.96689116,14253.857358648289,0.84,0.08216507111524497
2020-12-01,0.004776384301329385,1.97630826,13708.537842121726,0.92,-0.03825768020582155
2020-12-02,0.06801396417863624,2.11540134,13978.369410758201,0.95,0.019683468196540498
2020-12-03,-0.007130786100308151,2.10037052,14133.467526415532,0.92,0.011095579970719777
2020-12-04,-0.12371535950852813,1.85595318,13769.259591141275,0.97,-0.025769184709523683
2020-12-05,0.06407895218335972,1.9787738,14019.41798793933,0.97,0.01816789022984209
2020-12-06,-0.0649976245683914,1.85424895,14133.697776698935,0.97,0.008151535881012844
2020-12-07,-0.012523197767327259,1.83117262,14054.175341200138,0.94,-0.005626442333435123
2020-12-08,-0.09492021124763274,1.66535169,13507.151832127696,0.92,-0.03892249070415607
2020-12-09,-0.0018320352792122968,1.6623035,13602.865619463744,0.95,0.007086156173086475
2020-12-10,-0.054488516679684997,1.57415052,13426.54858949016,0.92,-0.01296175636119646
2020-12-11,-0.0858936566982735,1.44458505,13337.245988731363,0.90,-0.006651195589363819
2020-12-12,0.03156596262687373,1.4909121,13956.160225611999,0.90,0.04640495027260918
2020-12-13,0.04878898559968756,1.56545586,14147.88718888867,0.90,0.013737801814916005
2020-12-14,0.016591320824723678,1.5916455,14272.576690211696,0.90,0.008813294851612431
2020-12-15,0.10092674731686832,1.76067126,14456.645888478659,0.92,0.01289670409640889
2020-12-16,0.012937443066234107,1.78359783,15853.095115826884,0.92,0.09659565836506628
2020-12-17,-0.06065212629295478,1.67863414,17199.818336550914,0.94,0.08495017603089594
2020-12-18,0.011941627414434207,1.69879993,17435.724992273488,0.95,0.01371564810200668
2020-12-19,-0.017906850345099187,1.66865052,18091.877349244503,0.95,0.03763263972457608
2020-12-20,-0.06503961355650527,1.56357617,17855.814582418414,0.95,-0.013047997301172684
2020-12-21,-0.01395033423579362,1.5419152,17448.721514198256,0.95,-0.02279890768024657
2020-12-22,-0.03405725910775242,1.49028596,18349.81362774357,0.93,0.051642300142854765
2020-12-23,-0.21191408792313696,1.20569231,18469.639082773218,0.96,0.00653006387206465
2020-12-24,0.12220008285433553,1.3624084,18593.48078966346,0.94,0.006705150346210605
2020-12-25,0.05913426325442123,1.44540315,19419.23959231902,0.94,0.04441120046304717
2020-12-26,-0.08755100400838221,1.3242381,21122.36438265646,0.94,0.08770295985281955
2020-12-27,-0.016135790298630274,1.30304194,20807.35686879412,0.94,-0.014913458936490646
2020-12-28,0.15116593112735743,1.5156849,21369.45749865822,0.94,0.027014513828381163
2020-12-29,0.09955455634090841,1.67434488,21657.236591477405,0.94,0.01346684130082646
2020-12-30,-0.08659377247423458,1.53545722,23046.257065918533,0.93,0.06413655170520405
2020-12-31,-0.016124050304791932,1.51089796,23170.61056129895,0.93,0.005395821760762752
2021-01-01,0.19819341153962974,1.84208404,23555.243422071697,0.93,0.01660003130928224
2021-01-02,-0.023513871839845824,1.79927479,25982.07071893055,0.93,0.10302705233709755
2021-01-03,0.183535277753414,2.16175192,25730.238133265524,0.93,-0.009692552544764683
2021-01-04,0.13939287887621796,2.48509738,24700.530927264488,0.93,-0.04001934224890719
2021-01-05,-0.14149286232529648,2.15721704,26327.49286050957,0.96,0.06586748835626195
2021-01-06,-0.111704964616181,1.92921661,28312.957447579403,1.04,0.0754141154871594
2021-01-07,0.2069334811610956,2.37274497,30613.656005900066,1.08,0.08125956331408817
2021-01-08,0.30529890851183017,3.21988746,31992.056539181645,1.13,0.04502567524166095
2021-01-09,0.050120268327577835,3.38538175,31147.249761713552,1.13,-0.02640676683080478
2021-01-10,0.02356647285075874,3.46611077,29525.37462552648,1.13,-0.05207121490966091
2021-01-11,-0.10902483098124434,3.10808978,27745.347103496188,1.15,-0.06028805881742655
2021-01-12,0.15064034591465736,3.61339822,26347.81826398747,1.15,-0.05036984523190977
2021-01-13,-0.027955853921156442,3.51378151,29010.888179555786,1.10,0.10107364066679614
2021-01-14,-0.06940921888584126,3.27816427,30354.9834937927,1.15,0.04633071920852494
2021-01-15,-0.008578938369489236,3.25016139,28333.14549202909,1.11,-0.06660646025971512
2021-01-16,0.05881549690800275,3.44705468,27314.886291761573,1.11,-0.03593879827264433
2021-01-17,0.10224300684892562,3.8181391,26927.041145289306,1.11,-0.014199039393008393
2021-01-18,-0.0059430639852603735,3.79551495,27599.828048255935,1.11,0.02498554888881017
2021-01-19,-0.041323999043007445,3.64186566,26728.078998461697,1.10,-0.031585307280540285
2021-01-20,0.022188963853317034,3.72357809,26182.421091913217,1.10,-0.020415156157682898
2021-01-21,-0.2192324560403112,2.9905359,22931.78496207285,1.12,-0.1241533820890372
2021-01-22,0.11238129459402496,3.34622852,24427.168975770182,1.10,0.06521010100916991
2021-01-23,0.046103110907147554,3.50411155,23490.796230977074,1.10,-0.038333248757640166
2021-01-24,0.03651009850341453,3.63441116,23194.578871910388,1.10,-0.012609932679764485
2021-01-25,0.01788052703374494,3.69998081,23528.80065491074,1.05,0.014409478389155425
2021-01-26,0.08973470293613829,4.04734996,23602.983402170074,1.05,0.0031528486448309224
2021-01-27,-0.09227677145087634,3.69058715,22104.913037031398,1.04,-0.06346953432170536
2021-01-28,0.03500710361139922,3.82207194,24382.471337421895,1.07,0.10303403123889261
2021-01-29,0.003292272781173349,3.83467598,24929.55951278419,1.11,0.022437765548508303
2021-01-30,0.09676284472502344,4.22427558,24701.10857884349,1.11,-0.009163857621453313
2021-01-31,0.00939368102769993,4.26414404,23796.192472362916,1.11,-0.03663463538861713
2021-02-01,0.078333800589623,4.61160184,24074.041324423142,1.09,0.011676189473711886
2021-02-02,0.13298204213442477,5.2675076,25401.0239332084,1.12,0.055120891042046635
2021-02-03,0.0817101765933895,5.71598986,26556.792746851013,1.15,0.0455008749521945
2021-02-04,0.1170948570220365,6.42606479,26154.46549246944,1.15,-0.015149692894646663
2021-02-05,0.039013141213257045,6.6817203,26713.16230072189,1.19,0.02136143093474093
2021-02-06,-0.08931669367813802,6.11080668,27779.685674518707,1.19,0.03992501381118753
2021-02-07,0.0921178020131135,6.70046276,27546.861420413014,1.19,-0.008381097498135287
2021-02-08,0.16256361198043423,7.8832496,33589.00981039266,1.19,0.2193407189939337
2021-02-09,-0.008465863373696338,7.81679279,33676.20690398403,1.18,0.0025960007181989376
2021-02-10,0.1489420011107902,9.07221406,32009.75597487166,1.15,-0.04948451985295354
2021-02-11,0.01565445961720955,9.21535212,34435.41381453678,1.16,0.07577870451650169
2021-02-12,0.00342966814673302,9.24701198,33571.250578379455,1.20,-0.025095189528186387
2021-02-13,-0.05725393593425516,8.73245491,33147.789998660046,1.20,-0.012613786273190727
2021-02-14,0.0007373030760037077,8.73889575,34904.67281951757,1.20,0.05300150691580166
2021-02-15,0.013959160891867951,8.8617388,34361.11804622745,1.20,-0.015572550302954836
2021-02-16,-0.06574448146246098,8.29786719,35482.430289240416,1.30,0.03263317105992936
2021-02-17,-0.009114830028299376,8.22257719,37812.659591350544,1.29,0.0656727648899726
