Date,Iota Return,Iota Price,Famala Index,US Treasury Yield,Famala Index Return
2017-08-12,0.09694112752067509,0.7215350270271301,2379.5827659059114,2.19,0.0885357744420236
2017-08-13,0.1128258383973055,0.807712972164154,2561.596201484675,2.19,0.0764896427166175
2017-08-14,0.18966968377251375,0.9764040112495422,2756.5656972185807,2.22,0.0761125018927274
2017-08-15,-0.06173459046445118,0.9179490208625792,2670.8245666298885,2.27,-0.031104330535349237
2017-08-16,0.12983124858470976,1.0452100038528442,2802.546266679015,2.23,0.04931873912457532
2017-08-17,-0.028285428539526845,1.0160599946975708,2774.6827434893316,2.19,-0.009942217019204199
2017-08-18,-0.15502552509785764,0.8701469898223877,2646.3953230809448,2.19,-0.04623498694018534
2017-08-19,0.11738008601575327,0.9785209894180298,2663.655399037965,2.19,0.00652210794301351
2017-08-20,-0.03781935166015103,0.942205011844635,2563.13836017939,2.19,-0.0377365025877141
2017-08-21,-0.038886698768228305,0.9062690138816832,2428.544742048136,2.18,-0.05251125737973586
2017-08-22,-0.07145034580997996,0.8437749743461609,2480.8018338105453,2.22,0.021517862470319504
2017-08-23,0.007786887578618188,0.8503710031509399,2505.1759233590906,2.17,0.00982508526733324
2017-08-24,0.051263844582506005,0.895101010799408,2664.99521952439,2.19,0.06379563793308539
2017-08-25,0.02704027671231405,0.919634997844696,2675.6377473040357,2.17,0.003993450983204761
2017-08-26,0.045258969031533126,0.9622129797935486,2649.462789418623,2.17,-0.009782698689980222
2017-08-27,-0.04448066895359573,0.9203510284423828,2654.6063981319408,2.17,0.0019413779781548054
2017-08-28,-0.05030615364840509,0.8751969933509827,2633.2550419391123,2.16,-0.008043134457844114
2017-08-29,-0.07499669274011359,0.8119609951972961,2769.147637989049,2.13,0.051606317612845586
2017-08-30,0.0686351086164213,0.8696470260620117,2732.2241996228654,2.15,-0.013333864131923818
2017-08-31,-0.03180399083173209,0.8424239754676819,2796.450760085754,2.12,0.023507060830423098
2017-09-01,-0.04199615199734953,0.807778000831604,2932.9939108352855,2.16,0.048827303773210096
2017-09-02,-0.1495887049977272,0.6955469846725464,2781.6686511599387,2.16,-0.05159412677820767
2017-09-03,0.06729947220169931,0.7439680099487305,2782.2824058651563,2.16,0.0002206426365561851
2017-09-04,-0.27257039431072416,0.5664719939231873,2641.66356830204,2.16,-0.05054082118575977
2017-09-05,0.07907590059672123,0.6130849719047546,2702.641964135793,2.07,0.023083331490598387
2017-09-06,0.1903913911409587,0.7416629791259766,2818.3759256660433,2.10,0.04282252812841891
2017-09-07,-0.13847015487108713,0.6457579731941223,2840.145226781396,2.05,0.007724058709523744
2017-09-08,-0.17797637642784994,0.5404750108718872,2623.833481778085,2.06,-0.07616221275010186
2017-09-09,0.036932010374058466,0.5608090162277222,2628.4217035696306,2.06,0.0017486711040962124
2017-09-10,-0.12359716194499061,0.4956069886684418,2562.856582922407,2.06,-0.02494467328365924
2017-09-11,0.11906487014479296,0.5582730174064636,2575.4547340056997,2.14,0.00491566760592081
2017-09-12,0.05857233773416717,0.5919489860534668,2559.8948871051434,2.17,-0.006041592071142905
2017-09-13,-0.06117847527095592,0.5568199753761292,2394.336138117572,2.20,-0.06467404182161308
2017-09-14,-0.2241249906880658,0.445019006729126,1982.5574704320961,2.20,-0.1719803084997148
2017-09-15,0.07673103938083002,0.4805099964141845,2282.811477594638,2.20,0.15144782012150282
2017-09-16,0.013906736596768082,0.4872390031814575,2283.336392446556,2.20,0.000229942269464759
2017-09-17,0.019927795699304852,0.4970459938049316,2240.1094276722292,2.20,-0.018931492055802586
2017-09-18,0.19858183718545663,0.6062330007553101,2534.6380203886747,2.23,0.1314795558994186
2017-09-19,-0.07014132889694474,0.565168023109436,2450.5484109507415,2.24,-0.03317618088323256
2017-09-20,0.0025782111428334217,0.566627025604248,2438.09986924791,2.28,-0.005079900338717105
2017-09-21,-0.12364619784289078,0.5007240176200867,2277.347895783763,2.27,-0.0659333013760979
2017-09-22,0.010501337638912025,0.5060099959373474,2263.1515924572404,2.26,-0.006233699889597531
2017-09-23,0.06833317572974364,0.5417960286140442,2350.025401665617,2.26,0.03838620863839378
2017-09-24,-0.038412386661088024,0.5213789939880371,2272.4288551221653,2.26,-0.03301945012528553
2017-09-25,0.0646633163178313,0.556207001209259,2440.54170547929,2.22,0.07397936792528856
2017-09-26,-0.0765755997532467,0.5152050256729126,2419.8587689872234,2.24,-0.008474731837456942
2017-09-27,0.0671789645718703,0.5510050058364868,2615.310911825315,2.31,0.0807700620147736
2017-09-28,0.07832227052918403,0.5958960056304932,2611.8406385712356,2.31,-0.0013269065786360012
2017-09-29,-0.019449686489132506,0.584417998790741,2621.587123246636,2.33,0.0037316536589047816
2017-09-30,0.06042794824395916,0.620822012424469,2741.3099899491244,2.33,0.0456680861913224
2017-10-01,-0.01728551329674495,0.6101830005645752,2786.8377271044556,2.33,0.016608022194591742
2017-10-02,-0.05869688935034022,0.5753980278968811,2795.2623848803323,2.34,0.0030230169822733264
2017-10-03,-0.02407271337556773,0.5617120265960693,2732.4697140004037,2.33,-0.022463963032442434
2017-10-04,-0.026573432924678404,0.5469819903373718,2650.5516774737225,2.33,-0.029979485630510828
2017-10-05,-0.011153704550175447,0.5409150123596191,2708.5806166677485,2.35,0.021893155182446448
2017-10-06,-0.07178172428431984,0.5034480094909668,2725.719884955726,2.37,0.0063277674596457145
2017-10-07,0.06736086050528249,0.5385289788246155,2757.9797777808863,2.37,0.011835366136929539
2017-10-08,-0.07416919736002814,0.5000320076942444,2886.7156505362213,2.37,0.04667759850614931
2017-10-09,-0.06313590573013327,0.4694379866123199,3077.043999459813,2.37,0.06593248936321022
2017-10-10,0.017187077516128385,0.4775759875774383,3066.943123718121,2.35,-0.0032826556082608356
2017-10-11,0.008108175541217639,0.4814639985561371,3090.827020108138,2.35,0.007787525045805907
2017-10-12,-0.154796498843545,0.4124169945716858,3633.7040583640496,2.33,0.1756413525325393
2017-10-13,0.06835818525919217,0.4415949881076813,3715.7982022633564,2.28,0.022592413300786766
2017-10-14,0.03612004858901839,0.4578369855880737,3869.0978167458225,2.28,0.04125617327364242
2017-10-15,-0.043315315589247706,0.4384289979934692,3738.6139947852535,2.28,-0.033724611819278036
2017-10-16,0.027504231084590495,0.4506550133228302,3783.1093887248157,2.30,0.01190157475514348
2017-10-17,0.03875502127745732,0.4684630036354065,3742.9291619667442,2.30,-0.010620952933009211
2017-10-18,-0.03009420953572466,0.4545750021934509,3754.2177919022733,2.34,0.0030159881331009316
2017-10-19,-0.0477295327361869,0.4333879947662353,3880.060339294592,2.33,0.03352031085243823
2017-10-20,-0.07539777307526357,0.4019129872322082,4165.340505760344,2.39,0.07352467269042964
2017-10-21,-0.022311485570001056,0.3930450081825256,4193.723909771781,2.39,0.0068141857723720296
2017-10-22,-0.001280580401211941,0.3925420045852661,4197.005957143234,2.39,0.0007826093090690362
2017-10-23,-0.01554529879687146,0.3864870071411133,4163.770196584637,2.38,-0.00791892146400935
2017-10-24,0.1602982732530052,0.453682005405426,3752.5058474706234,2.42,-0.0987721054950046
2017-10-25,-0.022815962257057742,0.443448007106781,3955.6173875611053,2.44,0.054126908350426474
2017-10-26,-0.06123781159355906,0.4171069860458374,4102.94512641548,2.46,0.03724519447145324
2017-10-27,0.014868351442700791,0.4233550131320953,3992.5710787246344,2.42,-0.026901175689686557
2017-10-28,-0.06810333133035663,0.395482987165451,3976.778920877161,2.42,-0.0039553855237858294
2017-10-29,0.020613776915636123,0.4037199914455414,4303.4050244732725,2.42,0.08213333204956422
2017-10-30,0.013106057995237777,0.4090459942817688,4276.046118476778,2.37,-0.006357501987590154
2017-10-31,-0.045337443759022246,0.3909150063991546,4592.550930488279,2.38,0.07401810065702628
2017-11-01,-0.07155608942957149,0.3639200031757355,4925.45205730725,2.37,0.07248719325222086
2017-11-02,0.005852242131514037,0.3660559952259063,5206.816727426249,2.35,0.05712463888498826
2017-11-03,0.07134388476512117,0.3931260108947754,5262.768339974962,2.34,0.0107458386722151
2017-11-04,-0.06430154129296836,0.3686429858207702,5447.283528970708,2.34,0.03506048092487838
2017-11-05,-0.05165551251890628,0.3500840067863464,5487.85119278204,2.34,0.007447320044124324
2017-11-06,0.06591955754680412,0.3739390075206756,5109.978080781664,2.32,-0.06885629706894711
2017-11-07,0.024192932673591856,0.3830960094928741,5217.598666133595,2.32,0.021060870252396058
2017-11-08,0.2169746403925401,0.4759249985218048,5431.397132918457,2.32,0.040976410886599236
2017-11-09,0.11781926402621286,0.5354350209236145,5083.902637356766,2.33,-0.0639788413658074
2017-11-10,-0.05931151829211137,0.504601001739502,4710.631654821997,2.40,-0.07342213436424919
2017-11-11,0.20887780416783958,0.6218169927597046,4412.129918483046,2.40,-0.06336766663413217
2017-11-12,-0.04624469233513833,0.593716025352478,4093.8414070474464,2.40,-0.07213942411401877
2017-11-13,-0.0035129742039967378,0.5916339755058289,4599.057202401713,2.40,0.12340873647048221
2017-11-14,0.03111493230735703,0.6103320121765137,4596.901249631393,2.38,-0.0004687814644258776
2017-11-15,0.25272846903912854,0.7858229875564575,5197.009848978937,2.33,0.13054633257472406
2017-11-16,0.04736735573082401,0.8239409923553467,5676.334072713305,2.37,0.09223077070530121
2017-11-17,-0.03895437201669459,0.7924619913101196,5532.890416709365,2.35,-0.02527047459970477
2017-11-18,0.03785056410065027,0.823032021522522,5552.623528523085,2.35,0.003566510508526572
2017-11-19,0.04931578039020571,0.8646379709243774,5747.992315315344,2.35,0.03518495100355277
2017-11-20,0.1114200990444738,0.9665480256080629,5837.1513425734465,2.37,0.015511333760927455
2017-11-21,-0.08419744131094295,0.8884990215301514,5754.847907755093,2.36,-0.01409993162556383
2017-11-22,0.012383311979662458,0.8995699882507324,5843.624798708322,2.32,0.015426453031642275
2017-11-23,-0.1254796859839261,0.793487012386322,5587.798391008228,2.32,-0.04377871894797935
2017-11-24,-0.008318217083282774,0.7869139909744263,5620.654560718361,2.34,0.005879984818887638
2017-11-25,0.024109935777573144,0.8061169981956482,6078.192784857828,2.34,0.08140301439926786
2017-11-26,0.043470358353512734,0.8419319987297058,6544.287770390303,2.34,0.0766831527117114
2017-11-27,0.21067073297685035,1.0393699407577517,6900.535352988427,2.32,0.05443641769696766
2017-11-28,0.3698193112684064,1.5044599771499634,6958.8021900943895,2.34,0.008443814012303973
2017-11-29,-0.1869959420972186,1.2478699684143066,7073.440490922552,2.37,0.016473855370015597
2017-11-30,0.061218912876026,1.3266500234603882,7278.024112422068,2.42,0.02892278824739689
2017-12-01,0.0859781575121975,1.4457600116729736,7836.957623257243,2.37,0.07679742498808041
2017-12-02,-0.007365750560871679,1.4351500272750854,7911.208665333975,2.37,0.009474472830678834
2017-12-03,0.2708318106123068,1.88155996799469,8097.261599426728,2.37,0.023517637059431423
2017-12-04,0.3847657930060245,2.7645199298858643,8286.431540495141,2.37,0.023362211871950155
2017-12-05,0.3288136944621582,3.840800046920776,8420.247539327636,2.36,0.016148808830260264
2017-12-06,0.12579085154752154,4.355639934539795,10660.384828875853,2.33,0.2660417379756858
2017-12-07,-0.04961696056664142,4.144800186157227,14117.934464240043,2.37,0.32433628718530905
2017-12-08,0.1899266221680711,5.011730194091797,12474.501653847665,2.38,-0.116407454260048
2017-12-09,-0.06803665368079341,4.682089805603027,11182.834476943299,2.38,-0.10354459141908576
2017-12-10,-0.12545256776845176,4.130060195922852,11650.976436207226,2.38,0.04186254926952009
2017-12-11,0.03271271063620725,4.267399787902832,12583.766296795886,2.39,0.08006108893069858
2017-12-12,0.09980998926752688,4.715310096740723,12242.032625730213,2.40,-0.027156708334029212
2017-12-13,-0.14272947937017114,4.088119983673096,11138.319854660731,2.36,-0.09015764005968313
2017-12-14,-0.07729298754075153,3.7840399742126474,10807.873243111764,2.35,-0.029667545541951224
2017-12-15,0.031263266159500196,3.904210090637207,11934.429584517406,2.35,0.10423478477818336
2017-12-16,-0.07311485763423317,3.628940105438232,13295.983604662611,2.35,0.11408622511054543
2017-12-17,0.07948252043399791,3.929150104522705,12801.42905520413,2.35,-0.037195785145602366
2017-12-18,0.07551492668629667,4.237349987030029,12406.180040901918,2.39,-0.030875382162238518
2017-12-19,0.23620620499998732,5.366330146789551,11054.93629592897,2.46,-0.1089169865758867
2017-12-20,-0.05295878914641183,5.089529991149902,10177.195647905137,2.49,-0.07939807381314945
2017-12-21,-0.011789350361193001,5.029880046844482,9180.44893245817,2.48,-0.09793923099553815
2017-12-22,-0.3776800741339497,3.44773006439209,8141.173086945104,2.48,-0.1132053403008025
2017-12-23,0.0459695561767613,3.609920024871826,8646.90783452,2.48,0.06212062342537268
2017-12-24,-0.03643205273180124,3.4807701110839844,8207.787778379168,2.48,-0.05078347827275153
2017-12-25,0.00596072958931294,3.501579999923706,8084.352372736146,2.48,-0.015038815448929335
2017-12-26,0.08283098892774177,3.8039700984954834,9668.186813002365,2.47,0.19591358308521756
2017-12-27,-0.016481162527270672,3.7417900562286377,9317.869951260931,2.42,-0.036233977323473575
2017-12-28,-0.016610600655447144,3.680150032043457,8389.119273660137,2.43,-0.09967414038388804
2017-12-29,0.0023530716797942226,3.688819885253906,7761.945348418194,2.40,-0.07476040151331757
2017-12-30,-0.09852173628611448,3.342720031738281,6583.054815222797,2.40,-0.15188080826099135
2017-12-31,0.06040777114922601,3.550869941711426,7260.6673954483895,2.40,0.10293284793234093
2018-01-01,0.1126811767891681,3.974400043487549,6760.03713830496,2.40,-0.06895099718481361
2018-01-02,0.005457597560655286,3.996150016784668,7446.783076964166,2.46,0.1015890777829963
2018-01-03,0.03218060688556588,4.126840114593506,6930.043044615459,2.44,-0.06939104134068143
2018-01-04,-0.01084895510829367,4.082310199737549,7094.142404143028,2.46,0.023679414178397102
2018-01-05,-0.083721228431979,3.75445008277893,8500.683954020968,2.47,0.1982680174359778
2018-01-06,0.04880472437799272,3.942229986190796,8442.450847824826,2.47,-0.006850402451275237
2018-01-07,0.032034027298854253,4.070559978485107,7435.444242091953,2.47,-0.11927894208496642
2018-01-08,-0.056785934376292715,3.845849990844727,7147.103653929261,2.49,-0.03877920118483304
2018-01-09,-0.08366768891802659,3.537169933319092,6896.490832157766,2.55,-0.035064948531104013
2018-01-10,0.0674256298113484,3.783890008926392,7252.419912440688,2.55,0.05161017232463415
2018-01-11,-0.11663241581641723,3.3673300743103027,6364.938986781847,2.54,-0.1223703172697529
2018-01-12,0.09178539125497567,3.6910300254821777,6472.962229699372,2.55,0.016971606977200904
2018-01-13,0.06450837544734811,3.93698000907898,6612.71137515672,2.55,0.02158967417052868
2018-01-14,-0.05252425166753906,3.735529899597168,6417.951745936244,2.55,-0.029452310583547952
2018-01-15,-0.07020530191535479,3.4822700023651123,6634.338742581139,2.55,0.033715896474589085
2018-01-16,-0.29184602550382244,2.6008501052856445,5713.469584100342,2.54,-0.13880345791968493
2018-01-17,0.04355009373827543,2.716619968414306,5435.08320524422,2.57,-0.04872457527923595
2018-01-18,0.013945520356329209,2.754770040512085,5430.555462383818,2.62,-0.0008330586100381077
2018-01-19,-0.02113088698182369,2.6971700191497803,5533.89397493087,2.64,0.019029087035912592
2018-01-20,0.1080445325950289,3.0049099922180176,6219.923335398689,2.64,0.12396864912403549
2018-01-21,-0.08254536607598727,2.7668299674987797,5626.647158835942,2.64,-0.0953831976008944
2018-01-22,-0.11419689356161697,2.4682400226593018,5249.030536903659,2.66,-0.0671121915543049
2018-01-23,0.011116007645267274,2.4958300590515137,5246.956750975205,2.63,-0.00039507979880736585
2018-01-24,-0.024830715622025157,2.434619903564453,5469.373230457156,2.65,0.042389615550120975
2018-01-25,-0.02892381051801315,2.365210056304932,5410.592635700135,2.63,-0.010747226835735129
2018-01-26,0.0034566781039441375,2.3733999729156494,5413.054327040056,2.66,0.00045497628553251636
2018-01-27,0.03149104027956765,2.4493300914764404,5533.444854628618,2.66,0.022240775782938288
2018-01-28,0.029150451832383708,2.521780014038086,5545.745689356809,2.66,0.002222997617460982
2018-01-29,0.021424198216832276,2.576390027999878,5347.267155436178,2.70,-0.035789332046282554
2018-01-30,-0.14944071777169357,2.2187600135803223,4834.593874242436,2.73,-0.09587575602474699
2018-01-31,0.03949787344676655,2.308150053024292,4849.9859215516335,2.72,0.0031837311901631925
2018-02-01,-0.19099895658325516,1.9068399667739868,4413.582291916229,2.78,-0.08998039101436973
2018-02-02,-0.053253786565775306,1.8079500198364256,4353.792654083718,2.84,-0.013546736840507088
2018-02-03,0.09564451616783344,1.9894100427627563,4473.1250192518155,2.84,0.027408830564351207
2018-02-04,-0.13159374372610838,1.7441099882125854,4086.984191386996,2.84,-0.08632462231726452
2018-02-05,-0.18797590672311193,1.4452300071716309,3433.256623618662,2.77,-0.15995353472274598
2018-02-06,0.11611872427893224,1.6231800317764282,3788.410174940968,2.79,0.10344509317453027
2018-02-07,-0.01424610977998827,1.600219964981079,3789.6556080055193,2.84,0.000328748210209535
2018-02-08,0.10840859692199961,1.7834500074386597,4103.6538190774845,2.85,0.0828566612777833
2018-02-09,0.09343001463558893,1.958109974861145,4236.018561667811,2.83,0.0322553383950117
2018-02-10,-0.051155917403146116,1.8604600429534912,4123.746487009211,2.83,-0.026504150778413064
2018-02-11,-0.08906086376725911,1.701930046081543,3904.729636148855,2.83,-0.053111133662147064
2018-02-12,0.09463527952083634,1.870859980583191,4332.791331495647,2.86,0.10962646206895363
2018-02-13,-0.03052211848986085,1.814620018005371,4160.439412675299,2.83,-0.03977849511641576
2018-02-14,0.11312968836468783,2.0319700241088867,4579.24657915102,2.91,0.10066416667426362
2018-02-15,0.04512364469735418,2.125760078430176,5012.456224070176,2.90,0.09460282110413712
2018-02-16,-0.010312880814032206,2.103950023651123,5054.084224853587,2.87,0.008304910591240776
2018-02-17,0.04304411262324187,2.1964900493621826,5589.596672054507,2.87,0.10595637575003662
2018-02-18,-0.10286020445448571,1.9817899465560915,5344.621699472676,2.87,-0.04382694977020377
2018-02-19,0.050778029108609846,2.085020065307617,5780.377602430801,2.87,0.0815316644396214
2018-02-20,-0.0865345541653347,1.912179946899414,6033.306605646748,2.88,0.04375648454342908
2018-02-21,-0.08471009012743054,1.7568700313568115,5632.773901955929,2.94,-0.06638693006517324
2018-02-22,-0.07804450555943421,1.6249699592590332,5271.564788593063,2.92,-0.06412632916748884
2018-02-23,0.0753885313396036,1.752210021018982,5366.93403500366,2.88,0.018091259471374212
2018-02-24,0.013491435378110856,1.776010036468506,5086.717465973996,2.88,-0.052211666326074595
2018-02-25,0.02221741369852196,1.8159099817276,4965.0102216475725,2.88,-0.023926480120145418
2018-02-26,0.028303025037199534,1.8680399656295776,5438.2511569428325,2.86,0.09531519859353306
2018-02-27,0.05512152671028778,1.9738999605178835,5694.983209240918,2.90,0.047208568506499404
2018-02-28,-0.06130213356231944,1.856529951095581,5541.189358363788,2.87,-0.027005145621426436
2018-03-01,0.05913658175941581,1.969630002975464,5897.389454443781,2.81,0.0642822457497052
2018-03-02,-0.027486014414754213,1.9162299633026123,6039.861127676976,2.86,0.024158430494333485
2018-03-03,-0.027812037547987133,1.863669991493225,6350.8143894566,2.86,0.0514835118235941
2018-03-04,0.01635450861052615,1.8944000005722048,6279.381252152229,2.86,-0.011247870418471414
2018-03-05,-0.009046306454301625,1.8773399591445925,6383.164677064829,2.88,0.0165276514906671
2018-03-06,-0.09971596689681717,1.6991699934005735,5896.269550891499,2.88,-0.07627801424625301
2018-03-07,-0.10463035836923223,1.530369997024536,5444.816205268908,2.89,-0.07656592727419208
2018-03-08,-0.09113947951963018,1.3970600366592407,5140.451381498829,2.86,-0.055899926149122814
2018-03-09,-0.0018125723040288183,1.3945300579071045,5040.705408647293,2.90,-0.0194041272738295
2018-03-10,-0.0639053346084196,1.3082000017166138,4801.984691805678,2.90,-0.047358593190566296
2018-03-11,0.06025580444589016,1.389449954032898,5241.022151446785,2.90,0.09142833387001416
2018-03-12,-0.03731355411728659,1.3385599851608276,5024.712939725387,2.87,-0.04127233304321869
2018-03-13,-0.020636358627246814,1.3112200498580933,5030.490258330704,2.84,0.0011497808282025063
2018-03-14,-0.1534328470977121,1.124709963798523,4548.478446599809,2.81,-0.09581805887262437
2018-03-15,-0.02947773820503674,1.092039942741394,4594.016689662122,2.82,0.010011753072360925
2018-03-16,0.008280384936794746,1.1011199951171875,4652.640574313758,2.85,0.0127609211310784
2018-03-17,0.037101057992780254,1.14274001121521,4474.21128042967,2.85,-0.03835011345367153
2018-03-18,0.0703198301747165,1.2259900569915771,4707.695814242081,2.85,0.052184512348283286
2018-03-19,0.08133245489256788,1.3298699855804443,4862.927343393988,2.85,0.03297399306945212
2018-03-20,0.07662013264527816,1.435770034790039,5085.720524544456,2.89,0.04581462263735436
2018-03-21,-0.046007768454127795,1.371209979057312,5098.712842117788,2.89,0.0025546660518660264
2018-03-22,-0.033247658279527435,1.3263700008392334,5009.31815443372,2.83,-0.017532795129316714
2018-03-23,0.007653268965896725,1.3365600109100342,5149.101205975292,2.82,0.02790460642190404
2018-03-24,-0.008128378302794297,1.3257399797439575,5004.116926323857,2.82,-0.02815720139335918
2018-03-25,-0.003248741776810083,1.3214399814605713,4874.520825948751,2.82,-0.025897896128960093
2018-03-26,-0.06640491264432537,1.2365399599075315,4774.20824808104,2.85,-0.020578961799426938
2018-03-27,-0.05230083872888669,1.1735299825668335,4583.973794709995,2.78,-0.03984628308735989
2018-03-28,0.015876295824044255,1.1923099756240845,4670.361079444802,2.77,0.018845501436875644
2018-03-29,-0.08683828712929904,1.0931400060653689,4242.769784758394,2.74,-0.09155422619641197
2018-03-30,0.015900100068542655,1.110659956932068,4004.3478273764104,2.74,-0.05619488435089832
2018-03-31,-0.030477937637170414,1.0773199796676636,4068.0586255499047,2.74,0.01591040561909347
2018-04-01,-0.07969202966130505,0.9947980046272278,4030.4279949980046,2.74,-0.009250267514719844
2018-04-02,0.03925939070029573,1.0346299409866333,4173.741523850956,2.73,0.03555789336289136
2018-04-03,0.07160370067442544,1.111430048942566,4338.3475704826715,2.79,0.03943848599417818
2018-04-04,-0.11553824948160811,0.9901580214500428,4018.073986939666,2.79,-0.07382386457970509
2018-04-05,-0.007303229633685839,0.9829530119895936,3965.740645551284,2.83,-0.013024484257503995
