Date,Ethereum Return,Ethereum Price,Famala Index,US Treasury Yield,Famala Index Return
2016-03-03,0.09339909705529714,9.294150352478027,356.4091535678205,1.83,-0.014946161629946643
2016-03-04,0.11299736816315074,10.406000137329102,342.5254721811114,1.88,-0.038954334499344434
2016-03-05,0.05584902710844518,11.003700256347656,331.0010708973931,1.88,-0.0336453847076948
2016-03-06,0.03388064701233372,11.38290023803711,336.4968434985874,1.88,0.01660348888387108
2016-03-07,-0.17529569649883142,9.552630424499512,348.428835266608,1.91,0.03545944634714148
2016-03-08,0.030371605577398868,9.847209930419922,347.11195610033496,1.83,-0.003779478140106903
2016-03-09,0.18918213962291358,11.89799976348877,341.1067449786789,1.90,-0.01730050208907308
2016-03-10,-0.05112516616278521,11.30500030517578,344.88487598706536,1.93,0.011076095867358577
2016-03-11,-0.019850783734946382,11.082799911499023,348.8558840370354,1.98,0.011514010403051122
2016-03-12,0.19975899543309522,13.533300399780272,331.8967372112208,1.98,-0.04861361840757773
2016-03-13,0.06726970538990994,14.475000381469728,331.43243125112303,1.98,-0.0013989470459972438
2016-03-14,-0.15049365147211033,12.45259952545166,340.2113205978411,1.97,0.02648771972488835
2016-03-15,0.043788911776533206,13.010000228881836,339.2916803721798,1.97,-0.0027031441048029565
2016-03-16,-0.03831908020291581,12.520899772644045,340.90610002537227,1.94,0.00475820583464214
2016-03-17,-0.12212217387730662,11.081500053405762,348.59507183340145,1.91,0.022554515180153483
2016-03-18,-0.007554499902181753,10.99810028076172,338.91122102866234,1.88,-0.0277796549268693
2016-03-19,-0.04342778111219651,10.530699729919434,341.3143945014316,1.88,0.007090864284384414
2016-03-20,-0.02023035848065303,10.31980037689209,345.12471125671084,1.88,0.011163656782905661
2016-03-21,0.13945265557392583,11.864100456237791,339.55227287792155,1.92,-0.016146158756636792
2016-03-22,-0.050946898582572515,11.274800300598145,345.88807868075804,1.94,0.0186592943382075
2016-03-23,0.09647219643197832,12.41670036315918,341.78512635059593,1.88,-0.011862080780034588
2016-03-24,-0.1000084948862845,11.234999656677246,344.073412997029,1.91,0.006695103063337445
2016-03-25,-0.044760850671792085,10.743200302124023,346.5349690846597,1.91,0.007154159532959765
2016-03-26,0.02125581214393238,10.973999977111816,346.5765123226007,1.91,0.00011988180601444151
2016-03-27,-0.05187858402373925,10.41919994354248,356.95808024429726,1.91,0.029954620560187228
2016-03-28,0.11299407236967488,11.665599822998049,351.1303312275754,1.89,-0.016326143990726884
2016-03-29,-0.0007889629350114226,11.656399726867676,343.6225724693101,1.81,-0.02138168677145514
2016-03-30,0.025118559181317463,11.952899932861328,341.5357596165973,1.83,-0.006072979541817427
2016-03-31,-0.04705363010935047,11.403499603271484,345.0178603637506,1.78,0.010195420681752932
2016-04-01,0.022552587344147723,11.663599967956545,345.36457140717425,1.79,0.001004907522926917
2016-04-02,-0.005562626030047827,11.598899841308594,348.163241835464,1.79,0.008103524970400686
2016-04-03,0.0016712265820860812,11.618300437927246,348.1497081763217,1.79,-3.887159101273752e-05
2016-04-04,-0.0404874871422855,11.157299995422363,350.1763381936616,1.78,0.005821145242245829
2016-04-05,-0.06663143153589536,10.43809986114502,355.19767520426063,1.73,0.014339452621216341
2016-04-06,0.023415764332673512,10.685400009155272,354.0306829563899,1.76,-0.0032854726518117858
2016-04-07,-0.05934738581575418,10.069700241088867,356.1788875713181,1.70,0.006067848687546733
2016-04-08,-0.03538748300920334,9.719590187072754,355.5287626028612,1.72,-0.0018252765426101574
2016-04-09,-0.06032176887944804,9.150620460510254,357.3391835334647,1.72,0.005092192590408719
2016-04-10,-0.023695540338245148,8.93634033203125,360.81980948331517,1.72,0.009740398227345622
2016-04-11,-0.03328497415014758,8.643790245056152,362.5066089131063,1.73,0.004674908044008344
2016-04-12,-0.14965990715915237,7.442309856414795,369.77425765098604,1.79,0.020048320662815394
2016-04-13,0.07779744826551874,8.04442024230957,366.43160986696375,1.77,-0.009039698450770121
2016-04-14,0.04173283867542477,8.387240409851074,364.6760840171401,1.80,-0.004790869025903635
2016-04-15,-0.017373919054465215,8.242779731750488,370.2572763194816,1.76,0.015304519673626777
2016-04-16,0.043528603649456155,8.60949993133545,369.52185821204375,1.76,-0.001986235394880629
2016-04-17,0.07812619582774506,9.309100151062012,363.9454217109889,1.76,-0.015090951663960569
2016-04-18,-0.02977580612765755,9.03600025177002,365.24720072101826,1.78,0.003576852276117103
2016-04-19,-0.03618471814533695,8.714879989624023,372.81373880638046,1.79,0.020716211022084305
2016-04-20,-0.0289985958594321,8.465789794921875,379.25489202221485,1.85,0.017277134787083533
2016-04-21,-0.043901386597792726,8.10216999053955,388.06781178398205,1.88,0.023237458361515317
2016-04-22,-0.03528626210957589,7.82125997543335,385.79180734512687,1.89,-0.005864965786242843
2016-04-23,0.05878197541235775,8.294790267944336,388.3285676476913,1.89,0.006575464419582746
2016-04-24,-0.03601731138030801,8.001350402832031,397.05484131520046,1.89,0.02247136676131963
2016-04-25,-0.05748811037350168,7.55433988571167,401.12697257130174,1.91,0.01025584083703094
2016-04-26,-0.021042312058079264,7.397039890289307,406.134711233726,1.94,0.012484173353698235
2016-04-27,0.0478985870962416,7.759970188140869,384.6997164933569,1.87,-0.05277804173707654
2016-04-28,-0.07872001665182664,7.172530174255371,391.40933899739224,1.84,0.017441194303950573
2016-04-29,0.038933624779919185,7.457290172576904,396.16749423903525,1.83,0.01215646835057942
2016-04-30,0.16714700835217533,8.813980102539062,384.7716824858081,1.83,-0.028765135754301036
2016-05-01,0.003682836483144074,8.846500396728516,388.0566171289822,1.83,0.008537360706879093
2016-05-02,0.13875144500796932,10.163200378417969,376.51223264051515,1.88,-0.029749227249048434
2016-05-03,-0.08754792174040041,9.311269760131836,385.1670031601395,1.81,0.022986691452034944
2016-05-04,0.010948012765898607,9.413769721984863,381.70329444847977,1.79,-0.008992745181288576
2016-05-05,0.042868664886712655,9.82610034942627,381.7748871738534,1.76,0.00018756119324852023
2016-05-06,-0.05002526515608109,9.346639633178713,394.2493494265362,1.79,0.03267491569449963
2016-05-07,0.0025506534295754095,9.37051010131836,392.71630132781655,1.79,-0.0038885241052383735
2016-05-08,0.01192582497478625,9.482930183410645,392.5358572090634,1.79,-0.0004594770274191385
2016-05-09,-0.01972302728749846,9.297730445861816,394.8723781452147,1.77,0.005952375797625266
2016-05-10,0.006837318251890931,9.361519813537598,385.99079095597597,1.77,-0.022492297969681094
2016-05-11,0.06560534487391122,9.9962797164917,385.4696291302655,1.73,-0.0013501923826206143
2016-05-12,0.006135486588161579,10.05780029296875,387.24367393629444,1.75,0.004602294634811344
2016-05-13,0.04365518527450807,10.506600379943848,386.5385625049403,1.71,-0.0018208468693285019
2016-05-14,-0.02573131398364726,10.239700317382812,387.41133318397743,1.71,0.0022579136047415843
2016-05-15,-0.027459376635953988,9.962349891662598,390.1464237217236,1.71,0.007059913594337936
2016-05-16,0.11453500693841275,11.171299934387209,382.8009438351493,1.75,-0.018827495114535513
2016-05-17,0.0879896097705726,12.198800086975098,379.0225508916079,1.76,-0.00987038565184036
2016-05-18,0.10568347036735955,13.558600425720217,375.27921570393596,1.87,-0.009876286196866611
2016-05-19,0.08555672456125961,14.769700050354004,356.4289729796607,1.85,-0.05022991398262382
2016-05-20,-0.07989376197200747,13.635600090026855,363.53616490875913,1.85,0.01993999497202482
2016-05-21,0.027444182781392903,14.015000343322754,362.82412715225905,1.85,-0.0019586435277458274
2016-05-22,0.01915885458412015,14.286100387573242,358.3782340021721,1.85,-0.012253576367652124
2016-05-23,-0.05945329191399412,13.46150016784668,365.6400019958698,1.84,0.020262860030873586
2016-05-24,-0.055691715304636555,12.7322998046875,369.7341799915225,1.86,0.011197292345761927
2016-05-25,-0.0163355705485729,12.526000022888184,374.07477319902347,1.87,0.011739767223037016
2016-05-26,-0.007661409186468409,12.430399894714355,378.1637060989581,1.83,0.010930790293520063
2016-05-27,-0.09571408302582667,11.29580020904541,400.63654758474047,1.85,0.05942622500082462
2016-05-28,0.05151062894448,11.892900466918944,453.1596618200331,1.85,0.13109915845653897
2016-05-29,0.03774682620336244,12.3503999710083,448.03658463361444,1.85,-0.011305236582273753
2016-05-30,0.029903675980990224,12.725299835205078,453.8511072274082,1.85,0.012977785281861809
2016-05-31,0.100971451225151,14.077300071716309,446.8005490468281,1.84,-0.01553495864238865
2016-06-01,-0.005399100075875635,14.001500129699709,452.016755673776,1.85,0.011674575239613674
2016-06-02,-0.01899876631344507,13.73799991607666,454.09645016717724,1.81,0.004600923455373336
2016-06-03,0.007881206805333845,13.846699714660645,483.6354669032775,1.71,0.06505009392877964
2016-06-04,-0.007706495159795956,13.740400314331056,487.6146517344262,1.71,0.008227653064047305
2016-06-05,0.016929625009363344,13.975000381469728,488.93754666388094,1.71,0.002712992574667791
2016-06-06,-0.002930962224284187,13.934100151062012,499.1032892370949,1.73,0.020791495033623108
2016-06-07,0.04063681504235149,14.51200008392334,488.7176094927767,1.72,-0.020808678220079885
2016-06-08,-0.006519293625792688,14.417699813842772,494.0108300551759,1.71,0.010830836580439268
2016-06-09,-0.001325651966305508,14.398599624633787,487.19320213094,1.68,-0.013800563691031758
2016-06-10,-0.034623610242075574,13.908599853515623,491.4431498721573,1.64,0.008723331365520677
2016-06-11,0.02014288609598081,14.19159984588623,518.5629165767916,1.64,0.0551839347271179
2016-06-12,0.10379005757724334,15.74370002746582,576.4741165527264,1.64,0.11167632340203983
2016-06-13,0.11161197145916017,17.602699279785156,600.6350992474887,1.62,0.0419116522338301
2016-06-14,0.0707498063127294,18.893199920654297,575.7197530645936,1.62,-0.04148166867722264
2016-06-15,-0.02893821006679366,18.35429954528809,586.4681034180574,1.60,0.01866941388800634
2016-06-16,0.11487367756383567,20.588600158691406,647.6992200192847,1.57,0.10440655893195164
2016-06-17,-0.2918776793434922,15.37679958343506,649.4681277016238,1.62,0.0027310634746270388
2016-06-18,-0.3053440039142712,11.330699920654297,671.9496734244352,1.62,0.034615317925408416
2016-06-19,0.07671942065027444,12.23419952392578,674.5220821165694,1.62,0.0038282758275996107
2016-06-20,-0.032793834735377135,11.839500427246094,650.753600539022,1.67,-0.03523751439384274
2016-06-21,0.11682621428457332,13.306699752807615,578.4082238580972,1.71,-0.11117168867141236
2016-06-22,-0.016029504010458592,13.095100402832031,511.9830619167238,1.69,-0.11484131656756968
2016-06-23,0.04341894427459662,13.676199913024902,536.8745647879019,1.74,0.04861782492958108
2016-06-24,0.046844681379886406,14.33209991455078,572.8209965066044,1.57,0.06695499112144283
2016-06-25,-0.0034317525031926084,14.282999992370604,573.0078820412175,1.57,0.000326254686460252
2016-06-26,-0.030770367087557687,13.850199699401855,540.1234031796358,1.57,-0.057389226033746306
2016-06-27,0.002430221759371643,13.883899688720703,563.175731921097,1.46,0.04267974430612556
2016-06-28,-0.13129591968863677,12.175600051879885,560.1105789353039,1.46,-0.005442622634567948
2016-06-29,0.03515138106571909,12.611200332641602,552.7108466955955,1.50,-0.013211198856080086
2016-06-30,-0.011941429579677572,12.46150016784668,584.9439774520251,1.49,0.05831825257118936
2016-07-01,-0.021248930643503996,12.19950008392334,589.3653078828579,1.46,0.007558553641481655
2016-07-02,-0.005845176740796645,12.128399848937988,615.8567399247761,1.46,0.04494908622477592
2016-07-03,-0.034235983993855613,11.720199584960938,574.1430868912958,1.46,-0.06773272147443814
2016-07-04,-0.02149172674706875,11.470999717712402,598.1885912595595,1.46,0.041880682563746316
2016-07-05,-0.07789322470889604,10.61139965057373,590.0958424625039,1.37,-0.01352875817978295
2016-07-06,-0.007804990817427102,10.528900146484377,596.8975858375255,1.38,0.011526506180144457
2016-07-07,-0.04065820729925537,10.109399795532228,564.161603923357,1.40,-0.05484354886146113
2016-07-08,0.1196738876022722,11.39459991455078,583.9772301999252,1.37,0.035124024993484326
2016-07-09,-0.038385582133812594,10.965499877929688,570.6401392860182,1.37,-0.02283837489578322
2016-07-10,-0.0016336818640424375,10.94760036468506,569.2151688459112,1.37,-0.0024971437198405507
2016-07-11,-0.04565747071098705,10.458999633789062,569.695069498151,1.43,0.0008430918192374448
2016-07-12,0.005444592708808494,10.51609992980957,585.6782514317408,1.53,0.02805567888742567
2016-07-13,-0.001484560546318727,10.500499725341797,576.0109287495474,1.48,-0.01650620056073596
2016-07-14,0.09207133745509555,11.51319980621338,575.8940332422612,1.53,-0.00020293973855651902
2016-07-15,0.03737098050842207,11.951600074768066,579.1623536163592,1.60,0.00567521138515259
2016-07-16,-0.02531870618654817,11.652799606323242,577.8194743649027,1.60,-0.0023186577011978645
2016-07-17,-0.04332699894206327,11.158699989318848,598.0895120813549,1.60,0.03508022594553695
2016-07-18,-0.011201797220954409,11.03439998626709,592.6368038145351,1.59,-0.009116876582310038
2016-07-19,0.05163259825913132,11.619099617004396,590.6756554523142,1.56,-0.003309190974299749
2016-07-20,0.06911852525501229,12.450599670410156,580.4125768320907,1.59,-0.017375150855615452
2016-07-21,0.015943731166894414,12.650699615478516,579.1453302311686,1.57,-0.002183354826387128
2016-07-22,0.14753974365437889,14.66189956665039,557.9497520617953,1.57,-0.036598029998641306
2016-07-23,-0.025013719997617895,14.299699783325195,563.6351663312581,1.57,0.010189832056477319
2016-07-24,-0.11474646618054762,12.749500274658203,575.1144952224525,1.57,0.02036659452232941
2016-07-25,0.08178901474985774,13.836099624633787,564.1736509449462,1.58,-0.01902376721225653
2016-07-26,-0.1432498208716434,11.989500045776367,569.6453917451315,1.57,0.009698681941314695
2016-07-27,0.07882360690817841,12.972800254821776,568.4322637009462,1.52,-0.0021296196928212055
2016-07-28,-0.010009223416044398,12.843600273132324,569.5886498859998,1.52,0.00203434297962703
2016-07-29,-0.0038224836443797004,12.794599533081056,571.1813095107001,1.46,0.0027961575867410534
2016-07-30,-0.02641936794592311,12.461000442504885,570.4772592166963,1.46,-0.00123262138007787
2016-07-31,-0.048092643335986014,11.875900268554688,543.4141366823843,1.46,-0.04743944144499555
2016-08-01,-0.08193913463584716,10.94159984588623,529.559930998865,1.51,-0.025494746544690805
2016-08-02,-0.2192667938269407,8.787280082702637,481.7397674660262,1.55,-0.090301702854745
2016-08-03,0.15824621105116235,10.293899536132812,494.2098087497059,1.55,0.025885430528753597
2016-08-04,0.07022718559623256,11.042799949645996,502.4662283724452,1.51,0.01670630464342068
2016-08-05,-0.010688293848356071,10.925399780273438,498.7013533751763,1.59,-0.00749279212149997
2016-08-06,-0.004063021699246578,10.881099700927734,511.31104934327453,1.59,0.025285064663965028
2016-08-07,0.002799142112961872,10.91160011291504,516.2082285471735,1.59,0.00957769093820453
2016-08-08,0.030132740386442418,11.245400428771973,513.7201400882585,1.59,-0.004819931805266781
2016-08-09,0.08510131921023664,12.24429988861084,506.31345764878705,1.55,-0.014417738105807919
2016-08-10,-0.0082911776862299,12.143199920654297,510.897168646525,1.50,0.009053109153021044
2016-08-11,-0.03795858731780844,11.690899848937988,509.60313584157774,1.57,-0.0025328635278513006
2016-08-12,0.00746505348955601,11.778499603271484,507.49628566151483,1.51,-0.004134295948912432
2016-08-13,-0.017747946160997837,11.57129955291748,506.3445619062851,1.51,-0.0022694230239113608
2016-08-14,-0.03307843736760607,11.19480037689209,493.23432613335075,1.51,-0.02589192569497923
2016-08-15,0.0021058691268314397,11.21840000152588,490.0267366106786,1.55,-0.0065031757781694784
2016-08-16,-0.0070399891648668545,11.139699935913086,499.9605152757285,1.57,0.020271911556822203
2016-08-17,-0.035349113761893605,10.752799987792969,497.41910121771696,1.56,-0.005083229535856316
2016-08-18,0.00030682305542417796,10.756099700927734,498.3978397001512,1.53,0.0019676334906284175
2016-08-19,-0.0006881774642966985,10.748700141906738,499.54016033944504,1.58,0.0022919855350518035
2016-08-20,0.04535218583203904,11.247400283813477,503.6087052673548,1.58,0.008144580257861843
2016-08-21,-0.006082091823004494,11.179200172424316,503.6481255999574,1.58,7.827571721905204e-05
2016-08-22,-0.0052286895825369535,11.12090015411377,508.3795796095745,1.55,0.009394364376876966
2016-08-23,-0.008153042568586929,11.030599594116213,504.67072425274495,1.55,-0.007295445186208815
2016-08-24,0.0004894870799631272,11.03600025177002,501.645458636876,1.56,-0.00599453360475462
2016-08-25,0.028706829449839304,11.357399940490724,498.25923540649455,1.58,-0.006750232005653682
2016-08-26,-0.005473975009921984,11.29539966583252,500.3277856340044,1.62,0.0041515542121808285
2016-08-27,-0.013117480563895976,11.148200035095217,491.09771115880767,1.62,-0.018448054935626988
2016-08-28,-0.01983076862091521,10.92930030822754,493.24979466588525,1.62,0.004382190057452033
2016-08-29,0.004974169599647146,10.983799934387209,493.54753060109925,1.57,0.0006036210018408333
2016-08-30,0.022069354074153294,11.228899955749512,495.9656811795649,1.57,0.004899529282459489
2016-08-31,0.03873631323938257,11.67240047454834,492.3630855880225,1.58,-0.007263800154426586
2016-09-01,0.02725441725050858,11.99489974975586,488.5177580906605,1.57,-0.007809942723000009
2016-09-02,0.009797710518937122,12.11299991607666,489.98706550960975,1.60,0.003007684766039924
2016-09-03,-0.029685825430838177,11.758700370788574,513.0084775417549,1.60,0.046983713760284304
2016-09-04,-0.006723993454663661,11.67990016937256,521.662180838571,1.60,0.016868538582993888
2016-09-05,0.003171349116363908,11.717000007629396,519.2723657952224,1.60,-0.004581154492562484
2016-09-06,-0.002383972982642007,11.68910026550293,523.9968224088308,1.55,0.009098224601983692
2016-09-07,-0.012153186789808148,11.547900199890137,528.9124844157122,1.54,0.009381091252202638
2016-09-08,-0.0176472112275097,11.34589958190918,540.6796635076453,1.61,0.022247875477797035
2016-09-09,0.02669005236043882,11.652799606323242,536.1397423606661,1.67,-0.008396693002149456
2016-09-10,0.04330418041351927,12.168499946594238,535.1019644050684,1.67,-0.0019356482528757458
2016-09-11,-0.04454065861415181,11.638400077819824,521.9061668960702,1.67,-0.024660342115674052
2016-09-12,0.021698835903900104,11.893699645996094,522.7859273562091,1.68,0.0016856678766052203
2016-09-13,0.0020997951935199173,11.918700218200684,523.130961518753,1.73,0.0006599912975638118
2016-09-14,0.0003774393401876568,11.923199653625488,524.6500648337404,1.70,0.002903868107093441
2016-09-15,0.001156790187270275,11.937000274658203,517.8212101909804,1.71,-0.013016017914577108
2016-09-16,0.05053990196975063,12.555800437927246,517.0596566746312,1.70,-0.001470688147494593
2016-09-17,0.011308991536477825,12.698599815368652,515.9547100919425,1.70,-0.002136980846262478
2016-09-18,-0.021282292928296507,12.43120002746582,520.6478519318762,1.70,0.0090960344932162
2016-09-19,0.05917371497786457,13.189000129699709,517.0699690777653,1.70,-0.006871982359737048
2016-09-20,0.08994698720565389,14.430299758911133,511.5523608003557,1.69,-0.010670912269863053
2016-09-21,-0.04694674771107494,13.768500328063965,503.52353007766163,1.66,-0.01569503209824398
2016-09-22,-0.038567024284274457,13.247599601745604,504.5872822566235,1.63,0.002112616621506832
2016-09-23,0.006298263560989074,13.331299781799316,509.6645482587971,1.62,0.010062215558558978
2016-09-24,-0.034601963946515546,12.877900123596191,510.90879177765805,1.62,0.0024412989349794213
2016-09-25,0.017168233457041906,13.100899696350098,507.7475940819247,1.62,-0.006187401247753541
2016-09-26,-0.021432668005155996,12.823100090026855,515.9864127367754,1.59,0.016226209145801158
2016-09-27,0.021234210324985965,13.098299980163574,512.8808110318857,1.56,-0.006018766440801464
2016-09-28,0.013385074466080341,13.274800300598145,509.3681269413289,1.57,-0.006848928669196104
2016-09-29,-0.015287927117433115,13.073399543762209,511.84703800375416,1.56,0.004866639531041536
2016-09-30,0.011514266436057966,13.22480010986328,515.4238968701237,1.60,0.006988140207511201
2016-10-01,-0.0039473623755986,13.172699928283691,521.3401859781486,1.60,0.011478492060517874
2016-10-02,0.0020476283075812115,13.199700355529783,517.7665810591878,1.60,-0.006854650792468456
2016-10-03,0.01896341522146662,13.452400207519531,518.4168953645378,1.63,0.00125599899479731
2016-10-04,-0.013124297124302912,13.277000427246094,517.8028819295043,1.69,-0.0011844008953483774
2016-10-05,-0.018341511516396455,13.035699844360352,522.0370775198033,1.72,0.008177234499972267
2016-10-06,-0.014013385235912642,12.854299545288086,523.0946019697574,1.75,0.0020257650184127268
2016-10-07,-0.01467027307570539,12.667099952697754,527.9739735642377,1.73,0.00932789513810045
2016-10-08,-0.03600777611336969,12.21909999847412,531.7896202625857,1.73,0.007226959830215524
2016-10-09,-0.013628597313742484,12.05370044708252,529.4088251085412,1.73,-0.0044769492734154275
2016-10-10,-0.025050501288294995,11.755499839782717,532.4322945094049,1.73,0.005711029468093491
2016-10-11,0.002565716407812844,11.785699844360352,552.7427958588322,1.77,0.03814663678156843
2016-10-12,0.012462676458271031,11.933500289916992,548.2193058007821,1.79,-0.008183715992212418
2016-10-13,0.00246898264514672,11.963000297546388,548.5175021101846,1.75,0.0005439361697906307
2016-10-14,-0.002075235485497934,11.938199996948242,550.7893142261453,1.80,0.004141731316176466
2016-10-15,0.0037790449675111186,11.983400344848633,550.3404849351692,1.80,-0.0008148838029050218
2016-10-16,-0.0026572206588171272,11.951600074768066,553.5838055349135,1.80,0.005893298219058575
2016-10-17,0.004458072321803018,12.005000114440918,551.1802244493058,1.77,-0.004341855851952137
2016-10-18,0.04746046139412674,12.588500022888184,547.1682856024808,1.75,-0.0072788149299685915
2016-10-19,-0.04599547425885028,12.022600173950195,541.6493298108774,1.76,-0.010086395605926848
2016-10-20,0.0063345763263348625,12.098999977111816,540.9128236845868,1.76,-0.0013597471385180838
2016-10-21,0.0062947019240487965,12.175399780273438,542.5426197194959,1.74,0.003013047507003517
2016-10-22,-0.008570216677969611,12.071499824523926,566.9114567924825,1.74,0.04491598666586915
2016-10-23,-0.002945108227799,12.03600025177002,565.9462553244142,1.74,-0.0017025612315708686
2016-10-24,-0.005582217268378249,11.968999862670898,563.7037387385917,1.77,-0.003962419690429853
2016-10-25,-0.04747932907159286,11.413999557495115,569.9934411394418,1.77,0.011157815654947771
2016-10-26,0.010285110704674102,11.531999588012695,589.8243319338757,1.79,0.03479143681862566
2016-10-27,-0.0028048314060228033,11.499699592590332,600.1734483601319,1.85,0.017546099518011234
2016-10-28,-0.036719032724903025,11.085100173950195,604.2063990387501,1.86,0.006719641946236478
2016-10-29,-0.05951677139936933,10.444600105285645,632.1209111018126,1.86,0.0462002919986821
