Date,Uniswap Return,Uniswap Price,Famala Index,US Treasury Yield,Famala Index Return
2021-02-21,-0.010718370040661047,28.82971549,41928.298145111985,1.34,0.029610755905305052
2021-02-22,-0.03935902456136853,27.71704643,39378.03380935694,1.37,-0.06082441807985375
2021-02-23,-0.12025102896919138,24.5766447,35767.65028791121,1.37,-0.09168521564395213
2021-02-24,0.02723336641145075,25.25514648,36233.86663742352,1.38,0.0130345814097238
2021-02-25,-0.08181468337429577,23.2711704,34549.60461338004,1.54,-0.04648308834652266
2021-02-26,-0.008486653400227103,23.07451171,33789.76769198877,1.44,-0.02199263724995022
2021-02-27,0.01634312071808962,23.45471967,33392.8194591723,1.44,-0.011747586915508135
2021-02-28,-0.055449849465971486,22.18955961,32685.658824796188,1.44,-0.02117702685275562
2021-03-01,0.13688333965364582,25.44464301,36084.09474285225,1.45,0.10397330328486201
2021-03-02,0.006357115819088287,25.60691279,35176.89296324511,1.42,-0.02514132018752782
2021-03-03,-0.005502044460764667,25.4664093,36810.89667501628,1.47,0.04645105278281605
2021-03-04,0.10417486920998786,28.26248115,35255.05914808206,1.54,-0.0422656785752838
2021-03-05,0.0029173935194562644,28.34505432,35486.25844076391,1.56,0.00655790397941871
2021-03-06,0.004647937166191272,28.477107,35132.18240744922,1.56,-0.00997783505143936
2021-03-07,0.18541066549223187,34.27825427,36854.514121165885,1.56,0.04902433027762813
2021-03-08,-0.029155982769975948,33.29326699,37425.12774506312,1.59,0.01548286926321255
2021-03-09,-0.012958935490693838,32.86460519,39463.419671839336,1.55,0.05446319223439652
2021-03-10,-0.05947095609054379,30.9670982,40988.696376531174,1.53,0.03865039363986641
2021-03-11,0.00199733759498418,31.02901176,42584.204404799246,1.54,0.03892556166244919
2021-03-12,-0.0006826072175228964,31.00783836,42512.965118675034,1.64,-0.0016729040056031393
2021-03-13,0.047817228521364295,32.52656862,45412.88058664701,1.64,0.06821249611446419
2021-03-14,-0.05467170609076161,30.7960226,44050.38463696247,1.64,-0.0300024119167009
2021-03-15,-0.032318374689231634,29.81665621,41251.54939138198,1.62,-0.06353713522928021
2021-03-16,0.0037962682140497014,29.93006336,41725.70916210229,1.62,0.011494350581153431
2021-03-17,0.046031609229984956,31.33999408,43341.18363750323,1.63,0.03871652532315028
2021-03-18,-0.04272536653976891,30.02918318,42713.91029033484,1.71,-0.014472916854665882
2021-03-19,0.10207695742674418,33.25638035,42839.22977194714,1.74,0.002933926694149012
2021-03-20,-0.03241774955657946,32.19557077,42878.43249834357,1.74,0.0009151127740887921
2021-03-21,0.015049093755969162,32.68374904,42281.13340024905,1.74,-0.013930059083143938
2021-03-22,0.008540006798864195,32.96406372,39950.8264822097,1.69,-0.05511458020720003
2021-03-23,-0.05820443216317458,31.10017847,40222.77207283479,1.63,0.00680700787870293
2021-03-24,-0.119458018004217,27.59833762,39084.964358813544,1.62,-0.02828765038771875
2021-03-25,-0.033972475353924086,26.67650097,38079.119084394435,1.63,-0.025734839238564993
2021-03-26,0.08231509901914008,28.96528846,40486.383937191604,1.67,0.06321745120894125
2021-03-27,-0.029152756215433343,28.13306028,41310.37336918086,1.67,0.02035226048509416
2021-03-28,-0.010467111613914589,27.84012417,41336.64620439862,1.67,0.000635986389737131
2021-03-29,0.045062730103484175,29.12337236,42417.982550024884,1.73,0.026159266532639076
2021-03-30,-0.022071553196663027,28.48761617,43399.779919257606,1.73,0.023145781817295444
2021-03-31,-0.017746411766817766,27.98652266,43047.27998979019,1.74,-0.008122159377840514
2021-04-01,0.026547065728787983,28.73943227,42917.167156679505,1.69,-0.0030225564342636303
2021-04-02,0.04876503549504479,30.1756456,42442.340087484175,1.72,-0.011063802684409674
2021-04-03,-0.020955297969474564,29.54988535,41287.29684175259,1.72,-0.027214410029012384
2021-04-04,0.05001979898314959,31.06555543,41809.25126716215,1.72,0.012642010142008697
2021-04-05,-0.008752324973141245,30.79484599,41518.03264757092,1.73,-0.006965411021841431
2021-04-06,0.01699726395851764,31.32274785,40448.96283119973,1.67,-0.025749529739187697
2021-04-07,-0.09115031262805674,28.59392519,39569.048312784595,1.68,-0.021753697915251002
2021-04-08,0.05539011299781998,30.22243116,40890.237036749444,1.64,0.03338944908457601
2021-04-09,-0.022087219747415496,29.56221964,40981.51862107509,1.67,0.0022323564484013343
2021-04-10,0.007755802823308401,29.79238981,41594.58413486311,1.67,0.014959560660905879
2021-04-11,0.006247538185492355,29.97910154,41776.3808801688,1.67,0.004370683084996062
2021-04-12,0.20376870846350192,36.7548148,41359.75549139656,1.69,-0.009972749673249293
2021-04-13,-0.03975587958834366,35.32225973,43443.33176447485,1.64,0.05037690016111701
2021-04-14,0.023193091980550355,36.15106629,42488.43672340692,1.64,-0.02198024420053305
2021-04-15,0.04588148194538369,37.84837046,42185.21913602988,1.56,-0.007136473138584467
2021-04-16,-0.04233065509152561,36.27966064,40629.142201873176,1.59,-0.03688678086841275
2021-04-17,-0.033184554475151715,35.09549297,40371.11681376335,1.59,-0.006350746634713077
2021-04-18,-0.10029595662422815,31.74631832,37147.110526414115,1.59,-0.07985922961264487
2021-04-19,-0.009501880451337872,31.44609719,36985.40896701097,1.61,-0.004353005041621379
2021-04-20,0.01631002873385176,31.96318937,37291.71552863724,1.58,0.008281821674582128
2021-04-21,0.050059907695873436,33.60399021,35251.708070836525,1.57,-0.05470403892344792
2021-04-22,0.015570679665690316,34.13132198,33713.38417387039,1.57,-0.04363827970760873
2021-04-23,-0.037299478368365266,32.88169163,33304.72672869288,1.58,-0.012121519544580137
2021-04-24,-0.08786479971176774,30.11583815,33040.2924765937,1.58,-0.007939841520193829
2021-04-25,0.11803190232879378,33.88875065,31884.913027822415,1.58,-0.034968802094889874
2021-04-26,0.11306549977307793,37.94541273,34914.21818486524,1.58,0.09500747749882485
2021-04-27,0.04305244538557339,39.61473184,35283.805174733796,1.63,0.010585572557049725
2021-04-28,0.07741209270740139,42.80321249,34798.392660675156,1.63,-0.013757374287006801
2021-04-29,-0.042233452837859536,41.03312655,33749.487026870964,1.65,-0.03014235870122632
2021-04-30,-0.008208976223907741,40.69766537,36878.15995012846,1.65,0.09270282895756253
2021-05-01,-0.012309348451748931,40.19977427,36284.29042965797,1.65,-0.016103556177249477
2021-05-02,0.05157122701061244,42.32731437,35448.45340742941,1.65,-0.023035782492396895
2021-05-03,-0.00023121361376174807,42.31752885,34764.94363799446,1.63,-0.019281793808575608
2021-05-04,0.019817146807828586,43.16450615,31953.49438861113,1.61,-0.0808702375202677
2021-05-05,-0.01560417861591417,42.49618733,33893.729223599024,1.59,0.06072058383947625
2021-05-06,-0.05504484293369638,40.22020652,33147.91506847841,1.58,-0.022004487915756675
2021-05-07,-0.010928500243315532,39.78305305,34036.69774903126,1.60,0.02681262693948502
2021-05-08,0.01556420073071912,40.40708818,34670.7323331891,1.60,0.018627969987949
2021-05-09,-0.024477432986872837,39.43003307,34172.649538575584,1.60,-0.01436608808336939
2021-05-10,-0.08029003980858572,36.38795258,32926.08698001175,1.63,-0.03647837014091223
2021-05-11,0.05616019050562521,38.4899796,32791.0652044875,1.64,-0.004100753776366297
2021-05-12,-0.06582211891488508,36.03806779,28275.346040979715,1.69,-0.1377118777736383
2021-05-13,0.03626994561045548,37.36915995,28140.287138274412,1.66,-0.004776560559490972
