Date,Cardano Return,Cardano Price,Famala Index,US Treasury Yield,Famala Index Return
2017-10-28,-0.01974112372931959,0.025866100564599,3976.778920877161,2.42,-0.0039553855237858294
2017-10-29,0.10071466250942651,0.0286068990826606,4303.4050244732725,2.42,0.08213333204956422
2017-10-30,-0.000839251809806608,0.0285829007625579,4276.046118476778,2.37,-0.006357501987590154
2017-10-31,0.06286671375166379,0.0304374992847442,4592.550930488279,2.38,0.07401810065702628
2017-11-01,-0.2807813542423199,0.0229861997067928,4925.45205730725,2.37,0.07248719325222086
2017-11-02,-0.0759099902879623,0.0213059000670909,5206.816727426249,2.35,0.05712463888498826
2017-11-03,0.060208489987244956,0.0226281005889177,5262.768339974962,2.34,0.0107458386722151
2017-11-04,-0.027146020691330115,0.0220221001654863,5447.283528970708,2.34,0.03506048092487838
2017-11-05,-0.06505786319720139,0.0206349994987249,5487.85119278204,2.34,0.007447320044124324
2017-11-06,0.05863000521764542,0.0218809992074966,5109.978080781664,2.32,-0.06885629706894711
2017-11-07,0.014234891726512187,0.0221947003155946,5217.598666133595,2.32,0.021060870252396058
2017-11-08,0.12643476428530642,0.0251860003918409,5431.397132918457,2.32,0.040976410886599236
2017-11-09,0.24109938278536266,0.0320529006421566,5083.902637356766,2.33,-0.0639788413658074
2017-11-10,-0.16714569386282296,0.0271192006766796,4710.631654821997,2.40,-0.07342213436424919
2017-11-11,0.011654129890890737,0.027437100186944,4412.129918483046,2.40,-0.06336766663413217
