Date,Stellar Return,Stellar Price,Famala Index,US Treasury Yield,Famala Index Return
2016-03-02,-0.01349349123546175,0.0018837000243365,361.81692785194645,1.84,-0.036341971820662754
2016-03-03,0.0034235551108693267,0.00189016002696,356.4091535678205,1.83,-0.014946161629946643
2016-03-04,0.012528578010079573,0.0019139900105074,342.5254721811114,1.88,-0.038954334499344434
2016-03-05,-0.047911512712218156,0.0018244499806314,331.0010708973931,1.88,-0.0336453847076948
2016-03-06,0.06058948151134237,0.0019384099869057,336.4968434985874,1.88,0.01660348888387108
2016-03-07,0.21025763012313609,0.0023919900413602,348.428835266608,1.91,0.03545944634714148
2016-03-08,-0.07642185428494781,0.0022160001099109,347.11195610033496,1.83,-0.003779478140106903
2016-03-09,0.005831258727369772,0.002228959929198,341.1067449786789,1.90,-0.01730050208907308
2016-03-10,0.06039662132342214,0.0023677300196141,344.88487598706536,1.93,0.011076095867358577
2016-03-11,0.08073998466821765,0.0025668300222605,348.8558840370354,1.98,0.011514010403051122
2016-03-12,-0.12293593274472708,0.0022698999382555,331.8967372112208,1.98,-0.04861361840757773
2016-03-13,-0.041852226329225174,0.0021768601145595,331.43243125112303,1.98,-0.0013989470459972438
2016-03-14,-0.017989306640844336,0.0021380500402301,340.2113205978411,1.97,0.02648771972488835
2016-03-15,0.025171080866917696,0.002192550105974,339.2916803721798,1.97,-0.0027031441048029565
2016-03-16,-0.026350385458059736,0.0021355301141738,340.90610002537227,1.94,0.00475820583464214
2016-03-17,0.005314660412599033,0.0021469099447131,348.59507183340145,1.91,0.022554515180153483
2016-03-18,-0.08099837560331677,0.0019798700232058,338.91122102866234,1.88,-0.0277796549268693
2016-03-19,0.01780634918609726,0.0020154400262981,341.3143945014316,1.88,0.007090864284384414
2016-03-20,0.03557509079329748,0.0020884301047772,345.12471125671084,1.88,0.011163656782905661
2016-03-21,-0.006716568961516032,0.0020744500216096,339.55227287792155,1.92,-0.016146158756636792
2016-03-22,0.0021668607178592656,0.0020789499394595,345.88807868075804,1.94,0.0186592943382075
2016-03-23,0.04462768534742238,0.002173830056563,341.78512635059593,1.88,-0.011862080780034588
2016-03-24,-0.044016942718620854,0.0020802200306206,344.073412997029,1.91,0.006695103063337445
2016-03-25,-0.002117417117390718,0.0020758199971169,346.5349690846597,1.91,0.007154159532959765
2016-03-26,-0.008291285103488264,0.0020586799364537,346.5765123226007,1.91,0.00011988180601444151
2016-03-27,-0.015720246461248654,0.0020265700295567,356.95808024429726,1.91,0.029954620560187228
2016-03-28,0.04177350291703477,0.0021130200475454,351.1303312275754,1.89,-0.016326143990726884
2016-03-29,-0.012582252455266361,0.002086600055918,343.6225724693101,1.81,-0.02138168677145514
2016-03-30,-0.023169700681401364,0.0020388099364936,341.5357596165973,1.83,-0.006072979541817427
2016-03-31,-0.0059869687834453586,0.0020266401115804,345.0178603637506,1.78,0.010195420681752932
2016-04-01,0.00986404618582067,0.0020467299036681,345.36457140717425,1.79,0.001004907522926917
2016-04-02,0.020293697710830765,0.0020886899437755,348.163241835464,1.79,0.008103524970400686
2016-04-03,0.056613829676473125,0.0022103500086814,348.1497081763217,1.79,-3.887159101273752e-05
2016-04-04,0.0369412026969557,0.0022935299202799,350.1763381936616,1.78,0.005821145242245829
2016-04-05,-0.060067224359124684,0.0021598199382424,355.19767520426063,1.73,0.014339452621216341
2016-04-06,0.0014851483345228716,0.0021630299743264,354.0306829563899,1.76,-0.0032854726518117858
2016-04-07,-0.0036496528624351495,0.0021551500540226,356.1788875713181,1.70,0.006067848687546733
2016-04-08,0.013448802802734862,0.0021843300200998,355.5287626028612,1.72,-0.0018252765426101574
2016-04-09,-0.07953434296936396,0.0020173299126327,357.3391835334647,1.72,0.005092192590408719
2016-04-10,-0.06934413766875724,0.0018821799894794,360.81980948331517,1.72,0.009740398227345622
2016-04-11,0.010774938604372987,0.0019025700166821,362.5066089131063,1.73,0.004674908044008344
2016-04-12,-0.016641703303316834,0.0018711700104176,369.77425765098604,1.79,0.020048320662815394
2016-04-13,-0.004628122936729823,0.0018625300144776,366.43160986696375,1.77,-0.009039698450770121
2016-04-14,0.00756844403469021,0.0018766799475997,364.6760840171401,1.80,-0.004790869025903635
2016-04-15,0.0011077845369990849,0.0018787600565701,370.2572763194816,1.76,0.015304519673626777
2016-04-16,0.022582608570879535,0.0019216700457036,369.52185821204375,1.76,-0.001986235394880629
2016-04-17,-0.011983049050611639,0.0018987799994647,363.9454217109889,1.76,-0.015090951663960569
2016-04-18,0.00234611572600165,0.0019032399868592,365.24720072101826,1.78,0.003576852276117103
2016-04-19,0.013184816961328278,0.0019285000162199,372.81373880638046,1.79,0.020716211022084305
2016-04-20,-0.00022301589304724926,0.001928069978021,379.25489202221485,1.85,0.017277134787083533
2016-04-21,-0.028316247867625675,0.0018742399988695,388.06781178398205,1.88,0.023237458361515317
2016-04-22,0.022526908187479534,0.0019169399747624,385.79180734512687,1.89,-0.005864965786242843
2016-04-23,0.004678832850674789,0.0019259300315752,388.3285676476913,1.89,0.006575464419582746
2016-04-24,-0.007097037995623267,0.0019123100209981,397.05484131520046,1.89,0.02247136676131963
2016-04-25,-0.019154103973898755,0.001876030000858,401.12697257130174,1.91,0.01025584083703094
2016-04-26,-0.030634557629464324,0.0018194300355389,406.134711233726,1.94,0.012484173353698235
2016-04-27,0.006972341753084086,0.0018321600509807,384.6997164933569,1.87,-0.05277804173707654
2016-04-28,0.038555864520113156,0.001904180040583,391.40933899739224,1.84,0.017441194303950573
2016-04-29,-0.02936870345351699,0.0018490699585527,396.16749423903525,1.83,0.01215646835057942
2016-04-30,0.0014267625353737775,0.0018517100252211,384.7716824858081,1.83,-0.028765135754301036
2016-05-01,0.016507093456676513,0.0018825300503522,388.0566171289822,1.83,0.008537360706879093
2016-05-02,-0.0077590116501739595,0.0018679799977689,376.51223264051515,1.88,-0.029749227249048434
2016-05-03,-0.0029487226418439955,0.0018624799558892,385.1670031601395,1.81,0.022986691452034944
2016-05-04,0.0011322717135911265,0.0018645899835973,381.70329444847977,1.79,-0.008992745181288576
2016-05-05,-0.013221240416024073,0.0018401000415906,381.7748871738534,1.76,0.00018756119324852023
2016-05-06,-0.006263843909429169,0.0018286099657416,394.2493494265362,1.79,0.03267491569449963
2016-05-07,-0.007812254625174375,0.0018143800552934,392.71630132781655,1.79,-0.0038885241052383735
2016-05-08,-0.010025963440173973,0.0017962800338864,392.5358572090634,1.79,-0.0004594770274191385
2016-05-09,0.003146000577497176,0.0018019400304183,394.8723781452147,1.77,0.005952375797625266
2016-05-10,-0.015548051636257398,0.001774140051566,385.99079095597597,1.77,-0.022492297969681094
2016-05-11,0.01272487796249519,0.0017968600150197,385.4696291302655,1.73,-0.0013501923826206143
2016-05-12,0.00200706650340732,0.0018004700541496,387.24367393629444,1.75,0.004602294634811344
2016-05-13,-0.017073896758309573,0.0017699899617582,386.5385625049403,1.71,-0.0018208468693285019
2016-05-14,0.006341490311053779,0.0017812500009313,387.41133318397743,1.71,0.0022579136047415843
2016-05-15,-0.010780727074452299,0.0017621499719098,390.1464237217236,1.71,0.007059913594337936
2016-05-16,-0.0221253380972711,0.0017235899576917,382.8009438351493,1.75,-0.018827495114535513
2016-05-17,-0.018238018909341885,0.0016924400115385,379.0225508916079,1.76,-0.00987038565184036
2016-05-18,0.010900856119055821,0.0017109899781644,375.27921570393596,1.87,-0.009876286196866611
2016-05-19,-0.029622194840081616,0.0016610500169917,356.4289729796607,1.85,-0.05022991398262382
2016-05-20,-0.007020155949833885,0.0016494300216436,363.53616490875913,1.85,0.01993999497202482
2016-05-21,-0.009411053474142493,0.0016339799622073,362.82412715225905,1.85,-0.0019586435277458274
2016-05-22,-0.004674346147438341,0.0016263599973171,358.3782340021721,1.85,-0.012253576367652124
2016-05-23,-0.01707854636331367,0.0015988199738785,365.6400019958698,1.84,0.020262860030873586
2016-05-24,0.00601134464736523,0.001608459977433,369.7341799915225,1.86,0.011197292345761927
2016-05-25,-0.03670615185328346,0.0015504900366067,374.07477319902347,1.87,0.011739767223037016
2016-05-26,-0.040358830785577685,0.0014891600003466,378.1637060989581,1.83,0.010930790293520063
2016-05-27,-0.030573606853734826,0.0014443199615925,400.63654758474047,1.85,0.05942622500082462
2016-05-28,0.021405776735187974,0.0014755700249224,453.1596618200331,1.85,0.13109915845653897
2016-05-29,0.014258360349629637,0.0014967599418014,448.03658463361444,1.85,-0.011305236582273753
2016-05-30,0.009018814842979908,0.0015103199984878,453.8511072274082,1.85,0.012977785281861809
2016-05-31,0.021115373098248177,0.0015425500459969,446.8005490468281,1.84,-0.01553495864238865
2016-06-01,-0.01124582677473084,0.0015252999728545,452.016755673776,1.85,0.011674575239613674
2016-06-02,-0.008599074843047555,0.0015122400363907,454.09645016717724,1.81,0.004600923455373336
2016-06-03,0.011459987658137726,0.0015296699712052,483.6354669032775,1.71,0.06505009392877964
2016-06-04,-0.0018779754516089194,0.0015267999842762,487.6146517344262,1.71,0.008227653064047305
2016-06-05,-0.018882914871800695,0.0014982400462031,488.93754666388094,1.71,0.002712992574667791
2016-06-06,-0.0014761720377447986,0.0014960300177335,499.1032892370949,1.73,0.020791495033623108
2016-06-07,-0.00567775887929488,0.0014875599881634,488.7176094927767,1.72,-0.020808678220079885
2016-06-08,0.006051984611806214,0.0014965899754315,494.0108300551759,1.71,0.010830836580439268
2016-06-09,0.05876335007153428,0.0015871699433773,487.19320213094,1.68,-0.013800563691031758
2016-06-10,-0.009012384867209995,0.0015729300212115,491.4431498721573,1.64,0.008723331365520677
2016-06-11,0.0016769578388506033,0.0015755699714645,518.5629165767916,1.64,0.0551839347271179
2016-06-12,0.027555925414439155,0.0016195899806916,576.4741165527264,1.64,0.11167632340203983
2016-06-13,-0.037083404806044766,0.0015606300439685,600.6350992474887,1.62,0.0419116522338301
2016-06-14,0.11700882037005182,0.001754350028932,575.7197530645936,1.62,-0.04148166867722264
2016-06-15,-0.05071896590455087,0.0016675899969413,586.4681034180574,1.60,0.01866941388800634
2016-06-16,0.03190948737126304,0.0017216600244864,647.6992200192847,1.57,0.10440655893195164
2016-06-17,-0.0145978686787746,0.0016967100091278,649.4681277016238,1.62,0.0027310634746270388
2016-06-18,0.0354971010267373,0.0017580200219526,671.9496734244352,1.62,0.034615317925408416
2016-06-19,0.04090889995030117,0.0018314300104975,674.5220821165694,1.62,0.0038282758275996107
2016-06-20,-0.03161781986103399,0.0017744300421327,650.753600539022,1.67,-0.03523751439384274
2016-06-21,-0.036208406395137664,0.0017113300273194,578.4082238580972,1.71,-0.11117168867141236
2016-06-22,-0.054665725001596235,0.0016202899860218,511.9830619167238,1.69,-0.11484131656756968
2016-06-23,0.02779042694297581,0.0016659500543028,536.8745647879019,1.74,0.04861782492958108
2016-06-24,0.06970609342999769,0.0017862200038507,572.8209965066044,1.57,0.06695499112144283
2016-06-25,0.0009344860230412233,0.0017878899816423,573.0078820412175,1.57,0.000326254686460252
2016-06-26,0.12493351196145498,0.0020258100703358,540.1234031796358,1.57,-0.057389226033746306
2016-06-27,0.2712430743353936,0.0026570400223135,563.175731921097,1.46,0.04267974430612556
2016-06-28,-0.13001489403722868,0.0023330999538302,560.1105789353039,1.46,-0.005442622634567948
2016-06-29,-0.13416965406521178,0.0020401598885655,552.7108466955955,1.50,-0.013211198856080086
2016-06-30,0.049127152780026585,0.0021428898908197,584.9439774520251,1.49,0.05831825257118936
2016-07-01,-0.05183646489793549,0.0020346399396657,589.3653078828579,1.46,0.007558553641481655
2016-07-02,0.002871126465624961,0.0020404900424182,615.8567399247761,1.46,0.04494908622477592
2016-07-03,-0.05673275758895022,0.0019279499538242,574.1430868912958,1.46,-0.06773272147443814
2016-07-04,0.0039033159723173387,0.0019354900578036,598.1885912595595,1.46,0.041880682563746316
2016-07-05,-0.03502658791844322,0.0018688699929043,590.0958424625039,1.37,-0.01352875817978295
2016-07-06,-0.012307423010315352,0.0018460099818184,596.8975858375255,1.38,0.011526506180144457
2016-07-07,-0.05911267393570758,0.0017400500364601,564.161603923357,1.40,-0.05484354886146113
2016-07-08,0.0717625187647126,0.0018695100443437,583.9772301999252,1.37,0.035124024993484326
2016-07-09,-0.05846098995885868,0.0017633499810472,570.6401392860182,1.37,-0.02283837489578322
2016-07-10,0.048786136977437077,0.0018515100236982,569.2151688459112,1.37,-0.0024971437198405507
2016-07-11,-0.02319970074666275,0.0018090499797835,569.695069498151,1.43,0.0008430918192374448
2016-07-12,0.09568948414120783,0.0019907099194824,585.6782514317408,1.53,0.02805567888742567
2016-07-13,0.08363796803916043,0.0021643699146807,576.0109287495474,1.48,-0.01650620056073596
2016-07-14,-0.05983164957496967,0.0020386700052767,575.8940332422612,1.53,-0.00020293973855651902
2016-07-15,-0.03079804443008643,0.0019768399652093,579.1623536163592,1.60,0.00567521138515259
2016-07-16,-0.026007558505596395,0.0019260899862274,577.8194743649027,1.60,-0.0023186577011978645
2016-07-17,-0.0005504692291862038,0.0019250300247222,598.0895120813549,1.60,0.03508022594553695
2016-07-18,0.02893774952975958,0.0019815498962998,592.6368038145351,1.59,-0.009116876582310038
2016-07-19,-0.04200439556400298,0.0019000399624928,590.6756554523142,1.56,-0.003309190974299749
2016-07-20,-0.020062647806661175,0.0018622999778017,580.4125768320907,1.59,-0.017375150855615452
2016-07-21,-0.012688179506410763,0.0018388200551271,579.1453302311686,1.57,-0.002183354826387128
2016-07-22,-0.008097669357415287,0.0018239900236949,557.9497520617953,1.57,-0.036598029998641306
2016-07-23,0.13341621461170655,0.0020843199454247,563.6351663312581,1.57,0.010189832056477319
2016-07-24,0.07781554807801928,0.0022529899142682,575.1144952224525,1.57,0.02036659452232941
2016-07-25,-0.04993477903959315,0.0021432500798255,564.1736509449462,1.58,-0.01902376721225653
2016-07-26,-0.10013038685149994,0.0019390400266274,569.6453917451315,1.57,0.009698681941314695
2016-07-27,-0.004004832176008667,0.0019312900258228,568.4322637009462,1.52,-0.0021296196928212055
2016-07-28,0.008640680550678893,0.0019480499904602,569.5886498859998,1.52,0.00203434297962703
2016-07-29,0.03282710075510494,0.0020130600314587,571.1813095107001,1.46,0.0027961575867410534
2016-07-30,-0.036937037938394916,0.0019400600576773,570.4772592166963,1.46,-0.00123262138007787
2016-07-31,-0.012651499258752625,0.0019156700000166,543.4141366823843,1.46,-0.04743944144499555
2016-08-01,-0.021800150775087596,0.0018743600230664,529.559930998865,1.51,-0.025494746544690805
2016-08-02,-0.07661455820691171,0.0017361199716106,481.7397674660262,1.55,-0.090301702854745
2016-08-03,0.03813194369897627,0.0018035999964922,494.2098087497059,1.55,0.025885430528753597
2016-08-04,0.040901827097355965,0.001878899987787,502.4662283724452,1.51,0.01670630464342068
2016-08-05,0.011293682330727488,0.0019002399640157,498.7013533751763,1.59,-0.00749279212149997
2016-08-06,0.028675914493946346,0.0019555198960006,511.31104934327453,1.59,0.025285064663965028
2016-08-07,-0.03495795867789315,0.0018883399898186,516.2082285471735,1.59,0.00957769093820453
2016-08-08,-0.021345302103918985,0.0018484599422663,513.7201400882585,1.59,-0.004819931805266781
2016-08-09,0.012007989255847213,0.0018707900308072,506.31345764878705,1.55,-0.014417738105807919
2016-08-10,0.011252532235345756,0.0018919600406661,510.897168646525,1.50,0.009053109153021044
2016-08-11,-0.001714015479588387,0.001888719969429,509.60313584157774,1.57,-0.0025328635278513006
2016-08-12,-0.03099880966794356,0.0018310700543224,507.49628566151483,1.51,-0.004134295948912432
2016-08-13,0.10724988811426732,0.0020383698865771,506.3445619062851,1.51,-0.0022694230239113608
2016-08-14,-0.01639667009833905,0.0020052199251949,493.23432613335075,1.51,-0.02589192569497923
2016-08-15,0.0068188466518337935,0.0020189399365335,490.0267366106786,1.55,-0.0065031757781694784
2016-08-16,-0.0014224851962238317,0.0020160700660198,499.9605152757285,1.57,0.020271911556822203
2016-08-17,-0.011283246731964892,0.0019934501033276,497.41910121771696,1.56,-0.005083229535856316
2016-08-18,-0.008863120830884802,0.0019758599810302,498.3978397001512,1.53,0.0019676334906284175
2016-08-19,-0.006596103201827837,0.0019628698937594,499.54016033944504,1.58,0.0022919855350518035
2016-08-20,-0.016918741566641356,0.0019299399573355,503.6087052673548,1.58,0.008144580257861843
2016-08-21,-0.011428084296756352,0.0019080099882557,503.6481255999574,1.58,7.827571721905204e-05
2016-08-22,0.0059674496807539945,0.001919429982081,508.3795796095745,1.55,0.009394364376876966
2016-08-23,-0.021852811833634113,0.0018779400270432,504.67072425274495,1.55,-0.007295445186208815
2016-08-24,0.005607387972142943,0.0018884999444708,501.645458636876,1.56,-0.00599453360475462
2016-08-25,-0.007937116674686082,0.0018735700286924,498.25923540649455,1.58,-0.006750232005653682
2016-08-26,0.007889464468940115,0.001888409955427,500.3277856340044,1.62,0.0041515542121808285
2016-08-27,-0.01399805227250282,0.0018621600465849,491.09771115880767,1.62,-0.018448054935626988
2016-08-28,-0.0297315771594591,0.0018076100386679,493.24979466588525,1.62,0.004382190057452033
2016-08-29,0.01242515017757483,0.0018302099779248,493.54753060109925,1.57,0.0006036210018408333
2016-08-30,0.010922498182932774,0.0018503100145608,495.9656811795649,1.57,0.004899529282459489
2016-08-31,0.02966934253182149,0.0019060299964621,492.3630855880225,1.58,-0.007263800154426586
2016-09-01,-0.010156163878033128,0.0018867700127884,488.5177580906605,1.57,-0.007809942723000009
2016-09-02,-0.0009385400811067321,0.0018850000342354,489.98706550960975,1.60,0.003007684766039924
2016-09-03,0.009025461643338754,0.0019020900363102,513.0084775417549,1.60,0.046983713760284304
2016-09-04,0.01667847883336367,0.0019340800354257,521.662180838571,1.60,0.016868538582993888
2016-09-05,-0.011591806843822097,0.0019117899937555,519.2723657952224,1.60,-0.004581154492562484
2016-09-06,0.006631415878507173,0.0019245099974796,523.9968224088308,1.55,0.009098224601983692
2016-09-07,0.00031692203646785936,0.0019251200137659,528.9124844157122,1.54,0.009381091252202638
2016-09-08,0.002946131665455589,0.0019308000337332,540.6796635076453,1.61,0.022247875477797035
2016-09-09,0.045341256543276164,0.0020203599706292,536.1397423606661,1.67,-0.008396693002149456
2016-09-10,0.005577464657277586,0.0020316599402576,535.1019644050684,1.67,-0.0019356482528757458
2016-09-11,-0.03261314631887047,0.0019664699211716,521.9061668960702,1.67,-0.024660342115674052
2016-09-12,-0.013345884706732095,0.001940399990417,522.7859273562091,1.68,0.0016856678766052203
2016-09-13,0.005263390657717436,0.0019506399985402,523.130961518753,1.73,0.0006599912975638118
2016-09-14,0.0065201661937802306,0.001963400049135,524.6500648337404,1.70,0.002903868107093441
2016-09-15,0.16657912845245657,0.0023192800581455,517.8212101909804,1.71,-0.013016017914577108
2016-09-16,-0.1077165006326438,0.0020824400708079,517.0596566746312,1.70,-0.001470688147494593
2016-09-17,0.03751652400543028,0.0021620499901473,515.9547100919425,1.70,-0.002136980846262478
2016-09-18,-0.034060298980984526,0.0020896499045193,520.6478519318762,1.70,0.0090960344932162
2016-09-19,0.017833503854712107,0.0021272499579936,517.0699690777653,1.70,-0.006871982359737048
2016-09-20,-0.03582507017590356,0.0020523900166153,511.5523608003557,1.69,-0.010670912269863053
2016-09-21,0.015883826115077965,0.0020852501038461,503.52353007766163,1.66,-0.01569503209824398
2016-09-22,0.02479489240714929,0.0021375999785959,504.5872822566235,1.63,0.002112616621506832
2016-09-23,-0.02596092542156265,0.0020828200504183,509.6645482587971,1.62,0.010062215558558978
2016-09-24,0.06347358150761635,0.0022193100303411,510.90879177765805,1.62,0.0024412989349794213
2016-09-25,0.10055148310605046,0.0024540699087083,507.7475940819247,1.62,-0.006187401247753541
2016-09-26,-0.02843127582577473,0.0023852800950407,515.9864127367754,1.59,0.016226209145801158
2016-09-27,0.06643556830209897,0.0025491300038993,512.8808110318857,1.56,-0.006018766440801464
2016-09-28,0.2113931465440565,0.0031491899862885,509.3681269413289,1.57,-0.006848928669196104
2016-09-29,-0.02674542464699122,0.003066079923883,511.84703800375416,1.56,0.004866639531041536
2016-09-30,-0.07405675065724641,0.002847220050171,515.4238968701237,1.60,0.006988140207511201
2016-10-01,-0.02998262414670603,0.0027631199918687,521.3401859781486,1.60,0.011478492060517874
2016-10-02,0.03679061252274444,0.0028666700236499,517.7665810591878,1.60,-0.006854650792468456
2016-10-03,-0.05634270642774598,0.0027096199337393,518.4168953645378,1.63,0.00125599899479731
2016-10-04,-0.044992235825426365,0.0025904099456965,517.8028819295043,1.69,-0.0011844008953483774
2016-10-05,-0.04143890107631884,0.0024852599017322,522.0370775198033,1.72,0.008177234499972267
2016-10-06,-0.07479341636930134,0.0023061600513756,523.0946019697574,1.75,0.0020257650184127268
2016-10-07,0.029064125319288186,0.0023741701152175,527.9739735642377,1.73,0.00932789513810045
2016-10-08,-0.024327198709694662,0.0023171100765466,531.7896202625857,1.73,0.007226959830215524
2016-10-09,0.024992468328241948,0.0023757501039654,529.4088251085412,1.73,-0.0044769492734154275
2016-10-10,0.037300390118884655,0.0024660399649292,532.4322945094049,1.73,0.005711029468093491
2016-10-11,0.0828934748815702,0.0026791701093316,552.7427958588322,1.77,0.03814663678156843
2016-10-12,-0.01572866443600778,0.0026373600121587,548.2193058007821,1.79,-0.008183715992212418
2016-10-13,-0.038098720855402037,0.0025387699715793,548.5175021101846,1.75,0.0005439361697906307
2016-10-14,-0.023981771026994975,0.0024786100257188,550.7893142261453,1.80,0.004141731316176466
2016-10-15,-0.016097518286437542,0.0024390299804508,550.3404849351692,1.80,-0.0008148838029050218
2016-10-16,-0.008469399433657404,0.0024184600915759,553.5838055349135,1.80,0.005893298219058575
2016-10-17,-0.05434782477372816,0.0022905298974364,551.1802244493058,1.77,-0.004341855851952137
2016-10-18,0.04150549845199077,0.0023876000195741,547.1682856024808,1.75,-0.0072788149299685915
2016-10-19,-0.02040698765241148,0.0023393700830638,541.6493298108774,1.76,-0.010086395605926848
2016-10-20,0.13203572646748118,0.0026695700362324,540.9128236845868,1.76,-0.0013597471385180838
2016-10-21,-0.07542654873096749,0.002475620014593,542.5426197194959,1.74,0.003013047507003517
2016-10-22,-0.028010019703727317,0.0024072399828583,566.9114567924825,1.74,0.04491598666586915
2016-10-23,0.012836666363170941,0.0024383401032537,565.9462553244142,1.74,-0.0017025612315708686
2016-10-24,0.013459150820866055,0.0024713799357414,563.7037387385917,1.77,-0.003962419690429853
